,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,12718028.08,45124653.18,101416458.01,101830053.15,306820989.33,230488864.54
收到的税费返还,0,0,777575.67,4010199.34,1125360.45,1039468.34
收到的其他与经营活动有关的现金,7007461.69,1222843.96,11055481.28,13359024.94,6648856.28,36223245.00
经营活动现金流入小计,19725489.77,46347497.14,113249514.96,119199277.43,314595206.06,267751577.88
购买商品、接受劳务支付的现金,9018313.31,45477768.98,66232695.35,62310935.32,116699686.17,213799820.72
支付给职工以及为职工支付的现金,1831119.18,6020934.78,7185585.34,13069165.19,21636173.96,21991393.62
支付的各项税费,235220.32,3582505.11,13016155.74,8403884.70,24216304.49,32081906.58
支付的其他与经营活动有关的现金,8902385.02,10060385.26,24324795.27,13953579.40,39902867.06,38571794.54
经营活动现金流出小计,19987037.83,65141594.13,110759231.70,97737564.61,202455031.68,306444915.47
经营活动产生的现金流量净额,-261548.06,-18794096.99,2490283.26,21461712.82,112140174.38,-38693337.59
收回投资所收到的现金,0,0,0,0,46000000.00,72250000.00
取得投资收益所收到的现金,0,0,0,0,390372.33,1960052.33
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,1416000.00,0,0,122755.64,6756514.45
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流入小计,0.00,1416000.00,0.00,0.00,46513127.97,80966566.78
购建固定资产、无形资产和其他长期资产所支付的现金,0,1132826.12,5730857.70,4031622.37,26832117.08,5199730.09
投资所支付的现金,0,0,0,0,63250000.00,55000000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流出小计,0.00,1132826.12,5730857.70,4031622.37,90082117.08,60199730.09
投资活动产生的现金流量净额,0.00,283173.88,-5730857.70,-4031622.37,-43568989.11,20766836.69
吸收投资收到的现金,0,27300000.00,10000000.90,0,33099817.00,60000000.00
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,25466000.00,18000000.00,30000000.00,21000000.00,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,60307189.00,48747310.53,20000000.00,4150000.00,0,0
筹资活动现金流入小计,85773189.00,94047310.53,60000000.90,25150000.00,33099817.00,60000000.00
偿还债务支付的现金,28460000.00,19966000.00,25000000.00,26000000.00,18200910.26,0
分配股利、利润或偿付利息所支付的现金,1350945.34,1464315.83,1231084.78,1828002.50,141018.33,4514136.12
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,58549240.00,53083559.53,20368552.95,4392938.28,111320.74,235849.05
筹资活动现金流出小计,88360185.34,74513875.36,46599637.73,32220940.78,18453249.33,4749985.17
筹资活动产生的现金流量净额,-2586996.34,19533435.17,13400363.17,-7070940.78,14646567.67,55250014.83
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0
五、现金及现金等价物净增加额,-2848544.40,1022512.06,10159788.73,10359149.67,83217752.94,37323513.93
加:期初现金及现金等价物余额,3489290.05,640745.65,1663257.71,11823046.44,22182196.11,105399949.05
六、期末现金及现金等价物余额,640745.65,1663257.71,11823046.44,22182196.11,105399949.05,142723462.98
净利润,-2380008.33,2401979.38,18086193.23,6293599.77,33075818.12,64148164.63
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,301055.65,277966.87,329439.83,2360030.47,1503487.53,5458645.59
固定资产折旧、油气资产折耗、生产性物资折旧,816334.93,813744.66,953741.17,1679452.50,2367079.65,4173155.74
无形资产摊销,47850.96,47850.96,47850.96,47850.96,47850.96,47850.96
长期待摊费用摊销,81000.00,54000.00,0,66476.74,267984.38,889492.06
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,0,3500.00,0,0,13875.83,66159.07
固定资产报废损失,0,0,0,0,1274.00,0
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,1350945.34,1498091.24,1642023.99,1258949.32,124504.94,0
投资损失,0,0,0,0,-390372.33,-509977.05
递延所得税资产减少,-35081.75,-50095.38,-41858.52,-985790.93,264042.66,-822861.50
递延所得税负债增加,0,0,33693.47,-62218.65,3868690.20,-1583892.68
存货的减少,3929485.04,-24359626.17,-15956713.27,24495526.22,-74279443.46,-19883496.13
经营性应收项目的减少,31649221.54,-6789428.35,-13532152.75,-40104418.12,-17841516.91,-16094690.06
经营性应付项目的增加,-36022351.44,7307919.80,10928065.15,25034824.54,163116898.81,-74581888.22
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,1377430.00,0,0
经营活动产生现金流量净额,-261548.06,-18794096.99,2490283.26,21461712.82,112140174.38,-38693337.59
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,640745.65,1663257.71,11823046.44,22182196.11,105399949.05,142723462.98
现金的期初余额,3489290.05,640745.65,1663257.71,11823046.44,22182196.11,105399949.05
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,-2848544.40,1022512.06,10159788.73,10359149.67,83217752.94,37323513.93
