,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,705126453.49,740750800.37,830948846.97,879163287.73,946520043.51,1026045215.90
收到的税费返还,3574641.45,2364984.71,4024001.99,1471416.54,1285755.73,612228.03
收到的其他与经营活动有关的现金,36607084.46,32193618.70,26792878.98,44230063.45,29062506.53,21926183.06
经营活动现金流入小计,745308179.40,775309403.78,861765727.94,924864767.72,976868305.77,1048583626.99
购买商品、接受劳务支付的现金,204401000.17,253161952.31,265842290.77,266908091.43,336235851.43,432988391.18
支付给职工以及为职工支付的现金,218766619.45,235925733.89,331032863.07,345752188.60,327675782.91,330079253.44
支付的各项税费,23920949.77,30696434.80,26638825.43,32280425.50,40594245.27,21815374.47
支付的其他与经营活动有关的现金,97352951.09,126030642.56,137771227.86,138574081.43,144866756.24,117456995.16
经营活动现金流出小计,544441520.48,645814763.56,761285207.13,783514786.96,849372635.85,902340014.25
经营活动产生的现金流量净额,200866658.92,129494640.22,100480520.81,141349980.76,127495669.92,146243612.74
收回投资所收到的现金,0.00,4000000.00,0,0,0,0
取得投资收益所收到的现金,2328099.89,5078485.64,27598732.20,3792380.56,9627619.55,9390580.25
处置固定资产、无形资产和其他长期资产所收回的现金净额,428206.50,27631.95,330934.95,501899.98,193476.00,33362.68
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,225520000.00,34500000.00,242620000.00,521500000.00,802430000.00,859730000.00
投资活动现金流入小计,228276306.39,43606117.59,270549667.15,525794280.54,812251095.55,869153942.93
购建固定资产、无形资产和其他长期资产所支付的现金,37858638.78,44629327.94,57292345.46,36669627.03,26601484.13,61382182.26
投资所支付的现金,24523172.18,91831914.19,62068263.48,5119069.74,24200000.00,49648912.00
取得子公司及其他营业单位支付的现金净额,28470654.47,155745002.93,4755586.63,316344949.68,247246087.26,27104100.00
支付的其他与投资活动有关的现金,34500000.00,206000000.00,75000000.00,589500000.00,781710000.00,1137950000.00
投资活动现金流出小计,125352465.43,498206245.06,199116195.57,947633646.45,1079757571.39,1276085194.26
投资活动产生的现金流量净额,102923840.96,-454600127.47,71433471.58,-421839365.91,-267506475.84,-406931251.33
吸收投资收到的现金,13797630.00,864600238.40,0,15960000.00,19380000.00,10799745.95
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,0,0,0,23270000.00,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,13797630.00,864600238.40,0.00,39230000.00,19380000.00,10799745.95
偿还债务支付的现金,0,0,0,3470000.00,19800000.00,0
分配股利、利润或偿付利息所支付的现金,96506800.00,86802980.84,31869070.85,541790.08,354114.17,79598921.60
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,435600.00,4079460.91,6382872.07,94355160.00,0,0
筹资活动现金流出小计,96942400.00,90882441.75,38251942.92,98366950.08,20154114.17,79598921.60
筹资活动产生的现金流量净额,-83144770.00,773717796.65,-38251942.92,-59136950.08,-774114.17,-68799175.65
四、汇率变动对现金及现金等价物的影响,-2424950.96,2181007.83,6728484.50,-10602389.92,5503873.86,2629599.57
五、现金及现金等价物净增加额,218220778.92,450793317.23,140390533.97,-350228725.15,-135281046.23,-326857214.67
加:期初现金及现金等价物余额,291530012.55,509750791.47,960544108.70,1100934642.67,750705917.52,615424871.29
六、期末现金及现金等价物余额,509750791.47,960544108.70,1100934642.67,750705917.52,615424871.29,288567656.62
净利润,147862351.01,58918497.10,-378714298.29,21565162.25,74350355.72,182710111.95
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,825946.07,31931992.84,360469376.31,4644959.67,5948530.69,81740636.33
固定资产折旧、油气资产折耗、生产性物资折旧,23051647.64,22655365.77,28667303.13,33985864.24,36406489.74,33891448.24
无形资产摊销,2002119.00,6454753.52,28183308.46,32516276.65,28279594.95,9871700.38
长期待摊费用摊销,23061975.81,25923198.90,31032010.42,28947885.50,26164377.32,20779920.59
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-147164.81,4089836.44,14190578.86,366979.28,870098.70,875372.29
固定资产报废损失,0,0,0,1964924.07,2392511.10,549992.60
公允价值变动损失,0,0,148909020.00,0,0,-177753998.54
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,0,0,2502374.35,7826214.72,1358711.80,0.00
投资损失,350574.38,-3621763.50,-93069391.97,-21415572.29,-7888327.80,-5590668.66
递延所得税资产减少,-2683447.79,-1613689.62,-8728425.36,1394594.09,8760889.47,-26898800.70
递延所得税负债增加,-126717.37,6572640.62,4424265.82,-4909708.65,-3174663.14,37134140.89
存货的减少,5565906.26,-2921499.84,2575640.38,-4224164.10,-1777539.88,-4437577.83
经营性应收项目的减少,-29690033.96,-29715317.39,-73840506.88,37145218.99,-22015563.38,-10549429.30
经营性应付项目的增加,30793502.68,12079125.38,43487383.46,-610175.59,-27516095.37,-4274519.82
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,-1258500.00,-9608117.88,2151521.93,5336300.00,8195284.32
经营活动产生现金流量净额,200866658.92,129494640.22,100480520.81,141349980.76,127495669.92,146243612.74
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,509750791.47,960544108.70,1100934642.67,750705917.52,615424871.29,288567656.62
现金的期初余额,291530012.55,509750791.47,960544108.70,1100934642.67,750705917.52,615424871.29
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,218220778.92,450793317.23,140390533.97,-350228725.15,-135281046.23,-326857214.67
