,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,224659980.24,341796202.62,683563371.92,1147613867.56,1433380336.49,1375201277.11
收到的税费返还,7431187.70,11608896.80,9897935.92,24776220.37,29620077.93,59833931.34
收到的其他与经营活动有关的现金,2644332.94,12005556.97,9021946.74,65525176.02,112623779.42,58167979.73
经营活动现金流入小计,234735500.88,365410656.39,702483254.58,1237915263.95,1575624193.84,1493203188.18
购买商品、接受劳务支付的现金,133187615.61,230851252.78,443853601.89,858512092.18,977653341.26,680902822.98
支付给职工以及为职工支付的现金,33346480.60,45565387.74,102954951.80,162057577.65,231610586.23,282883648.17
支付的各项税费,25845103.63,41915899.91,69750056.23,138390861.03,172460914.97,192459437.80
支付的其他与经营活动有关的现金,11701665.46,29310925.21,57461721.24,126162146.74,115522316.41,211321167.41
经营活动现金流出小计,204080865.30,347643465.64,674020331.16,1285122677.60,1497247158.87,1367567076.36
经营活动产生的现金流量净额,30654635.58,17767190.75,28462923.42,-47207413.65,78377034.97,125636111.82
收回投资所收到的现金,0,0,0,0,0,0
取得投资收益所收到的现金,0,0,0,59610.00,12884729.50,27714250.35
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,92000.00,11800.00,22806.00,321000.00,4259181.39
处置子公司及其他营业单位收到的现金净额,0,0,0,91256574.67,19999229.83,8895602.51
收到的其他与投资活动有关的现金,0,0,0,34000000.00,3057612759.57,614437208.00
投资活动现金流入小计,0.00,92000.00,11800.00,125338990.67,3090817718.90,655306242.25
购建固定资产、无形资产和其他长期资产所支付的现金,110783503.53,187068670.22,37898767.24,129617982.46,578971507.43,470524738.75
投资所支付的现金,0,0,0,0,31000000.00,0
取得子公司及其他营业单位支付的现金净额,0,29541866.78,7900000.00,144639164.26,0,0
支付的其他与投资活动有关的现金,2194043.96,17335000.00,0,48990000.00,3640720000.00,361440000.00
投资活动现金流出小计,112977547.49,233945537.00,45798767.24,323247146.72,4250691507.43,831964738.75
投资活动产生的现金流量净额,-112977547.49,-233853537.00,-45786967.24,-197908156.05,-1159873788.53,-176658496.50
吸收投资收到的现金,0,215595000.00,2632690.00,216173304.25,1387637757.17,0
其中：子公司吸收少数股东投资收到的现金,0,0,2632690.00,175000.00,0,0
取得借款收到的现金,108770000.00,84650000.00,184000000.00,661840000.00,735900000.00,937000000.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,23880815.16,8750000.00,18960000.00,37776246.69,223664813.83,25612863.32
筹资活动现金流入小计,132650815.16,308995000.00,205592690.00,915789550.94,2347202571.00,962612863.32
偿还债务支付的现金,30000000.00,48864597.22,128205087.50,208516600.00,678251600.00,910261600.00
分配股利、利润或偿付利息所支付的现金,4459254.24,7331287.95,19275362.96,62794769.48,72373108.04,71098093.41
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,18894400.00
支付其他与筹资活动有关的现金,2140000.00,11851619.30,66893510.75,60306090.62,200293785.07,133635653.34
筹资活动现金流出小计,36599254.24,68047504.47,214373961.21,331617460.10,950918493.11,1114995346.75
筹资活动产生的现金流量净额,96051560.92,240947495.53,-8781271.21,584172090.84,1396284077.89,-152382483.43
四、汇率变动对现金及现金等价物的影响,0,0,0,0,14349.30,5938.12
五、现金及现金等价物净增加额,13728649.01,24861149.28,-26105315.03,339056521.14,314801673.63,-203398929.99
加:期初现金及现金等价物余额,30984965.87,44713614.88,69574764.16,43469449.13,382525970.27,697327643.90
六、期末现金及现金等价物余额,44713614.88,69574764.16,43469449.13,382525970.27,697327643.90,493928713.91
净利润,50521302.25,59954165.62,127907215.20,225630893.15,330492066.08,187182593.91
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,1874061.50,8906626.14,23734574.55,50372370.08,49074705.74,123657735.14
固定资产折旧、油气资产折耗、生产性物资折旧,4826897.89,9051725.21,19324452.21,25775183.11,31241861.80,54388265.37
无形资产摊销,1643995.89,1632796.83,2065532.54,2799249.83,6735378.50,11047119.85
长期待摊费用摊销,1098594.29,1499728.25,655144.62,1161668.98,2158279.87,6847660.52
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,0,68513.00,17463.35,49548.08,914212.05,162128.06
固定资产报废损失,0,0,0,0,0,56514.29
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,4165274.60,7651717.95,7575362.96,22596300.42,39178430.68,40004922.62
投资损失,0,0,0,-18618790.00,-15263672.94,-27127514.72
递延所得税资产减少,-1823869.74,-1219992.74,-5988541.24,-11818150.83,-8607668.07,-22086646.77
递延所得税负债增加,0,0,0,2654538.99,-493361.51,899051.79
存货的减少,-2334541.32,-38535078.94,-335291589.28,-13189551.77,-93354492.89,-101102635.56
经营性应收项目的减少,-22456397.33,-186428886.28,-241573140.92,-615402654.17,-227511712.50,-505635469.51
经营性应付项目的增加,-6860682.45,155185875.71,430036449.43,279229185.03,-52365949.03,357342386.83
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,1552795.45,16178957.19,0
经营活动产生现金流量净额,30654635.58,17767190.75,28462923.42,-47207413.65,78377034.97,125636111.82
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
