,20200930,20200630,20191231,20190630,20181231,20171231,20161231,19700101,
货币资金,739120193.51,126196091.08,115318997.30,81606687.12,186471984.01,87560663.74,65158209.62,0,
交易性金融资产,274985.00,0,0,0,0,0,0,0,
衍生金融资产,0,0,0,0,0,0,0,0,
应收票据及应收账款,125443596.22,140107555.13,117352542.12,96745998.86,102770517.81,87048460.62,79514613.63,0,
应收票据,0,0,8274926.85,654300.00,7318196.80,1912735.50,498457.70,0,
应收账款,125443596.22,140107555.13,109077615.27,96091698.86,95452321.01,85135725.12,79016155.93,0,
应收款项融资,1854101.50,5557414.70,0,0,0,0,0,0,
预付款项,7495178.78,8849861.25,4777711.30,2241982.19,1557993.27,1104662.54,2071688.79,0,
其他应收款(合计),2735063.37,656823.25,1478936.40,665605.02,212587.58,308152.90,339578.12,0,
应收利息,0,0,0,0,0,0,0,0,
应收股利,0,0,0,0,0,0,0,0,
其他应收款,0,0,0,0,0,0,0,0,
买入返售金融资产,0,0,0,0,0,0,0,0,
存货,54179427.81,52904420.99,43342504.08,42855521.49,36075141.36,38317269.98,27497234.43,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,0,0,0,0,0,0,0,0,
待摊费用,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,
其他流动资产,40000000.00,10500499.32,0,17051507.34,50993.70,216.69,64100000.00,0,
流动资产合计,971102546.19,344772665.72,282270691.20,241167302.02,327139217.73,214339426.47,238681324.59,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,0,0,0,0,
持有至到期投资,0,0,0,0,0,0,0,0,
长期应收款,0,0,0,0,0,0,0,0,
长期股权投资,0,0,0,0,0,0,0,0,
投资性房地产,42785.42,42785.42,42785.42,42785.42,57261.46,94141.18,131021.18,0,
在建工程(合计),119717118.15,97801312.18,58008325.59,6059166.00,12286558.00,1000600.00,3275969.38,0,
在建工程,0,0,58008325.59,0,0,0,0,0,
工程物资,0,0,0,0,0,0,0,0,
固定资产及清理(合计),106499125.41,106154712.72,110294141.90,101203499.01,83684107.54,71276847.85,66522140.89,0,
固定资产净额,0,0,110294141.90,0,0,0,0,0,
固定资产清理,0,0,0,0,0,0,0,0,
生产性生物资产,0,0,0,0,0,0,0,0,
公益性生物资产,0,0,0,0,0,0,0,0,
油气资产,0,0,0,0,0,0,0,0,
使用权资产,0,0,0,0,0,0,0,0,
无形资产,82987022.31,83457655.50,84327447.84,85403943.62,40201440.80,40862718.72,41731231.00,0,
开发支出,0,0,0,0,0,0,0,0,
商誉,0,0,0,0,0,0,0,0,
长期待摊费用,0,0,0,0,0,272669.95,599873.43,0,
递延所得税资产,1333688.61,1439579.87,1097676.19,1069334.71,980256.18,848535.53,1036263.32,0,
其他非流动资产,0,0,0,0,0,0,0,0,
非流动资产合计,310579739.90,288896045.69,253770376.94,193778728.76,137209623.98,114355513.23,113296499.20,0,
资产总计,1281682286.09,633668711.41,536041068.14,434946030.78,464348841.71,328694939.70,351977823.79,0,
短期借款,0,0,0,20000000.00,40000000.00,10000000.00,55000000.00,0,
交易性金融负债,0,0,0,0,0,0,0,0,
应付票据及应付账款,74300770.41,81857105.97,81585908.71,37113602.36,44734907.86,34025362.88,21102364.55,0,
应付票据,0,0,0,0,0,0,0,0,
应付账款,74300770.41,81857105.97,81585908.71,37113602.36,44734907.86,34025362.88,21102364.55,0,
预收款项,0,23400786.96,19577335.83,16391539.31,13866665.05,10422361.18,11599686.55,0,
应付手续费及佣金,0,0,0,0,0,0,0,0,
应付职工薪酬,28038305.71,19176354.07,20856340.27,15584841.75,17622974.34,15422225.94,13451033.07,0,
应交税费,11378396.86,10117102.83,5587687.37,3298662.42,4334700.94,4086153.88,5415618.81,0,
其他应付款(合计),331976.81,471351.65,359828.00,539858.59,674409.40,478937.28,55551851.28,0,
应付利息,0,0,0,0,0,0,0,0,
应付股利,0,0,0,0,0,0,0,0,
其他应付款,0,0,359828.00,0,0,0,0,0,
预提费用,0,0,0,0,0,0,0,0,
一年内的递延收益,0,0,0,0,0,0,0,0,
应付短期债券,0,0,0,0,0,0,0,0,
一年内到期的非流动负债,0,0,0,0,0,0,0,0,
其他流动负债,0,0,0,0,0,0,0,0,
流动负债合计,136374687.21,135022701.48,127967100.18,92928504.43,121233657.59,74435041.16,162120554.26,0,
长期借款,0,0,0,0,0,0,0,0,
应付债券,0,0,0,0,0,0,0,0,
租赁负债,0,0,0,0,0,0,0,0,
长期应付职工薪酬,0,0,0,0,0,0,0,0,
长期应付款(合计),0,0,0,0,0,0,0,0,
长期应付款,0,0,0,0,0,0,0,0,
专项应付款,0,0,0,0,0,0,0,0,
预计非流动负债,0,0,0,0,0,0,0,0,
递延所得税负债,1604752.10,1617887.15,1641987.13,1666087.12,1690187.10,1737767.04,1784989.51,0,
长期递延收益,1995510.01,2050715.00,1183833.33,766666.67,0,0,0,0,
其他非流动负债,0,0,0,0,0,0,0,0,
非流动负债合计,3600262.11,3668602.15,2825820.46,2432753.79,1690187.10,1737767.04,1784989.51,0,
负债合计,139974949.32,138691303.63,130792920.64,95361258.22,122923844.69,76172808.20,163905543.77,0,
实收资本(或股本),80000000.00,60000000.00,60000000.00,60000000.00,60000000.00,60000000.00,20000000.00,0,
资本公积,723734968.56,165594874.22,165594874.22,164848032.33,164848032.33,162931007.33,71931892.98,0,
减：库存股,0,0,0,0,0,0,0,0,
其他综合收益,529884.59,1372127.06,1181643.07,842765.73,948124.23,-364365.86,1568441.04,0,
专项储备,0,0,0,0,0,0,0,0,
盈余公积,23455464.32,23455464.32,23455464.32,11976683.25,11976683.25,3306738.44,10000000.00,0,
一般风险准备,0,0,0,0,0,0,0,0,
未分配利润,313987019.30,244554942.18,155016165.89,101917291.25,103652157.21,26648751.59,84571946.00,0,
归属于母公司股东权益合计,1141707336.77,494977407.78,405248147.50,339584772.56,341424997.02,252522131.50,188072280.02,0,
少数股东权益,0,0,0,0,0,0,0,0,
所有者权益(或股东权益)合计,1141707336.77,494977407.78,405248147.50,339584772.56,341424997.02,252522131.50,188072280.02,0,
负债和所有者权益(或股东权益)总计,1281682286.09,633668711.41,536041068.14,434946030.78,464348841.71,328694939.70,351977823.79,0,
