,20141231,20141231,20151231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,165775926.30,165775926.30,201599517.46,201599517.46,196667109.34,228510306.84,258544669.01,259963120.83
收到的税费返还,447801.43,447801.43,123329.42,123329.42,267098.15,251030.99,1768702.74,1315081.08
收到的其他与经营活动有关的现金,7875238.97,7875238.97,1057882.41,2145882.41,3810290.25,7862989.12,6980249.04,8196998.32
经营活动现金流入小计,174098966.70,174098966.70,202780729.29,203868729.29,200744497.74,236624326.95,267293620.79,269475200.23
购买商品、接受劳务支付的现金,99906344.82,99906344.82,94827660.90,94827660.90,93542960.85,145600657.34,178478712.07,138864150.76
支付给职工以及为职工支付的现金,19109524.62,19109524.62,21964721.32,21964721.32,23700410.66,24815020.74,33483128.61,32812272.78
支付的各项税费,20144122.82,20144122.82,28768093.02,28768093.02,21056204.86,22781074.01,17694335.86,18214207.55
支付的其他与经营活动有关的现金,10342643.60,10342643.60,8240396.31,13898396.31,7748003.50,5406555.76,6892133.10,9814832.35
经营活动现金流出小计,149502635.86,149502635.86,153800871.55,159458871.55,146047579.87,198603307.85,236548309.64,199705463.44
经营活动产生的现金流量净额,24596330.84,24596330.84,48979857.74,44409857.74,54696917.87,38021019.10,30745311.15,69769736.79
收回投资所收到的现金,0,0,48000.00,48000.00,42000.00,0,342860000.00,190700000.00
取得投资收益所收到的现金,0,0,0,0,0,36000.00,4741976.52,2072399.08
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,0,0,0,32540.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0,10240532.00,1647168.00
投资活动现金流入小计,0.00,0.00,48000.00,48000.00,42000.00,36000.00,357842508.52,194452107.08
购建固定资产、无形资产和其他长期资产所支付的现金,16987567.10,16987567.10,28525566.58,22867566.58,43769685.91,25755475.28,92776988.59,75277539.72
投资所支付的现金,0,0,0,0,0,135000000.00,251860000.00,146700000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0,11887700.00,0
