,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,393824574.25,378117642.52,369433338.74,351058041.19,343797177.90,374331533.50
收到的税费返还,0,0,333130.32,0,0,90976.66
收到的其他与经营活动有关的现金,3321874.43,4444195.85,6299494.55,6324034.21,6726154.37,8784399.48
经营活动现金流入小计,397146448.68,382561838.37,376065963.61,357382075.40,350523332.27,383206909.64
购买商品、接受劳务支付的现金,164387879.96,136130688.10,137238161.33,121576209.76,121476041.93,125101392.14
支付给职工以及为职工支付的现金,85630741.45,86816191.53,87754501.15,92243231.00,106135601.80,109884153.68
支付的各项税费,40558763.82,41205097.74,37790246.13,30697218.29,34752647.61,29390302.88
支付的其他与经营活动有关的现金,31557554.97,29483705.18,31333325.25,36504461.29,41262853.75,41078225.45
经营活动现金流出小计,322134940.20,293635682.55,294116233.86,281021120.34,303627145.09,305454074.15
经营活动产生的现金流量净额,75011508.48,88926155.82,81949729.75,76360955.06,46896187.18,77752835.49
收回投资所收到的现金,0,0,0,309000000.00,702980000.00,653000000.00
取得投资收益所收到的现金,0,0,14664.25,7839660.19,8553225.49,8299735.60
处置固定资产、无形资产和其他长期资产所收回的现金净额,858500.83,12490.00,5072650.04,42113507.34,2327854.50,49172.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流入小计,858500.83,12490.00,5087314.29,358953167.53,713861079.99,661348907.60
购建固定资产、无形资产和其他长期资产所支付的现金,42748009.97,29409001.53,62962404.99,39053077.99,35899600.93,47971510.33
投资所支付的现金,0,0,248000000.00,279980000.00,696000000.00,634350000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流出小计,42748009.97,29409001.53,310962404.99,319033077.99,731899600.93,682321510.33
投资活动产生的现金流量净额,-41889509.14,-29396511.53,-305875090.70,39920089.54,-18038520.94,-20972602.73
吸收投资收到的现金,0,0,300993506.00,16430000.00,0,350000.00
其中：子公司吸收少数股东投资收到的现金,0,0,0,3750000.00,0,350000.00
取得借款收到的现金,40000000.00,19600000.00,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,40000000.00,19600000.00,300993506.00,16430000.00,0.00,350000.00
偿还债务支付的现金,40000000.00,40000000.00,19600000.00,0,0,0
分配股利、利润或偿付利息所支付的现金,3103554.39,2546581.35,3139185.03,52824400.00,44920936.71,57565519.91
其中：子公司支付给少数股东的股利、利润,1960000.00,1470000.00,2450000.00,2450000.00,0,0
支付其他与筹资活动有关的现金,0,0,11050000.00,0,12680000.00,0
筹资活动现金流出小计,43103554.39,42546581.35,33789185.03,52824400.00,57600936.71,57565519.91
筹资活动产生的现金流量净额,-3103554.39,-22946581.35,267204320.97,-36394400.00,-57600936.71,-57215519.91
四、汇率变动对现金及现金等价物的影响,-253238.67,960114.65,425899.17,-103841.02,237860.30,278571.14
五、现金及现金等价物净增加额,29765206.28,37543177.59,43704859.19,79782803.58,-28505410.17,-156716.01
加:期初现金及现金等价物余额,158093075.17,187858281.45,225401459.04,269106318.23,348889121.81,320383711.64
六、期末现金及现金等价物余额,187858281.45,225401459.04,269106318.23,348889121.81,320383711.64,320226995.63
净利润,70823865.60,69019343.50,70211863.26,48407229.29,63895809.10,62408487.87
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,257754.74,176967.25,783728.70,-389176.04,452399.24,79365.38
固定资产折旧、油气资产折耗、生产性物资折旧,13420240.77,13692445.41,14398778.19,15855006.72,15565754.33,17468882.67
无形资产摊销,1207177.56,1395866.49,2183686.00,1681064.03,1457936.74,1667813.28
长期待摊费用摊销,0,0,0,138541.92,651863.72,1055810.17
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-126851.02,73051.05,-1098782.41,9393474.22,151912.69,131357.96
固定资产报废损失,0,13961.27,2286.44,0,0,0
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,1396570.84,120195.59,263285.86,103841.02,61243.53,278571.14
投资损失,0,0,-2896636.25,-6944808.53,-8458236.98,-7433594.41
递延所得税资产减少,179192.98,226086.67,193665.22,357408.28,239698.91,219312.18
递延所得税负债增加,0,0,0,0,0,0
存货的减少,-6722148.64,16733826.27,322423.69,-16413676.18,-10482900.01,8530952.98
经营性应收项目的减少,624514.83,-10629945.92,-10422875.57,11537045.86,-22843913.60,-6711927.83
经营性应付项目的增加,-6048809.18,-1895641.76,8008306.62,10864159.47,7975464.51,57804.10
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,1770845.00,-1770845.00,0
经营活动产生现金流量净额,75011508.48,88926155.82,81949729.75,76360955.06,46896187.18,77752835.49
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,187858281.45,225401459.04,269106318.23,348889121.81,320383711.64,320226995.63
现金的期初余额,158093075.17,187858281.45,225401459.04,269106318.23,348889121.81,320383711.64
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,29765206.28,37543177.59,43704859.19,79782803.58,-28505410.17,-156716.01
