,20141231,20141231,20151231,20151231,20161231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,367654643.26,367654643.26,325257163.60,0,445260203.70,0,537729987.20,823428744.88,855210667.00
收到的税费返还,0,0,0,0,0,0,0,0,353629.15
收到的其他与经营活动有关的现金,20442891.11,20442891.11,9930823.69,0,15534670.36,0,12894174.24,3973870.72,56529854.52
经营活动现金流入小计,388097534.37,388097534.37,335187987.29,0,460794874.06,0,550624161.44,827402615.60,912094150.67
购买商品、接受劳务支付的现金,212198318.53,212198318.53,193772181.04,0,273705592.55,0,380132899.33,523298402.85,690845431.93
支付给职工以及为职工支付的现金,34690882.91,34690882.91,38325343.64,0,41887383.61,0,53494623.42,66393672.93,71503597.52
支付的各项税费,65122767.02,65122767.02,69938931.09,0,64141773.87,0,96876156.36,84937884.36,55815161.53
支付的其他与经营活动有关的现金,44857265.09,44857265.09,27939740.91,0,27380539.61,0,38672474.81,44686991.43,55132262.64
经营活动现金流出小计,356869233.55,356869233.55,329976196.68,0,407115289.64,0,569176153.92,719316951.57,873296453.62
经营活动产生的现金流量净额,31228300.82,31228300.82,5211790.61,0,53679584.42,0,-18551992.48,108085664.03,38797697.05
收回投资所收到的现金,0,0,0,0,45401205.00,0,0,1110000000.00,526850000.00
取得投资收益所收到的现金,0,0,0,0,0,0,0,15451632.20,5120115.06
处置固定资产、无形资产和其他长期资产所收回的现金净额,201840.00,201840.00,0,0,1116055.00,0,30180.00,888999.00,811659.20
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0
投资活动现金流入小计,201840.00,201840.00,0.00,0,46517260.00,0,30180.00,1126340631.20,532781774.26
购建固定资产、无形资产和其他长期资产所支付的现金,19488624.64,19488624.64,7180146.80,0,14894421.79,0,12111198.54,39466275.10,125284534.05
投资所支付的现金,0,0,3949.10,0,0,0,270000000.00,1050000000.00,412000000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0
投资活动现金流出小计,19488624.64,19488624.64,7184095.90,0,14894421.79,0,282111198.54,1089466275.10,537284534.05
投资活动产生的现金流量净额,-19286784.64,-19286784.64,-7184095.90,0,31622838.21,0,-282081018.54,36874356.10,-4502759.79
