,20200930,20200630,20191231,20190930,20190630,20181231,20180630,20171231,20161231,20151231,19700101,
销售商品、提供劳务收到的现金,0,266182971.82,691610981.81,0,262487332.21,563045537.88,238023976.37,434148392.92,254054137.41,202411779.56,0,
收到的税费返还,0,2396810.01,20382747.33,0,13567476.83,15661457.66,11457345.99,7504604.24,2876867.30,68514.09,0,
收到的其他与经营活动有关的现金,0,70732129.15,211925540.00,0,122773022.49,133726074.90,48492210.18,76437308.49,46056807.19,30553039.91,0,
经营活动现金流入小计,0,339311910.98,923919269.14,0,398827831.53,712433070.44,297973532.54,518090305.65,302987811.90,233033333.56,0,
购买商品、接受劳务支付的现金,0,181101183.63,530879326.30,0,250838830.21,455730071.45,132819002.86,245629947.55,207479754.29,218791150.10,0,
支付给职工以及为职工支付的现金,0,22534272.56,46252355.07,0,23715852.55,42437054.07,20534341.28,29147741.67,18078485.12,12887939.63,0,
支付的各项税费,0,17487162.76,27558546.15,0,9334232.79,18309653.68,6894270.51,36144516.05,29444827.28,18051468.29,0,
支付的其他与经营活动有关的现金,0,65665233.04,179620853.93,0,89060747.17,146981678.05,91249666.84,108056854.03,70317180.67,23938223.09,0,
经营活动现金流出小计,0,286787851.99,784311081.45,0,372949662.72,663458457.25,251497281.49,418979059.30,325320247.36,273668781.11,0,
经营活动产生的现金流量净额,32188400.00,52524058.99,139608187.69,32903600.00,25878168.81,48974613.19,46476251.05,99111246.35,-22332435.46,-40635447.55,0,
收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,
取得投资收益所收到的现金,0,0,0,0,0,391931.51,439023.78,187643.82,359125.97,109515.07,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,374547.61,0,0,127350.43,187274.20,186284.37,23595.55,60000.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,1000000.00,0,1000000.00,0,0,0,
投资活动现金流入小计,0,0.00,374547.61,0,0.00,1519281.94,626297.98,1373928.19,382721.52,169515.07,0,
购建固定资产、无形资产和其他长期资产所支付的现金,0,27112290.21,85102852.41,0,72868276.92,33093883.27,16486899.77,38285173.95,21126658.30,3390680.88,0,
投资所支付的现金,0,0,0,0,0,0,0,0,0,0,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,2000000.00,0,0,
投资活动现金流出小计,0,27112290.21,85102852.41,0,72868276.92,33093883.27,16486899.77,38285173.95,23126658.30,3390680.88,0,
投资活动产生的现金流量净额,0,-27112290.21,-84728304.80,0,-72868276.92,-31574601.33,-15860601.79,-36911245.76,-22743936.78,-3221165.81,0,
吸收投资收到的现金,0,0,0,0,0,0,0,0,0,60000000.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,0,0,14200000.00,0,9200000.00,17577026.36,0,50500000.00,5000000.00,26409784.08,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,25907334.14,19872601.15,1000000.00,15070334.39,69904457.31,0,0,
筹资活动现金流入小计,0,0.00,14200000.00,0,35107334.14,37449627.51,1000000.00,65570334.39,74904457.31,86409784.08,0,
偿还债务支付的现金,0,5155509.36,58749326.46,0,36363883.43,51857632.39,48648914.67,76804075.22,15000000.00,45211509.08,0,
分配股利、利润或偿付利息所支付的现金,0,649140.65,2650856.81,0,1403098.49,3752659.65,1293198.47,3728928.79,1287594.10,1644578.82,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,
