,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,360191230.90,227013532.28,105022854.04,370557489.23,278613095.05,182422267.45,0,271796662.90,195684853.57,137077149.02,0,189643801.52,153213330.39,0,
收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与经营活动有关的现金,14098715.15,10344404.15,9132261.99,21513301.40,15639237.21,11155824.69,0,11161758.91,9758844.68,7691494.22,0,9214888.39,3191834.46,0,
经营活动现金流入小计,374289946.05,237357936.43,114155116.03,392070790.63,294252332.26,193578092.14,0,282958421.81,205443698.25,144768643.24,0,198858689.91,156405164.85,0,
购买商品、接受劳务支付的现金,69575864.82,44633236.97,14995087.98,79205694.77,56363177.64,36576529.17,0,43679119.43,35648097.28,20696499.04,0,35068773.26,51144730.10,0,
支付给职工以及为职工支付的现金,70247160.41,49573875.93,21832607.98,70252957.26,57074182.64,35868012.29,0,47424674.48,35875796.95,24416536.14,0,32992092.36,28262542.68,0,
支付的各项税费,57132921.75,33799080.06,13769928.84,52622290.98,38001224.16,29406633.90,0,46071605.19,35207598.89,24593903.85,0,32121750.08,22514175.90,0,
支付的其他与经营活动有关的现金,35715440.43,14904202.67,7021243.73,46786990.62,31908102.29,19797571.47,0,38931181.07,18554245.08,13434057.84,0,29320789.84,24348807.10,0,
经营活动现金流出小计,232671387.41,142910395.63,57618868.53,248867933.63,183346686.73,121648746.83,0,176106580.17,125285738.20,83140996.87,0,129503405.54,126270255.78,0,
经营活动产生的现金流量净额,141618558.64,94447540.80,56536247.50,143202857.00,110905645.53,71929345.31,46235500.00,106851841.64,80157960.05,61627646.37,34704600.00,69355284.37,30134909.07,0,
收回投资所收到的现金,1822000000.00,1632000000.00,460000000.00,165000000.00,0,0,0,0,0,0,0,768465.67,0,0,
取得投资收益所收到的现金,14804619.48,11916144.98,4983178.09,10147559.89,372821.92,0,0,109574.50,0,0,0,116018.28,61802.41,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,22951.34,0,0,0,0,0,0,0,1064.20,48236.10,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,90000000.00,0,0,0,0,0,0,0,0,0,
投资活动现金流入小计,1836804619.48,1643916144.98,464983178.09,175170511.23,90372821.92,0.00,0,109574.50,0.00,0.00,0,885548.15,110038.51,0,
购建固定资产、无形资产和其他长期资产所支付的现金,17208034.28,11262007.92,2888754.93,21235702.85,12609866.48,8341516.69,0,24903745.92,16652993.39,11558045.56,0,28225978.72,31807640.22,0,
投资所支付的现金,1822000000.00,1632000000.00,460000000.00,165000000.00,0,0,0,0,0,0,0,500000.00,268465.67,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,90000000.00,0,0,0,0,0,0,0,0,0,
投资活动现金流出小计,1839208034.28,1643262007.92,462888754.93,186235702.85,102609866.48,8341516.69,0,24903745.92,16652993.39,11558045.56,0,28725978.72,32076105.89,0,
投资活动产生的现金流量净额,-2403414.80,654137.06,2094423.16,-11065191.62,-12237044.56,-8341516.69,-3597900.00,-24794171.42,-16652993.39,-11558045.56,-6289000.00,-27840430.57,-31966067.38,0,
吸收投资收到的现金,0,0,0,744800377.36,744800377.36,0,0,0,0,0,0,0,35550000.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,10470596.20,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
筹资活动现金流入小计,0.00,0.00,0.00,744800377.36,744800377.36,0.00,0,0.00,0.00,0.00,0,0.00,46020596.20,0,
偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,21954288.29,0,
分配股利、利润或偿付利息所支付的现金,46785795.55,46785795.55,0,22500000.00,22500000.00,22500000.00,0,64000000.00,64000000.00,37089120.00,0,37400000.00,7360301.74,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,0,0,0,15141509.43,11111708.27,0,0,0,0,0,0,0,0,0,
筹资活动现金流出小计,46785795.55,46785795.55,0.00,37641509.43,33611708.27,22500000.00,0,64000000.00,64000000.00,37089120.00,0,37400000.00,29314590.03,0,
筹资活动产生的现金流量净额,-46785795.55,-46785795.55,0.00,707158867.93,711188669.09,-22500000.00,0,-64000000.00,-64000000.00,-37089120.00,-6277100.00,-37400000.00,16706006.17,0,
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
五、现金及现金等价物净增加额,92429348.29,48315882.31,58630670.66,839296533.31,809857270.06,41087828.62,42637600.00,18057670.22,-495033.34,12980480.81,22138600.00,4114853.80,14874847.86,0,
加:期初现金及现金等价物余额,889205503.79,888760142.22,888760142.22,49463608.91,49463608.91,49463608.91,0,31405938.69,31405938.69,31405938.69,0,27291084.89,12416237.03,0,
六、期末现金及现金等价物余额,981634852.08,937076024.53,947390812.88,888760142.22,859320878.97,90551437.53,0,49463608.91,30910905.35,44386419.50,0,31405938.69,27291084.89,0,
净利润,0,120538295.01,0,141755858.84,0,0,0,90647903.28,0,0,0,63386159.03,41113790.92,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,431246.16,0,3555438.95,0,0,0,69018.22,0,0,0,233542.00,-55983.90,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,2228619.03,0,4638996.33,0,0,0,3844081.64,0,0,0,3002368.20,2820897.96,0,
无形资产摊销,0,3637944.88,0,5178976.99,0,0,0,2936652.04,0,0,0,1206557.37,14459.10,0,
长期待摊费用摊销,0,483258.43,0,947846.86,0,0,0,943422.38,0,0,0,946490.69,899456.05,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,0,215256.52,0,0,0,88696.36,0,0,0,7744.97,2040.41,0,
固定资产报废损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,1230613.49,0,0,0,1083098.14,516814.97,0,
财务费用,0,-6673057.68,0,-9334737.97,0,0,0,-117094.08,0,0,0,-123408.53,442376.85,0,
投资损失,0,-5243087.30,0,-812821.92,0,0,0,0,0,0,0,0,0,0,
递延所得税资产减少,0,-825632.85,0,-2269443.19,0,0,0,-698983.28,0,0,0,-313877.60,-466691.04,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
存货的减少,0,-11407402.68,0,-25558151.02,0,0,0,-8727965.56,0,0,0,-3142499.94,-7748631.34,0,
经营性应收项目的减少,0,-16602948.02,0,-13426677.36,0,0,0,-1917875.37,0,0,0,-6916991.32,5719592.13,0,
经营性应付项目的增加,0,7052206.22,0,34262544.46,0,0,0,16158293.89,0,0,0,7388828.48,-14859798.31,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,89189.07,0,4049769.51,0,0,0,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,94447540.80,0,143202857.00,0,0,0,106851841.64,0,0,0,69355284.37,30134909.07,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,937076024.53,0,888760142.22,0,0,0,49463608.91,0,0,0,31405938.69,27291084.89,0,
现金的期初余额,0,888760142.22,0,49463608.91,0,0,0,31405938.69,0,0,0,27291084.89,12416237.03,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,48315882.31,0,839296533.31,0,0,0,18057670.22,0,0,0,4114853.80,14874847.86,0,
