,20200930,20200630,20200331,20191231,20190630,20181231,20171231,20161231,19700101,
货币资金,633596043.84,394087428.28,142875180.10,98513309.46,53736929.99,58704056.49,59486664.07,44655629.45,0,
交易性金融资产,0,0,0,0,0,0,0,0,0,
衍生金融资产,0,0,0,0,0,0,0,0,0,
应收票据及应收账款,672642351.43,408322132.54,389063058.04,380722755.18,383525450.69,319583161.89,282550975.76,273576512.08,0,
应收票据,194923968.98,121892071.12,117275329.31,66233761.55,2248600.00,41374469.97,61159756.30,52276098.00,0,
应收账款,477718382.45,286430061.42,271787728.73,314488993.63,381276850.69,278208691.92,221391219.46,221300414.08,0,
应收款项融资,0,0,0,0,0,0,0,0,0,
预付款项,9889021.48,69890682.11,46323008.84,38297564.94,4717161.73,17826600.25,10157353.45,13226754.40,0,
其他应收款(合计),6128893.20,6288164.92,4741355.89,3977840.57,6815131.96,4221063.31,3899479.12,7315965.46,0,
应收利息,0,0,0,0,0,0,0,0,0,
应收股利,0,0,0,0,0,0,0,0,0,
其他应收款,0,6288164.92,4741355.89,3977840.57,0,0,0,0,0,
买入返售金融资产,0,0,0,0,0,0,0,0,0,
存货,372184184.86,282153743.29,207371559.14,125934976.63,149090063.43,134255428.89,134102167.54,131527186.75,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,20169048.94,24532357.47,22325207.61,25466719.74,21206215.31,18762595.38,11539649.84,4192128.94,0,
待摊费用,0,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,0,
其他流动资产,0,12960179.89,12979284.27,6458761.99,5488764.16,2926011.25,2589194.65,4823233.73,0,
流动资产合计,1714609543.75,1198234688.50,825678653.89,679371928.51,624579717.27,556278917.46,504325484.43,479317410.81,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,0,0,0,0,0,
持有至到期投资,0,0,0,0,0,0,0,0,0,
长期应收款,0,0,0,49161865.23,56550926.68,58106124.47,66651080.75,64736506.52,0,
长期股权投资,0,0,0,0,0,0,0,0,0,
投资性房地产,356183.86,364095.25,372006.64,379918.03,395740.81,411563.59,443209.15,474854.71,0,
在建工程(合计),48569643.63,27950951.12,9636816.74,6128751.43,15563675.32,1841278.50,2611558.14,0,0,
在建工程,0,27950951.12,9636816.74,6128751.43,0,0,0,0,0,
工程物资,0,0,0,0,0,0,0,0,0,
固定资产及清理(合计),391392403.27,289909032.22,251813266.63,210919978.15,145191048.83,158101426.42,173299841.32,201473577.16,0,
固定资产净额,0,289909032.22,251813266.63,210919978.15,0,0,0,0,0,
固定资产清理,0,0,0,0,0,0,0,0,0,
生产性生物资产,0,0,0,0,0,0,0,0,0,
公益性生物资产,0,0,0,0,0,0,0,0,0,
油气资产,0,0,0,0,0,0,0,0,0,
使用权资产,0,0,0,0,0,0,0,0,0,
无形资产,60519225.88,60862162.00,24439916.27,24583630.64,11578643.59,11733369.37,12042820.93,12352272.49,0,
开发支出,0,0,0,0,0,0,0,0,0,
商誉,0,0,0,0,0,0,0,0,0,
长期待摊费用,0,0,0,0,0,0,0,0,0,
递延所得税资产,11228117.01,9403509.37,9084892.77,9296986.03,9624132.90,8379194.00,9090122.16,8403408.59,0,
其他非流动资产,229786209.04,188488568.54,171989965.66,31947532.53,22540971.58,14591972.12,1770255.17,4050165.67,0,
非流动资产合计,741851782.69,576978318.50,467336864.71,332418662.04,261445139.71,253164928.47,265908887.62,291490785.14,0,
资产总计,2456461326.44,1775213007.00,1293015518.60,1011790590.55,886024856.98,809443845.93,770234372.05,770808195.95,0,
短期借款,71084525.00,120888707.17,120402665.92,154675608.98,160233284.04,121248770.40,122000000.00,147100000.00,0,
交易性金融负债,0,0,0,0,0,0,0,0,0,
应付票据及应付账款,891090742.62,552403207.24,289017744.34,124342102.42,91544129.87,98343676.19,103315999.82,97174853.58,0,
应付票据,664369062.77,487587525.76,254545472.23,78290402.40,48078705.68,54973553.08,34106000.00,15181255.60,0,
应付账款,226721679.85,64815681.48,34472272.11,46051700.02,43465424.19,43370123.11,69209999.82,81993597.98,0,
预收款项,0,0,136746030.72,20044772.07,11277253.64,5452772.32,9295201.14,8284472.31,0,
应付手续费及佣金,0,0,0,0,0,0,0,0,0,
应付职工薪酬,17759124.50,12837425.29,9458746.97,8287735.90,7841413.83,7638773.53,6719140.41,5061191.42,0,
应交税费,38277637.55,11984758.48,4148379.06,10635332.47,8921578.49,5035299.17,3119313.12,1211889.15,0,
其他应付款(合计),1600612.31,7845203.96,761626.80,1583121.03,1391385.10,1478425.84,1544852.01,1837608.29,0,
应付利息,0,0,0,235873.88,0,0,0,0,0,
应付股利,0,0,0,0,0,0,0,0,0,
其他应付款,0,7845203.96,761626.80,1347247.15,0,0,0,0,0,
预提费用,0,0,0,0,0,0,0,0,0,
一年内的递延收益,0,0,0,0,0,0,0,0,0,
应付短期债券,0,0,0,0,0,0,0,0,0,
一年内到期的非流动负债,27280924.35,37806856.55,30710400.14,25741412.44,22107448.71,19512447.37,24903924.33,35729086.87,0,
其他流动负债,3669706.63,28938246.49,0,0,0,0,0,0,0,
流动负债合计,1078991785.52,995306301.20,591245593.95,345310085.31,303316493.68,258710164.82,270898430.83,296399101.62,0,
长期借款,375000.00,750000.00,1125000.00,1500000.00,5166666.68,0,0,0,0,
应付债券,0,0,0,0,0,0,0,0,0,
租赁负债,0,0,0,0,0,0,0,0,0,
长期应付职工薪酬,0,0,0,0,0,0,0,0,0,
长期应付款(合计),19980753.61,24784021.47,22206279.72,19979522.66,325089.96,2213719.81,11006585.53,27047973.27,0,
长期应付款,0,24784021.47,0,0,0,0,0,0,0,
专项应付款,0,0,0,0,0,0,0,0,0,
预计非流动负债,5170767.14,3107940.47,1988730.23,1685687.01,1212197.96,851222.99,899596.18,1045626.86,0,
递延所得税负债,2004850.65,2015846.18,0,0,0,0,0,0,0,
长期递延收益,2409166.65,2571794.14,2831176.71,3090559.32,4933541.85,7438633.23,5165620.04,7735078.93,0,
其他非流动负债,0,0,0,0,0,0,0,0,0,
非流动负债合计,29940538.05,33229602.26,28151186.66,26255768.99,11637496.45,10503576.03,17071801.75,35828679.06,0,
负债合计,1108932323.57,1028535903.46,619396780.61,371565854.30,314953990.13,269213740.85,287970232.58,332227780.68,0,
实收资本(或股本),106000000.00,79500000.00,79500000.00,79500000.00,79500000.00,79500000.00,79500000.00,79500000.00,0,
资本公积,630154652.12,214304640.80,214304640.80,214304640.80,214304640.80,214304640.80,214304640.80,214304640.80,0,
减：库存股,0,0,0,0,0,0,0,0,0,
其他综合收益,0,0,0,0,0,0,0,0,0,
专项储备,14784165.83,14789756.18,14863505.32,14760431.68,14450278.14,14596276.07,13606094.07,10779959.43,0,
盈余公积,24465903.08,24465903.08,24465903.08,23855184.47,17375220.82,17375220.82,14336462.86,11729996.68,0,
一般风险准备,0,0,0,0,0,0,0,0,0,
未分配利润,572124281.84,413616803.48,340484688.79,307804479.30,245440727.09,214453967.39,160516941.74,122265818.36,0,
归属于母公司股东权益合计,1347529002.87,746677103.54,673618737.99,640224736.25,571070866.85,540230105.08,482264139.47,438580415.27,0,
少数股东权益,0,0,0,0,0,0,0,0,0,
所有者权益(或股东权益)合计,1347529002.87,746677103.54,673618737.99,640224736.25,571070866.85,540230105.08,482264139.47,438580415.27,0,
