,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,799575305.40,628374428.72,173238733.99,416173705.13,264757101.48,140183172.79,56788915.86,303077374.54,221050425.11,171688963.53,0,
收到的税费返还,2257342.31,232024.02,0,1805175.84,1805175.84,130212.07,130212.07,262609.64,3357461.83,3241459.98,0,
收到的其他与经营活动有关的现金,7604759.90,974881.05,271284.94,7107277.56,2026915.35,1891982.43,1814577.86,1251998.36,37789885.82,15276647.80,0,
经营活动现金流入小计,809437407.61,629581333.79,173510018.93,425086158.53,268589192.67,142205367.29,58733705.79,304591982.54,262197772.76,190207071.31,0,
购买商品、接受劳务支付的现金,318121511.80,148839202.28,49826822.19,297371262.97,196926512.53,125660350.43,71850624.49,203601848.40,124846599.96,115021056.04,0,
支付给职工以及为职工支付的现金,51004120.70,25311102.84,9275302.50,38500911.70,24861674.80,17915541.57,7740315.64,33471040.63,26149463.29,30663122.43,0,
支付的各项税费,33193456.85,18986561.58,12440479.33,36399721.41,21495494.96,13412467.43,6376244.25,35318699.95,33477180.47,30790381.65,0,
支付的其他与经营活动有关的现金,13060925.89,6214770.25,3126360.04,10872729.25,6805649.25,4670249.81,2236519.57,8675717.23,45006870.62,18710301.62,0,
经营活动现金流出小计,415380015.24,199351636.95,74668964.06,383144625.33,250089331.54,161658609.24,88203703.95,281067306.21,229480114.34,195184861.74,0,
经营活动产生的现金流量净额,394057392.37,430229696.84,98841054.87,41941533.20,18499861.13,-19453241.95,-29469998.16,23524676.33,32717658.42,-4977790.43,0,
收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,
取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,0,0,0,0,0,0,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,1078711.29,1057486.40,0,
投资活动现金流入小计,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078711.29,1057486.40,0,
购建固定资产、无形资产和其他长期资产所支付的现金,210810684.14,104062892.97,43330337.57,77268491.58,61334826.78,28025594.35,5966993.10,12099737.33,1689305.31,1694850.27,0,
投资所支付的现金,0,0,19800000.00,0,0,0,0,0,0,0,0,
取得子公司及其他营业单位支付的现金净额,38763143.95,32583143.95,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,1078711.29,0,
投资活动现金流出小计,249573828.09,136646036.92,63130337.57,77268491.58,61334826.78,28025594.35,5966993.10,12099737.33,1689305.31,2773561.56,0,
投资活动产生的现金流量净额,-249573828.09,-136646036.92,-63130337.57,-77268491.58,-61334826.78,-28025594.35,-5966993.10,-12099737.33,-610594.02,-1716075.16,0,
吸收投资收到的现金,465690000.00,0,0,0,0,0,0,0,0,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,21567423.85,21750000.00,21750000.00,181576560.46,138477604.49,98381572.05,30166500.00,129846060.54,141000000.00,109940000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,38042023.33,38042023.33,11956623.33,53739759.46,21000000.00,0,8333595.07,55653854.65,117068337.49,177735434.02,0,
筹资活动现金流入小计,525299447.18,59792023.33,33706623.33,235316319.92,159477604.49,98381572.05,38500095.07,185499915.19,258068337.49,287675434.02,0,
偿还债务支付的现金,77625000.04,37083333.36,18541666.68,96499999.96,56723222.24,18556555.56,0,108000000.00,136140000.00,99800000.00,0,
分配股利、利润或偿付利息所支付的现金,4968904.48,3969060.97,2148222.53,6903480.16,6057505.15,3847046.05,1480727.51,5805982.30,3835074.98,5963935.48,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,502385900.38,337954873.18,87595851.13,77235425.49,53945547.46,31557219.35,6734040.47,73063678.72,141848186.77,189790712.47,0,
筹资活动现金流出小计,584979804.90,379007267.51,108285740.34,180638905.61,116726274.85,53960820.96,8214767.98,186869661.02,281823261.75,295554647.95,0,
筹资活动产生的现金流量净额,-59680357.72,-319215244.18,-74579117.01,54677414.31,42751329.64,44420751.09,30285327.09,-1369745.83,-23754924.26,-7879213.93,0,
四、汇率变动对现金及现金等价物的影响,-4722.06,-4722.06,-1773.23,15133.45,20028.72,10802.90,4107.02,-21717.21,-5161.43,-30687.13,0,
五、现金及现金等价物净增加额,84798484.50,-25636306.32,-38870172.94,19365589.38,-63607.29,-3047282.31,-5147557.15,10033475.96,8346978.71,-14603766.65,0,
加:期初现金及现金等价物余额,41043092.79,41043092.79,41043092.79,21677503.41,21677503.41,21677503.41,21677503.41,11644027.45,3297048.74,17900815.39,0,
六、期末现金及现金等价物余额,125841577.29,15406786.47,2172919.85,41043092.79,21613896.12,18630221.10,16529946.26,21677503.41,11644027.45,3297048.74,0,
净利润,0,100315856.66,27183741.97,99830475.56,0,30986800.00,9401545.10,56975800.00,40857600.00,42745900.00,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,-168110.87,0,4002126.88,0,5490000.00,0,222300.00,985000.00,1458700.00,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,16048749.58,7330719.85,29626104.16,0,16007600.00,8261599.55,32450500.00,31740600.00,30988500.00,0,
无形资产摊销,0,311863.24,143714.37,420037.36,0,154700.00,41920.62,309500.00,309500.00,309500.00,0,
长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,998819.36,0,829233.42,0,1900.00,777.65,13700.00,0,85400.00,0,
固定资产报废损失,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,6153297.59,2948511.23,11822207.12,0,5736400.00,2268803.05,9660600.00,10489900.00,12174200.00,0,
投资损失,0,0,0,0,0,0,0,0,0,0,0,
递延所得税资产减少,0,-106523.34,212093.26,-917792.03,0,-1244900.00,-440585.25,710900.00,-686700.00,438900.00,0,
递延所得税负债增加,0,2015846.18,0,0,0,0,0,0,0,0,0,
存货的减少,0,-156218766.66,-81436582.51,8320452.26,0,-14834600.00,-28890629.62,-153300.00,-2575000.00,8148500.00,0,
经营性应收项目的减少,0,-98040016.12,-20768650.62,-147967309.45,0,-70080600.00,-15308547.45,-66875500.00,-60962100.00,-102738400.00,0,
经营性应付项目的增加,0,558918681.22,164841765.49,35975997.92,0,8329700.00,-5543413.21,-9789900.00,12559000.00,1411000.00,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,430229696.84,98841054.87,41941533.20,0,-19453200.00,-29469998.16,23524700.00,32717700.00,-4977800.00,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,12674440.00,0,0,0,0,0,0,0,
现金的期末余额,0,15406786.47,2172919.85,41043092.79,0,0,16529946.26,0,0,0,0,
现金的期初余额,0,41043092.79,41043092.79,21677503.41,0,0,21677503.41,0,0,0,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,-25636306.32,-38870172.94,19365589.38,0,0,-5147557.15,0,0,0,0,
