,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,10005379025.82,9501358187.19,10934412409.47,13812085887.49,15427914937.86,15456865228.96
收到的税费返还,783575.47,1041025.15,1360487.40,1869266.52,593730.12,1073488.39
收到的其他与经营活动有关的现金,209721109.43,191712217.07,299701642.59,310817590.42,449590669.98,259875142.15
经营活动现金流入小计,10215883710.72,9694111429.41,11235474539.46,14124772744.43,15878099337.96,15717813859.50
购买商品、接受劳务支付的现金,9015285884.00,8198145680.56,9742166664.79,12311679809.61,13864123118.65,13568137233.04
支付给职工以及为职工支付的现金,484275086.00,454176997.87,546708977.96,604964883.56,690387646.52,734970655.19
支付的各项税费,104816007.20,77418997.63,95851195.51,117603800.02,166057967.96,245381898.43
支付的其他与经营活动有关的现金,395676702.75,479502742.60,494912690.47,672877769.57,594746716.02,627254076.50
经营活动现金流出小计,10000053679.95,9209244418.66,10879639528.73,13707126262.76,15315315449.15,15175743863.16
经营活动产生的现金流量净额,215830030.77,484867010.75,355835010.73,417646481.67,562783888.81,542069996.34
收回投资所收到的现金,9462586.80,6258330.00,44100000.00,8320675.06,73953927.06,28430268.92
取得投资收益所收到的现金,4048667.28,655063.10,4314043.60,18104703.26,14450655.87,11631739.31
处置固定资产、无形资产和其他长期资产所收回的现金净额,7942624.40,12497443.94,4990078.70,22243021.87,31882936.04,79393627.90
处置子公司及其他营业单位收到的现金净额,0,0,0,1702831.40,11086658.37,18287417.27
收到的其他与投资活动有关的现金,2907392.50,6184000.00,12129570.47,10517603.83,0,10696100.00
投资活动现金流入小计,24361270.98,25594837.04,65533692.77,60888835.42,131374177.34,148439153.40
购建固定资产、无形资产和其他长期资产所支付的现金,187634990.64,161943753.59,236202511.32,349095473.59,679525671.54,831268429.26
投资所支付的现金,27503873.90,49100000.00,1229774.95,136700000.00,71500000.00,59818583.56
取得子公司及其他营业单位支付的现金净额,414479965.29,5727512.50,142963156.09,90969774.72,5749989.99,0
支付的其他与投资活动有关的现金,5503375.00,3222689.50,66923841.55,17088144.11,0,0
投资活动现金流出小计,635122204.83,219993955.59,447319283.91,593853392.42,756775661.53,891087012.82
投资活动产生的现金流量净额,-610760933.85,-194399118.55,-381785591.14,-532964557.00,-625401484.19,-742647859.42
吸收投资收到的现金,249285.00,578427926.90,4873872.66,258074862.36,9207082.46,0
其中：子公司吸收少数股东投资收到的现金,249285.00,4900000.00,873872.66,1114862.36,7407082.46,0
取得借款收到的现金,1529710953.93,962750000.00,762470000.00,860162585.98,1279267800.00,2289100000.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,335555073.19,106449154.65,4930000.00,5200525.70,4680000.00,268993117.00
筹资活动现金流入小计,1865515312.12,1647627081.55,772273872.66,1123437974.04,1293154882.46,2558093117.00
偿还债务支付的现金,1168500205.06,1160324000.00,884000000.00,798929185.98,879104400.00,1451516800.00
分配股利、利润或偿付利息所支付的现金,99999599.75,122163063.23,121158666.26,160810203.43,232933071.97,243038521.61
其中：子公司支付给少数股东的股利、利润,0,15480000.00,33000000.00,42131401.82,30263778.67,105325776.99
支付其他与筹资活动有关的现金,212521578.30,115520138.20,0,17244400.24,54601997.85,737533520.09
筹资活动现金流出小计,1481021383.11,1398007201.43,1005158666.26,976983789.65,1166639469.82,2432088841.70
筹资活动产生的现金流量净额,384493929.01,249619880.12,-232884793.60,146454184.39,126515412.64,126004275.30
四、汇率变动对现金及现金等价物的影响,74084.06,996379.72,891147.35,-463508.81,-55003.98,48761.21
五、现金及现金等价物净增加额,-10362890.01,541084152.04,-257944226.66,30672600.25,63842813.28,-74524826.57
加:期初现金及现金等价物余额,237040027.24,226677137.23,767761289.27,509817062.61,540489662.86,604332476.14
六、期末现金及现金等价物余额,226677137.23,767761289.27,509817062.61,540489662.86,604332476.14,529807649.57
净利润,136045814.05,151794829.61,255689196.97,385581635.49,195007713.91,288182272.00
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,7256151.75,14847688.89,7724321.74,32947018.16,101517910.76,78702705.79
固定资产折旧、油气资产折耗、生产性物资折旧,123574841.38,134227737.16,146778783.45,180235168.33,212371493.18,270612857.08
无形资产摊销,10075331.98,6834531.72,9435703.80,8989261.17,8592597.13,18608223.04
长期待摊费用摊销,8358345.37,7678234.93,8127102.32,10928777.48,13090666.43,19468061.79
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,6399788.78,7071634.89,3535889.86,-5473520.67,-2628748.15,9947133.86
固定资产报废损失,0,0,0,2204216.44,8049303.53,21136163.36
公允价值变动损失,-133880.00,127130.00,88750.00,-123000.00,374400.00,-177000.00
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,60508938.66,50558951.60,23145493.39,43137620.53,35013258.43,19618207.78
投资损失,-5034589.39,26962193.91,11246853.53,-16916464.48,-17449086.18,-12425708.66
递延所得税资产减少,-5743328.59,1539817.94,-7960146.92,-13280990.17,-2676268.59,675861.04
递延所得税负债增加,0,3624137.21,1748565.79,9172003.88,-1358834.29,2080029.15
存货的减少,-18528044.92,207292234.24,-390344494.82,-211726682.74,-46447585.70,-78834924.99
经营性应收项目的减少,-89907954.86,-28485448.27,-194306064.34,23210949.60,-138109792.07,-156369696.19
经营性应付项目的增加,-17041383.44,-99206663.08,480925055.96,-31239511.35,197436860.42,60845811.29
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
