,20141231,20141231,20151231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,96604898.11,96604898.11,147764043.43,147764043.43,179330735.87,224216434.40,380741841.37,577195590.91
收到的税费返还,0,0,2127741.47,2127741.47,9847894.82,10242374.01,9564689.07,8970218.82
收到的其他与经营活动有关的现金,3743746.96,3743746.96,2964964.95,2964964.95,69114809.44,33141202.72,28963031.57,43594865.50
经营活动现金流入小计,100348645.07,100348645.07,152856749.85,152856749.85,258293440.13,267600011.13,419269562.01,629760675.23
购买商品、接受劳务支付的现金,47371136.48,33078349.11,53018145.80,119389302.90,107349760.20,278397563.44,518101270.87,658644788.25
支付给职工以及为职工支付的现金,11311423.86,11311423.86,11484453.41,11484453.41,17351240.10,17656770.68,22646202.96,37106684.30
支付的各项税费,6551034.29,6551034.29,16073239.11,16073239.11,39469034.17,44486683.97,34728685.81,43146849.31
支付的其他与经营活动有关的现金,7866159.04,7866159.04,74810378.20,74810378.20,14668289.39,19512536.89,67791273.76,37131378.23
经营活动现金流出小计,73099753.67,58806966.30,155386216.52,221757373.62,178838323.86,360053554.98,643267433.40,776029700.09
经营活动产生的现金流量净额,27248891.40,41541678.77,-2529466.67,-68900623.77,79455116.27,-92453543.85,-223997871.39,-146269024.86
收回投资所收到的现金,0,0,0,0,0,284250000.00,173950000.00,191400000.00
取得投资收益所收到的现金,30000.00,30000.00,591297.00,591297.00,213194.98,1035571.20,1784076.25,586235.93
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,9577260.00,9577260.00,333561.68,0,0,15429536.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,10000000.00
收到的其他与投资活动有关的现金,3058282.13,3058282.13,10470932.37,10470932.37,361855.90,469521.54,1807552.25,1179420.30
投资活动现金流入小计,3088282.13,3088282.13,20639489.37,20639489.37,908612.56,285755092.74,177541628.50,218595192.23
购建固定资产、无形资产和其他长期资产所支付的现金,21158696.43,35451483.80,79455413.98,13084256.88,20400436.31,1115688.90,86422871.13,189164509.50
投资所支付的现金,1680000.00,1680000.00,47000000.00,47000000.00,3200000.00,389900000.00,51300000.00,253496801.74
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,181751082.23,112861963.09
支付的其他与投资活动有关的现金,13000000.00,13000000.00,0,0,0,0,0,0
投资活动现金流出小计,35838696.43,50131483.80,126455413.98,60084256.88,23600436.31,391015688.90,319473953.36,555523274.33
投资活动产生的现金流量净额,-32750414.30,-47043201.67,-105815924.61,-39444767.51,-22691823.75,-105260596.16,-141932324.86,-336928082.10
