支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28451386.43,0,0,0,0,0,
投资活动现金流出小计,3251632591.90,1951958081.99,0,6252695765.24,4639436112.75,1258609285.40,0,2995854500.91,1297120473.75,1707549682.40,195428019.53,144341710.87,75370368.16,162075201.54,73656462.17,47302617.25,30248897.76,140022783.89,108501327.13,75754038.64,39616220.32,94618744.15,125615970.65,32795515.93,77129637.73,35028314.26,0,
投资活动产生的现金流量净额,-449129825.53,-144627343.03,-169017800.00,369252650.02,171331828.80,882655806.48,-173530700.00,-266727111.41,-270101540.83,-407704165.39,-195418019.53,-144341710.87,-75370368.16,-161938619.69,-73523262.17,-47233617.25,-30179897.76,-139956598.89,-108501327.13,-75754038.64,-39616220.32,-79282302.99,-120325970.65,-32426179.15,-76979637.73,-14166491.05,0,
吸收投资收到的现金,1885636401.24,227381214.04,0,44367221.00,44367221.00,44367221.00,0,0,0,0,0,0,0,0,0,0,0,30000000.00,20000000.00,20000000.00,20000000.00,162048064.77,162048064.77,31500000.00,0,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.00,20000000.00,20000000.00,20000000.00,0,0,0,0,0,0,
取得借款收到的现金,0,0,0,0,0,0,0,0,0,8900000.00,0,0,0,0,0,0,0,0,0,0,0,100000000.00,100000000.00,100000000.00,0,30000000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190320000.00,195000000.00,195000000.00,190320000.00,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,3000000.00,0,0,0,0,105301619.58,0,0,0,0,0,0,0,0,0,0,0,0,0,
筹资活动现金流入小计,1885636401.24,227381214.04,0,44367221.00,44367221.00,44367221.00,0,0.00,3000000.00,8900000.00,0.00,0.00,0.00,105301619.58,0.00,0.00,0.00,220320000.00,215000000.00,215000000.00,210320000.00,262048064.77,262048064.77,131500000.00,0,30000000.00,0,
偿还债务支付的现金,0,0,0,0,0,0,0,0,0,8900000.00,0,0,0,0,0,0,0,0,0,0,0,120000000.00,0,137000000.00,0,21000000.00,0,
分配股利、利润或偿付利息所支付的现金,0,0,0,716496533.36,0,0,0,0,0,152709.17,11680500.00,11680500.00,11680500.00,11680500.00,11680500.00,11680500.00,11680500.00,0,0,0,0,2220000.00,2220000.00,5481835.00,3919356.00,1680277.50,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,0,0,0,0,0,0,0,3000000.00,0,0,2925000.00,2925000.00,2925000.00,6073893.06,4514502.82,4514502.82,2925000.00,102152726.52,105330000.00,105330000.00,0,0,120000000.00,0,0,0,0,
筹资活动现金流出小计,0.00,0.00,0,716496533.36,0.00,0.00,0,3000000.00,0.00,9052709.17,14605500.00,14605500.00,14605500.00,17754393.06,16195002.82,16195002.82,14605500.00,102152726.52,105330000.00,105330000.00,0,122220000.00,122220000.00,142481835.00,3919356.00,22680277.50,0,
筹资活动产生的现金流量净额,1885636401.24,227381214.04,227381200.00,-672129312.36,44367221.00,44367221.00,0,-3000000.00,3000000.00,-152709.17,-14605500.00,-14605500.00,-14605500.00,87547226.52,-16195002.82,-16195002.82,-14605500.00,118167273.48,109670000.00,109670000.00,210320000.00,139828064.77,139828064.77,-10981835.00,-3919356.00,7319722.50,0,
四、汇率变动对现金及现金等价物的影响,-3453751.91,2240991.93,0,2056894.03,2411762.70,128130.71,0,2913662.95,-3097664.12,2491688.70,-504237.53,-384505.24,-49747.15,-146063.79,95888.74,14195.80,60275.86,-1676763.32,-1310720.44,-704059.62,-301198.36,-583874.27,-543975.72,-1460.61,-15632.21,-326200.56,0,
五、现金及现金等价物净增加额,1449772785.18,78231430.20,63169600.00,286816009.72,595500722.30,1109783744.22,-128465600.00,94470552.25,-35090961.80,-51013666.83,-5897604.11,-47369727.40,-19432490.01,275000874.90,108425943.94,56484276.13,30575308.56,216243706.32,176047143.42,133246422.05,209101776.94,244571763.97,145909815.13,123072944.71,17437225.18,22164339.59,0,
加:期初现金及现金等价物余额,488864014.62,488864014.62,0,202048004.90,202048004.90,202048004.90,0,107577452.65,142668414.45,193682081.28,939237439.77,939237439.77,939237439.77,664236564.87,664236564.87,664236564.87,664236564.87,447992858.55,447992858.55,447992858.55,447992858.55,203421094.58,203421094.58,80348149.87,62910924.69,40746585.10,0,
六、期末现金及现金等价物余额,1938636799.80,567095444.82,0,488864014.62,797548727.20,1311831749.12,0,202048004.90,107577452.65,142668414.45,933339835.66,891867712.37,919804949.76,939237439.77,772662508.81,720720841.00,694811873.43,664236564.87,624040001.97,581239280.60,657094635.49,447992858.55,349330909.71,203421094.58,80348149.87,62910924.69,0,
净利润,0,-66011529.84,0,210045597.97,0,8605246.41,0,357967173.11,365392824.83,256659100.91,0,0,0,258132845.47,0,0,0,197070183.05,0,0,0,156511498.65,102954639.05,110308186.17,62435035.46,18870743.05,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,0,0,-12281036.07,0,0,0,3207442.59,8843243.77,0,0,0,0,590010.32,0,0,0,508026.53,0,0,0,508369.77,281445.21,-347430.36,185913.10,1056787.77,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,55857083.65,0,109118506.54,0,55141673.99,0,96889450.40,63277687.50,58731355.82,0,0,0,28043823.99,0,0,0,22306744.72,0,0,0,19547133.47,14587051.43,17507807.90,15001061.60,14509416.60,0,
无形资产摊销,0,11642004.65,0,23047024.56,0,11584297.75,0,23250098.96,21565632.31,17420439.06,0,0,0,13905911.36,0,0,0,13810912.04,0,0,0,11054122.32,8290591.74,11054122.32,11054122.32,10702362.28,0,
长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,343403.23,0,1577840.84,0,231111.88,0,517830.94,13546809.85,910717.15,0,0,0,46541.44,0,0,0,219204.15,0,0,0,4705.20,-86269.30,43115.96,-37264.81,0,0,
固定资产报废损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,-10863914.94,0,-16162122.45,0,-1655893.46,0,-5336652.74,5103415.15,-5110415.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,-3519452.14,0,0,0,-8511110.14,0,0,0,-4199313.34,0,0,0,81143180.00,0,0,0,15081332.00,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,-6552057.72,0,-25655111.44,0,-19643108.16,0,-33498912.39,-22775943.56,-9286691.13,0,0,0,16481985.48,0,0,0,12219873.95,0,0,0,2404815.96,2763975.72,4663845.61,1700513.21,1715772.01,0,
投资损失,0,5498339.45,0,-4570499.49,0,0,0,0,-8726437.88,-5384434.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584052.32,0,
递延所得税资产减少,0,-19904491.44,0,-12378512.42,0,-14490785.87,0,660514.26,-677724.25,-1170953.94,0,0,0,-19587988.72,0,0,0,0,0,0,0,-513356.33,0,-3539511.30,-3039269.88,0,0,
递延所得税负债增加,0,0,0,-17611005.28,0,0,0,-20600461.31,38266335.00,0,0,0,0,0,0,0,0,-3977810.51,0,0,0,15546799.00,0,0,0,0,0,
存货的减少,0,-4963895.62,0,-53317801.82,0,-16096957.09,0,-22732775.16,403000.39,-14952033.48,0,0,0,-25334850.41,0,0,0,-4951622.21,0,0,0,3011866.67,-4099170.55,-3089089.29,-2781881.84,-14012101.44,0,
经营性应收项目的减少,0,70043784.40,0,260726802.94,0,92508921.06,0,-70268412.91,-299526063.40,78797324.35,0,0,0,-10997456.71,0,0,0,-24343074.83,0,0,0,-21654851.42,-15838831.34,11292651.30,-3306563.00,-2661597.74,0,
经营性应付项目的增加,0,-36818020.82,0,3905507.22,0,-33666279.09,0,23542887.16,40087550.46,-15550493.45,0,0,0,7114329.64,0,0,0,11766026.16,0,0,0,-402051.80,18098264.77,18588721.16,17140184.96,-1428126.15,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,-6763432.74,0,587635778.03,0,182632586.03,0,361284000.71,235108243.15,354351519.03,0,0,0,349538331.86,0,0,0,239709795.05,0,0,0,181809529.39,126951696.73,166482419.47,98351851.12,29337308.70,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,567095444.82,0,488864014.62,0,1311831749.12,0,202048004.90,107577452.65,142668414.45,0,0,0,939237439.77,0,0,0,664236564.87,0,0,0,447992858.55,349330909.71,203421094.58,80348149.87,62910924.69,0,
现金的期初余额,0,488864014.62,0,202048004.90,0,202048004.90,0,107577452.65,142668414.45,193682081.28,0,0,0,664236564.87,0,0,0,447992858.55,0,0,0,203421094.58,203421094.58,80348149.87,62910924.69,40746585.10,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,78231430.20,0,286816009.72,0,1109783744.22,0,94470552.25,-35090961.80,-51013666.83,0,0,0,275000874.90,0,0,0,216243706.32,0,0,0,244571763.97,145909815.13,123072944.71,17437225.18,22164339.59,0,
