,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180630,20171231,20161231,20151231,20111231,20101231,20091231,19700101,
销售商品、提供劳务收到的现金,208428301.93,105872950.14,36509812.37,275228324.03,192391019.91,125476939.44,59277085.79,318297644.87,172232467.50,213261089.82,154504976.99,128234020.70,238540614.72,140748494.42,114529766.50,0,
收到的税费返还,10095002.17,7474788.08,2140811.26,15988770.28,9835078.25,7225007.17,4973116.97,29071748.03,16177316.54,15828752.70,9212814.77,5420475.56,302336.31,0,0,0,
收到的其他与经营活动有关的现金,13272875.90,4725321.13,2080208.86,4062886.32,3269626.17,2374568.33,1646414.23,9290624.73,4048738.53,4075956.72,4877286.66,3674734.75,17704826.68,5844866.12,3099647.83,0,
经营活动现金流入小计,231796180.00,118073059.35,40730832.49,295279980.63,205495724.33,135076514.94,65896616.99,356660017.63,192458522.57,233165799.24,168595078.42,137329231.01,256547777.71,146593360.54,117629414.33,0,
购买商品、接受劳务支付的现金,83322087.49,53934843.61,20523135.28,92504998.35,57379946.80,30500678.72,12510822.14,113028115.83,68997997.58,96695826.47,61082266.91,34987565.57,98362125.30,77955140.52,50123771.06,0,
支付给职工以及为职工支付的现金,48832212.19,34490566.71,20422595.08,56901941.86,43454564.58,30289492.10,18147681.08,52408083.59,27740117.75,38991116.42,28164660.38,29925489.04,23140451.68,13196087.61,9005855.95,0,
支付的各项税费,28375229.40,19169302.61,6494925.74,35605924.85,24364206.85,14957518.43,5459787.28,78665623.97,33393812.06,40396553.91,26337563.98,19552878.28,51626160.59,29222574.73,19871205.08,0,
支付的其他与经营活动有关的现金,26059841.45,16179629.03,6661620.53,29412196.59,18518717.44,11949072.33,6260913.48,33009550.73,18027303.61,22693443.31,15924174.52,14031436.24,31820316.78,26120113.68,10714739.94,0,
经营活动现金流出小计,186589370.53,123774341.96,54102276.63,214425061.65,143717435.67,87696761.58,42379203.98,277111374.12,148159231.00,198776940.11,131508665.79,98497369.13,204949054.35,146493916.54,89715572.03,0,
经营活动产生的现金流量净额,45206809.47,-5701282.61,-13371444.14,80854918.98,61778288.66,47379753.36,23517413.01,79548643.52,44299291.57,34388859.13,37086412.63,38831861.88,51598723.36,99444.00,27913842.30,0,
收回投资所收到的现金,582000000.00,110000000.00,30000000.00,0,0,0,0,0,0,0,0,0,0,18088004.43,215000000.00,0,
取得投资收益所收到的现金,5112144.89,583917.80,57205.48,0,0,0,0,0,0,0,0,0,0,105873.80,81360.01,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,2000.00,2000.00,2000.00,71000.00,71000.00,71000.00,71000.00,309600.00,309600.00,11900.00,15150.00,0,0,9000.00,0,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流入小计,587114144.89,110585917.80,30059205.48,71000.00,71000.00,71000.00,71000.00,309600.00,309600.00,11900.00,15150.00,0.00,0.00,18202878.23,215081360.01,0,
购建固定资产、无形资产和其他长期资产所支付的现金,6777582.26,4067182.16,1681225.88,4438431.44,3407333.78,2405141.42,880374.74,4460425.95,2180911.70,3690132.82,588761.72,2784903.87,28373762.70,22716142.54,7239548.64,0,
投资所支付的现金,1119000000.00,592000000.00,110000000.00,0,0,0,0,0,0,0,0,0,0,18006442.80,190076150.00,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流出小计,1125777582.26,596067182.16,111681225.88,4438431.44,3407333.78,2405141.42,880374.74,4460425.95,2180911.70,3690132.82,588761.72,2784903.87,28373762.70,40722585.34,197315698.64,0,
投资活动产生的现金流量净额,-538663437.37,-485481264.36,-81622020.40,-4367431.44,-3336333.78,-2334141.42,-809374.74,-4150825.95,-1871311.70,-3678232.82,-573611.72,-2784903.87,-28373762.70,-22519707.11,17765661.37,0,
吸收投资收到的现金,470323400.00,470323400.00,470323400.00,0,0,0,0,0,0,0,400000.00,0,0,8374572.32,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,20000000.00,13000000.00,0,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,1680000.00,0,0,
筹资活动现金流入小计,470323400.00,470323400.00,470323400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400000.00,0.00,20000000.00,23054572.32,0.00,0,
偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,13000000.00,0,0,0,
分配股利、利润或偿付利息所支付的现金,31670000.00,29496332.75,0,0,0,0,0,0,0,47500000.00,23750000.00,28500000.00,32089394.13,33011042.78,2000000.00,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,16411730.00,16411730.00,12411730.00,2000339.62,400000.00,400000.00,0,0,0,25779.31,400000.00,244446.10,667019.76,36140.00,0,0,
筹资活动现金流出小计,48081730.00,45908062.75,12411730.00,2000339.62,400000.00,400000.00,0.00,0.00,0.00,47525779.31,24150000.00,28744446.10,45756413.89,33047182.78,2000000.00,0,
筹资活动产生的现金流量净额,422241670.00,424415337.25,457911670.00,-2000339.62,-400000.00,-400000.00,0.00,0.00,0.00,-47525779.31,-23750000.00,-28744446.10,-25756413.89,-9992610.46,-2000000.00,0,
四、汇率变动对现金及现金等价物的影响,-2539.27,-2539.27,-1031.09,-3483.06,-3483.06,-6.22,-1.71,129111.94,37181.37,-131112.07,0,0,-10.10,-4.97,-0.02,0,
五、现金及现金等价物净增加额,-71217497.17,-66769748.99,362917174.37,74483664.86,58038471.82,44645605.72,22708036.56,75526929.51,42465161.24,-16946265.07,12762800.91,7302511.91,-2531463.33,-32412878.54,43679503.65,0,
加:期初现金及现金等价物余额,203075014.91,203075014.91,203075014.91,128591350.05,128591350.05,128591350.05,128591350.05,53064420.54,53064420.54,70010685.61,57247884.70,49945372.79,22048802.71,54461681.25,10782177.60,0,
六、期末现金及现金等价物余额,131857517.74,136305265.92,565992189.28,203075014.91,186629821.87,173236955.77,151299386.61,128591350.05,95529581.78,53064420.54,70010685.61,57247884.70,19517339.38,22048802.71,54461681.25,0,
净利润,0,43502979.28,0,110973575.72,0,61809844.92,0,113200100.00,70005800.00,72163900.00,34437300.00,21016000.00,0,0,0,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,3098725.44,0,1264653.13,0,-26363.70,0,377100.00,3898000.00,-2218000.00,-3840700.00,12743800.00,0,0,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,2454526.79,0,4367876.59,0,2080704.42,0,3549800.00,1731000.00,3156100.00,3535800.00,3738400.00,0,0,0,0,
无形资产摊销,0,446268.05,0,444823.68,0,222411.84,0,475100.00,241400.00,422700.00,351800.00,363300.00,0,0,0,0,
长期待摊费用摊销,0,94536.66,0,115310.88,0,57655.44,0,105700.00,48000.00,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,-1941.75,0,-44964.91,0,-44964.91,0,5700.00,5700.00,0,0,0,0,0,0,0,
