,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,1054473770.77,1157958993.94,1188170744.39,1378455472.52,1425918304.51,1323997834.38
收到的税费返还,22760784.64,30446876.75,63024095.31,32981287.74,54201781.15,28799560.52
收到的其他与经营活动有关的现金,4015967.56,7563753.44,26730685.79,22262509.35,15608453.74,90216321.14
经营活动现金流入小计,1081250522.97,1195969624.13,1277925525.49,1433699269.61,1495728539.40,1443013716.04
购买商品、接受劳务支付的现金,653288502.53,672977219.36,616092493.51,781713998.66,855444749.37,762571117.49
支付给职工以及为职工支付的现金,159579152.36,179661673.63,204699902.00,242617017.82,269927833.66,268051819.15
支付的各项税费,28873994.32,55645940.19,46424400.65,79900388.25,82004315.13,63560029.46
支付的其他与经营活动有关的现金,101332084.84,91126598.09,88764963.07,101905905.61,105583412.94,114078806.20
经营活动现金流出小计,943073734.05,999411431.27,955981759.23,1206137310.34,1312960311.10,1208261772.30
经营活动产生的现金流量净额,138176788.92,196558192.86,321943766.26,227561959.27,182768228.30,234751943.74
收回投资所收到的现金,0,0,0,0,0,780000000.00
取得投资收益所收到的现金,0,0,330188.22,0,0,6938505.48
处置固定资产、无形资产和其他长期资产所收回的现金净额,8040050.36,406119.21,20886.51,119056.00,3990342.21,1849545.25
处置子公司及其他营业单位收到的现金净额,10000000.00,10000000.00,0,0,0,0
收到的其他与投资活动有关的现金,0,0,3741300.24,0,10000000.00,0
投资活动现金流入小计,18040050.36,10406119.21,4092374.97,119056.00,13990342.21,788788050.73
购建固定资产、无形资产和其他长期资产所支付的现金,111105409.03,200744806.62,587315365.86,356837235.62,516225945.59,332989644.86
投资所支付的现金,0,0,0,0,0,1180000000.00
取得子公司及其他营业单位支付的现金净额,-1905763.19,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,10365487.72,10000000.00,28960497.92,63217013.67
投资活动现金流出小计,109199645.84,200744806.62,597680853.58,366837235.62,545186443.51,1576206658.53
投资活动产生的现金流量净额,-91159595.48,-190338687.41,-593588478.61,-366718179.62,-531196101.30,-787418607.80
吸收投资收到的现金,13250000.00,300000000.00,0,0,798867924.53,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,569122702.80,354332885.85,402843320.20,678294148.21,164394373.75,1213224826.82
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,5790000.00,23069785.29,37239287.98,49572076.88,36525344.61
筹资活动现金流入小计,582372702.80,660122885.85,425913105.49,715533436.19,1012834375.16,1249750171.43
偿还债务支付的现金,578480636.76,603307995.94,115485745.32,399627838.68,463216460.58,144567974.44
分配股利、利润或偿付利息所支付的现金,21174966.69,18747716.42,34598660.68,60208279.92,31324450.00,93752978.54
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,10168671.75,8620154.57,62613920.93,5098368.19,59130518.83,59472266.95
筹资活动现金流出小计,609824275.20,630675866.93,212698326.93,464934486.79,553671429.41,297793219.93
筹资活动产生的现金流量净额,-27451572.40,29447018.92,213214778.56,250598949.40,459162945.75,951956951.50
四、汇率变动对现金及现金等价物的影响,-388277.90,6146884.59,2394537.08,185437.98,350205.65,-68716.52
五、现金及现金等价物净增加额,19177343.14,41813408.96,-56035396.71,111628167.03,111085278.40,399221570.92
加:期初现金及现金等价物余额,45951722.92,65129066.06,106942475.02,50907078.31,162535245.34,273620523.74
六、期末现金及现金等价物余额,65129066.06,106942475.02,50907078.31,162535245.34,273620523.74,672842094.66
净利润,78842131.67,150539559.74,154700408.34,155303717.24,125236581.25,71034496.45
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,5754732.61,12004401.75,10705209.37,23016209.53,5448159.58,3380123.01
固定资产折旧、油气资产折耗、生产性物资折旧,79138790.42,82617988.43,80356994.40,120727069.48,144523206.68,170232629.08
无形资产摊销,1107111.31,1350830.40,2114224.89,2287005.40,3046002.93,3829981.37
长期待摊费用摊销,26441096.02,13447306.71,24101764.94,34009407.40,38337959.70,40709891.00
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-155455.12,-948954.55,-50229.06,5461.59,-438576.43,99222.97
固定资产报废损失,0,917996.89,750993.86,1208770.52,704845.20,-257807.39
公允价值变动损失,0,1186470.00,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,22419596.00,19557159.91,13296442.57,17603406.26,39266515.95,38139866.13
投资损失,-6398968.47,-1599896.90,-364322.24,0,0,-4089095.29
递延所得税资产减少,-383229.48,-3452644.98,-2498186.27,-16514875.51,-18319126.96,-9682776.38
递延所得税负债增加,248180.02,-83686.92,-67926.38,-33397.87,-22552.38,733409.59
存货的减少,-21382669.07,-5335519.95,-57117461.97,-17313987.67,-19119056.07,-25266229.04
经营性应收项目的减少,-11743969.59,414650.13,-28179405.44,-71063614.37,2142597.71,-51683063.09
经营性应付项目的增加,-35710557.40,-74057467.80,124195259.25,-21673212.73,-138038328.86,-2428704.67
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,138176788.92,196558192.86,321943766.26,227561959.27,182768228.30,234751943.74
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,65129066.06,106942475.02,50907078.31,162535245.34,273620523.74,672842094.66
现金的期初余额,45951722.92,65129066.06,106942475.02,50907078.31,162535245.34,273620523.74
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
