,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,934083258.71,693556634.75,548000850.46,594210193.18,629416816.80,722265358.08
收到的税费返还,46510994.83,32789152.65,24781637.30,22435752.81,26829861.21,11796110.62
收到的其他与经营活动有关的现金,31589657.64,33273256.98,50644568.90,34829993.88,34350406.77,20652841.09
经营活动现金流入小计,1012183911.18,759619044.38,623427056.66,651475939.87,690597084.78,754714309.79
购买商品、接受劳务支付的现金,586977377.82,385733082.84,437318666.74,537046583.26,643698433.31,799143378.60
支付给职工以及为职工支付的现金,136706966.68,144749272.70,127233926.10,141415994.07,156356059.43,107367452.79
支付的各项税费,66076615.37,72256210.99,65360628.78,32301028.74,23498738.76,25449354.27
支付的其他与经营活动有关的现金,113939667.84,98005847.32,112856139.41,99824483.83,107984990.13,65713709.63
经营活动现金流出小计,903700627.71,700744413.85,742769361.03,810588089.90,931538221.63,997673895.29
经营活动产生的现金流量净额,108483283.47,58874630.53,-119342304.37,-159112150.03,-240941136.85,-242959585.50
收回投资所收到的现金,0,0,0,446000000.00,843000000.00,0
取得投资收益所收到的现金,0,0,0,1020129.04,229009.87,0
处置固定资产、无形资产和其他长期资产所收回的现金净额,4392813.00,373806.46,1336601.00,1833998.00,2295880.02,998173.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,123505016.06,153358669.26
收到的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流入小计,4392813.00,373806.46,1336601.00,448854127.04,969029905.95,154356842.26
购建固定资产、无形资产和其他长期资产所支付的现金,36205207.42,42466306.08,19810418.25,36863447.09,16794099.36,42701676.84
投资所支付的现金,0,0,5000000.00,449000000.00,844000000.00,20000000.10
取得子公司及其他营业单位支付的现金净额,2598200.50,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流出小计,38803407.92,42466306.08,24810418.25,485863447.09,860794099.36,62701676.94
投资活动产生的现金流量净额,-34410594.92,-42092499.62,-23473817.25,-37009320.05,108235806.59,91655165.32
吸收投资收到的现金,0,0,175470600.00,1450000.00,75300.00,1500000.00
其中：子公司吸收少数股东投资收到的现金,0,0,0,1450000.00,75300.00,1500000.00
取得借款收到的现金,290000000.00,202000000.00,250000000.00,490000000.00,408465442.00,168491568.75
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,46353229.22,354776891.37,388324502.70
筹资活动现金流入小计,290000000.00,202000000.00,425470600.00,537803229.22,763317633.37,558316071.45
偿还债务支付的现金,356700000.00,193900000.00,258000835.42,230400000.00,638010000.00,201419451.00
分配股利、利润或偿付利息所支付的现金,13431839.19,9909856.93,9406994.64,43486803.90,29733247.09,11341205.06
其中：子公司支付给少数股东的股利、利润,378000.00,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,14696130.43,12747268.62,166009072.73,171570699.66
筹资活动现金流出小计,370131839.19,203809856.93,282103960.49,286634072.52,833752319.82,384331355.72
筹资活动产生的现金流量净额,-80131839.19,-1809856.93,143366639.51,251169156.70,-70434686.45,173984715.73
四、汇率变动对现金及现金等价物的影响,1000663.93,2236559.91,1189024.95,-1199751.98,117765.73,49715.07
五、现金及现金等价物净增加额,-5058486.71,17208833.89,1739542.84,53847934.64,-203022250.98,22730010.62
加:期初现金及现金等价物余额,169242028.39,164183541.68,181392375.57,183131918.41,236979853.05,33957602.07
六、期末现金及现金等价物余额,164183541.68,181392375.57,183131918.41,236979853.05,33957602.07,56687612.69
净利润,88406459.43,46192802.53,40688474.42,24342927.95,11629005.82,-356215145.54
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,10306173.41,9812861.50,15186734.74,18592936.36,94715939.78,211169256.28
固定资产折旧、油气资产折耗、生产性物资折旧,16104178.47,20328942.91,20293706.42,20625241.42,20847520.86,19664904.53
无形资产摊销,1528260.72,1899899.41,2145169.07,2568063.74,2073149.73,1030754.38
长期待摊费用摊销,2256278.64,2542771.34,2678631.01,4744380.79,19481472.16,20705119.29
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,493077.63,65475.94,-303547.86,-964732.41,410994.95,1640854.23
固定资产报废损失,0,0,0,0,0,47511.31
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,10518982.61,8131992.20,8318805.51,16205218.30,31566139.06,17918870.52
投资损失,-43380.82,0,0,11394.42,-221664085.74,-14494739.35
递延所得税资产减少,-8636934.28,-5529008.39,-3889785.50,-77457.56,-12698705.79,52503790.71
递延所得税负债增加,0,0,0,0,0,0
存货的减少,-29843511.98,28244117.37,-103749579.15,-148399687.07,28349968.87,-12076950.74
经营性应收项目的减少,-19962890.79,-26394407.19,-143633209.39,-168894201.68,-51724188.33,-140571750.98
经营性应付项目的增加,37356590.43,-26420817.09,42922296.36,72133765.71,-163928348.22,-44282060.14
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,108483283.47,58874630.53,-119342304.37,-159112150.03,-240941136.85,-242959585.50
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,164183541.68,181392375.57,183131918.41,236979853.05,33957602.07,56687612.69
现金的期初余额,169242028.39,164183541.68,181392375.57,183131918.41,236979853.05,33957602.07
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,-5058486.71,17208833.89,1739542.84,53847934.64,-203022250.98,22730010.62
