,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,6753096194.79,7716551311.93,6433362552.00,5866535248.32,5825659673.33,1776520854.48
收到的税费返还,10861278.63,21149249.10,81242993.80,18592528.76,174217.85,68388.53
收到的其他与经营活动有关的现金,603982933.61,707865843.97,866225975.84,144620603.73,432457514.34,128430492.95
经营活动现金流入小计,7367940407.03,8445566405.00,7380831521.64,6029748380.81,6258291405.52,1905019735.96
购买商品、接受劳务支付的现金,4923422588.36,3685312570.98,3363128858.55,4348311078.96,4558040192.74,5908294912.72
支付给职工以及为职工支付的现金,237889311.80,249469086.85,339472725.85,174117830.59,93492188.64,107870013.96
支付的各项税费,901261531.39,1124069474.03,1641940151.23,1088332699.84,1215798987.18,1546574865.69
支付的其他与经营活动有关的现金,178413403.69,242907144.50,343079716.04,951358596.65,334294836.84,195134026.49
经营活动现金流出小计,6240986835.24,5301758276.36,5687621451.67,6562120206.04,6201626205.40,7757873818.86
经营活动产生的现金流量净额,1126953571.79,3143808128.64,1693210069.97,-532371825.23,56665200.12,-5852854082.90
收回投资所收到的现金,1216473275.21,3747381322.02,1475461453.72,2811883934.39,1486620065.99,632344907.46
取得投资收益所收到的现金,140527572.61,503791475.16,519294171.54,167230743.46,120708297.99,182141594.10
处置固定资产、无形资产和其他长期资产所收回的现金净额,1389436.90,337497.31,1876094.36,29982.70,633314.01,13115.74
处置子公司及其他营业单位收到的现金净额,0,0,0,801663789.00,0,0
收到的其他与投资活动有关的现金,9301202.62,19772654.05,74681078.87,283691500.00,0,4000000.00
投资活动现金流入小计,1367691487.34,4271282948.54,2071312798.49,4064499949.55,1607961677.99,818499617.30
购建固定资产、无形资产和其他长期资产所支付的现金,1463840177.73,1755377032.17,1280055697.99,152216027.68,2902064.49,8143389.36
投资所支付的现金,815476969.15,825506000.00,151841259.00,1739086788.68,562645118.00,556158684.00
取得子公司及其他营业单位支付的现金净额,0,0,0,610251414.39,0,0
支付的其他与投资活动有关的现金,0,0,0,45000000.00,500969658.48,26000000.00
投资活动现金流出小计,2279317146.88,2580883032.17,1431896956.99,2546554230.75,1066516840.97,590302073.36
投资活动产生的现金流量净额,-911625659.54,1690399916.37,639415841.50,1517945718.80,541444837.02,228197543.94
吸收投资收到的现金,35000000.00,21975000.00,27750000.00,0,65868000.00,112550000.00
其中：子公司吸收少数股东投资收到的现金,35000000.00,21975000.00,27750000.00,0,65868000.00,112550000.00
取得借款收到的现金,6648711039.66,3502310987.65,2405873372.60,271534000.00,1950615900.00,4877599832.77
发行债券收到的现金,1979140000.00,2970000000.00,0,0,0,2487500000.00
收到其他与筹资活动有关的现金,0,0,56030516.71,87389732.18,0,0
筹资活动现金流入小计,8662851039.66,6494285987.65,2489653889.31,358923732.18,2016483900.00,7477649832.77
偿还债务支付的现金,6779865480.79,8596385303.42,2723201622.00,1061728297.15,1890000000.00,2001000000.00
分配股利、利润或偿付利息所支付的现金,1191993789.99,1228404848.70,685674519.17,596344835.42,1395173551.81,814312510.44
其中：子公司支付给少数股东的股利、利润,8762554.90,15916358.07,24922303.34,117280000.00,311464611.75,116000000.00
支付其他与筹资活动有关的现金,1027097015.18,139404641.82,426786622.59,7128205.08,3019200.35,0
筹资活动现金流出小计,8998956285.96,9964194793.94,3835662763.76,1665201337.65,3288192752.16,2815312510.44
筹资活动产生的现金流量净额,-336105246.30,-3469908806.29,-1346008874.45,-1306277605.47,-1271708852.16,4662337322.33
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0
五、现金及现金等价物净增加额,-120777334.05,1364299238.72,986617037.02,-320703711.90,-673598815.02,-962319216.63
加:期初现金及现金等价物余额,3458515526.10,3337738192.05,5010528808.97,5997145845.99,5676442134.09,5002843319.07
六、期末现金及现金等价物余额,3337738192.05,4702037430.77,5997145845.99,5676442134.09,5002843319.07,4040524102.44
净利润,1991302068.43,3624807682.64,2179417330.66,1766588579.47,1170068236.20,637837571.08
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,-456347.08,-38837516.37,-5611593.66,0,0,0
固定资产折旧、油气资产折耗、生产性物资折旧,28262676.67,27777968.46,43106546.21,46131673.34,2439800.71,2396036.72
无形资产摊销,126915567.40,144171674.47,253727723.74,0,0,0
长期待摊费用摊销,630094.08,762576.88,1847755.30,119608.83,84000.04,130377.48
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,762090.52,224487.14,153438.10,29982.70,-467382.67,97129.01
固定资产报废损失,0,0,0,0,0,0
公允价值变动损失,0,0,0,0,0,-61790023.59
