支付的其他与投资活动有关的现金,90000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流出小计,94480396.20,0,0,37250225.35,7296618.50,5249198.79,0,18928923.46,41180687.01,4387302.84,8547.01,8493383.05,7622161.05,5940479.45,1686580.45,1084916.68,4363532.91,4141412.41,0,15962074.51,20096955.51,15086311.27,1491239.43,21140538.89,3134600.00,15548201.58,14277703.53,7823881.91,9237218.78,0,
投资活动产生的现金流量净额,-94480396.20,0,0,-37250225.35,-7296618.50,-5249198.79,0,-18928923.46,-40780093.04,-4387302.84,-8547.01,-8493383.05,-7622161.05,-5940479.45,-1686580.45,-1084916.68,-4363532.91,-4141412.41,0,-15962074.51,-20096955.51,-15086311.27,-1491239.43,-21140538.89,-3134600.00,-15548201.58,-13755187.18,-7568863.95,-8580502.87,0,
吸收投资收到的现金,324967500.00,0,0,0,0,0,0,0,37687500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,37800000.00,0,0,0,0,0,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,182712158.33,0,0,232920531.90,174522656.90,63000000.00,0,153834653.98,364372586.87,162000000.00,30000000.00,103000000.00,58000000.00,45000000.00,30000000.00,175800000.00,143000000.00,89500000.00,40000000.00,160399506.48,148599584.40,114764926.33,0,148571339.67,105871400.00,62610000.00,47800000.00,0,0,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,62409500.00,75024670.80,68173000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
筹资活动现金流入小计,507679658.33,0,0,232920531.90,174522656.90,63000000.00,0,216244153.98,477084757.67,230173000.00,30000000.00,103000000.00,58000000.00,45000000.00,30000000.00,175800000.00,143000000.00,89500000.00,40000000.00,160399506.48,148599584.40,114764926.33,37800000.00,148571339.67,105871400.00,62610000.00,47800000.00,0.00,0.00,0,
偿还债务支付的现金,151100000.00,0,0,249103575.24,176403575.24,63000000.00,0,188313235.36,380593520.80,137000000.00,35000000.00,105300000.00,70500000.00,47500000.00,37500000.00,174895270.90,143499922.08,67499922.08,41000000.00,158699499.33,125999833.39,81799914.93,44800000.00,83871424.74,58500000.00,47900000.00,59800000.00,11100000.00,20000000.00,0,
分配股利、利润或偿付利息所支付的现金,2586185.84,0,0,4224096.29,3202249.62,2206921.90,0,12267442.66,53366738.15,6376807.33,1292918.74,7418402.41,7206096.65,4543927.09,2048330.34,8290410.60,5893034.10,3591629.56,0,8018001.73,7170286.19,3618734.29,2115740.23,21471911.18,16295900.00,8737309.71,2872780.87,7122021.24,2800947.30,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,3399403.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,5047066.04,0,0,0,0,0,0,60941000.00,65675633.78,62330864.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
筹资活动现金流出小计,158733251.88,0,0,253327671.53,179605824.86,65206921.90,0,261521678.02,499635892.73,205707671.77,36292918.74,112718402.41,77706096.65,52043927.09,39548330.34,183185681.50,149392956.18,71091551.64,41000000.00,166717501.06,133170119.58,85418649.22,46915740.23,105343335.92,74795900.00,56637309.71,62672780.87,18222021.24,22800947.30,0,
筹资活动产生的现金流量净额,348946406.45,0,0,-20407139.63,-5083167.96,-2206921.90,0,-45277524.04,-22551135.06,24465328.23,-6292918.74,-9718402.41,-19706096.65,-7043927.09,-9548330.34,-7385681.50,-6392956.18,18408448.36,-1000000.00,-6317994.58,15429464.82,29346277.11,-9115740.23,43228003.75,31075500.00,5972690.29,-14872780.87,-18222021.24,-22800947.30,0,
四、汇率变动对现金及现金等价物的影响,-196896.75,0,0,886855.50,942843.67,-64087.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
五、现金及现金等价物净增加额,108799339.73,-89150900.00,-33224900.00,42262674.37,33301097.70,25468955.86,11986000.00,1252909.57,-5787137.95,-6392992.71,-13593598.48,6336309.62,-2136261.35,9892567.28,-4765165.05,90339.33,733940.52,-9317520.08,1140781.66,4995460.36,-1138491.82,14502863.70,-4206662.31,6102379.83,54314700.00,-9210007.92,39918297.29,24797370.70,-21921052.31,0,
加:期初现金及现金等价物余额,57204183.75,0,0,14941509.38,14941509.38,14941509.38,0,13688599.81,19475737.76,25868730.47,21034595.86,14698286.24,14698286.24,14698286.24,0,14607946.91,14607946.91,14607946.91,103985708.56,9612486.55,9612486.55,9612486.55,9612486.55,3510106.72,0,12720114.64,48259043.19,23461672.49,45382724.80,0,
六、期末现金及现金等价物余额,166003523.48,0,0,57204183.75,48242607.08,40410465.24,0,14941509.38,13688599.81,19475737.76,7440997.38,21034595.86,12562024.89,24590853.52,0,14698286.24,15341887.43,5290426.83,105126490.22,14607946.91,8473994.73,24115350.25,5405824.24,9612486.55,0,3510106.72,88177340.48,48259043.19,23461672.49,0,
净利润,0,0,0,69881145.30,0,29928800.00,0,61207489.68,20009764.40,42831600.00,3541858.81,27994284.42,17680751.58,0,4606684.30,23884946.54,14329479.67,635480.92,849018.85,15613139.08,0,10737791.46,7109009.48,36698928.61,0,33400733.85,0,0,0,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,0,0,407663.98,0,394800.00,0,4218841.99,2610608.13,-3794100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,0,0,10724308.74,0,5427100.00,0,10569311.15,10973965.17,11404600.00,2452112.91,9469293.47,7004517.19,0,2233168.54,8182246.07,6077125.58,3957531.25,1978018.90,7063206.48,0,3260554.28,1470274.65,5826329.58,0,4779651.55,0,0,0,0,
无形资产摊销,0,0,0,494607.60,0,247300.00,0,462575.38,364707.86,337400.00,0,128991.08,0,0,0,125859.36,0,0,0,122876.14,0,55687.61,0,175718.75,0,117314.93,0,0,0,0,
长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,317214.99,1268859.96,1898444.97,0,317214.99,1788859.96,1531644.97,1127764.94,0,803544.73,0,92405.00,0,245198.27,0,245198.27,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10391.50,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,7200000.00,0,0,0,0,0,0,0,197500.00,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
固定资产报废损失,0,0,0,0,0,0,0,42000.00,376634.67,0,0,0,0,0,0,0,0,0,0,9578001.73,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,0,0,3337240.79,0,2206900.00,0,5517829.94,6648217.53,6517400.00,1292918.74,8472152.41,7206096.65,0,2048330.34,7919160.60,5893034.10,3591629.56,2759261.15,0,0,3618734.29,2115740.23,5491911.18,0,2397115.65,0,0,0,0,
投资损失,0,0,0,0,0,0,0,0,2815.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延所得税资产减少,0,0,0,97767.64,0,23500.00,0,-301826.28,-401128.34,1376600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
存货的减少,0,0,0,15563759.03,0,2907000.00,0,-21162963.88,-13726347.56,-26247200.00,-1623078.21,19322360.85,4569868.35,0,-14322730.01,-20044876.51,-20635871.30,-11368392.57,-15425762.66,-1879857.33,0,-11363882.63,-13425231.25,-31114834.25,0,-18197725.50,0,0,0,0,
经营性应收项目的减少,0,0,0,-50359771.45,0,-9137900.00,0,-79764997.56,-57315336.64,-44239800.00,15849088.52,-24980433.11,-1639053.63,0,24273003.14,-45448858.52,-14702626.46,-23502096.40,34661340.85,16722758.92,0,-13808550.18,9304196.91,-80134442.11,0,-4076305.71,0,0,0,0,
经营性应付项目的增加,0,0,0,49112674.56,0,1060700.00,0,84826313.41,67090547.95,-15070400.00,-36322248.49,-17127414.00,-11528628.76,0,-12685925.56,32153600.01,18997643.05,1973526.27,-22878595.43,-20758531.80,0,7650158.03,-173672.67,46826104.90,0,-18300479.67,0,0,0,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,-226212.34,0,-132500.00,0,-155216.76,20909641.35,413000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,0,0,99033183.85,0,32989200.00,0,65459357.07,57544090.15,-26471000.00,-7292132.73,24548095.08,25191996.35,0,6469745.74,8560937.51,11490429.61,-23584556.03,2140781.66,27275529.45,0,242897.86,6400317.35,-15985085.07,0,365503.37,0,0,0,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,0,0,57204183.75,0,0,0,14941509.38,13688599.81,0,7440997.38,21034595.86,12562024.89,24590853.52,0,14698286.24,15341887.43,5290426.83,105126490.22,14607946.91,8473994.73,24115350.25,5405824.24,9612486.55,0,3510106.72,0,0,0,0,
现金的期初余额,0,0,0,14941509.38,0,0,0,13688599.81,19475737.76,0,21034595.86,14698286.24,14698286.24,14698286.24,0,14607946.91,14607946.91,14607946.91,103985708.56,9612486.55,9612486.55,9612486.55,9612486.55,3510106.72,0,12720114.64,0,0,0,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,0,0,42262674.37,0,0,0,1252909.57,-5787137.95,0,-13593598.48,6336309.62,-2136261.35,9892567.28,0,90339.33,733940.52,-9317520.08,1140781.66,4995460.36,-1138491.82,14502863.70,-4206662.31,6102379.83,0,-9210007.92,0,0,0,0,
