,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20171231,20161231,20150331,20141231,20131231,20121231,19700101,
销售商品、提供劳务收到的现金,1120222740.85,644723025.58,340977268.54,1238955352.39,0,574329463.97,240785034.24,900881437.65,0,712245229.21,589413964.57,103422100.00,421219300.00,290024500.00,177385800.00,0,
收到的税费返还,78972827.33,47440736.87,19512075.88,115918550.52,0,41764860.50,20040579.67,140602737.91,0,76808415.22,74925223.62,17080500.00,42201300.00,16577500.00,9835500.00,0,
收到的其他与经营活动有关的现金,39179575.58,26574011.83,4258025.93,30856992.43,0,20129062.09,7267635.27,45284982.55,0,19835418.56,18156314.61,252300.00,9659100.00,4516500.00,12231000.00,0,
经营活动现金流入小计,1238375143.76,718737774.28,364747370.35,1385730895.34,0,636223386.56,268093249.18,1086769158.11,0,808889062.99,682495502.80,120754900.00,473079700.00,311118500.00,199452200.00,0,
购买商品、接受劳务支付的现金,311440908.34,193800422.69,92978834.88,599508429.93,0,241861869.78,118566112.02,468068707.91,0,345238187.47,259577703.01,33695600.00,191998800.00,117540300.00,90723000.00,0,
支付给职工以及为职工支付的现金,238200768.73,159408709.93,62903039.68,260221485.44,0,135611092.11,51866173.58,193350541.97,0,208667852.22,205920153.24,17492900.00,61071800.00,38849600.00,23985500.00,0,
支付的各项税费,82011496.11,54417223.99,25051005.69,129706418.20,0,50739062.09,22319669.55,81468761.76,0,79846528.66,61474146.31,9463100.00,45512500.00,17615100.00,10083300.00,0,
支付的其他与经营活动有关的现金,134788496.25,83521730.50,42089188.11,167156965.38,0,78638395.34,35968665.46,145990777.53,0,163455891.11,166210159.14,21104900.00,83298400.00,39021500.00,29737800.00,0,
经营活动现金流出小计,766441669.43,491148087.11,223022068.36,1156593298.95,0,506850419.32,228720620.61,888878789.17,0,797208459.46,693182161.70,81756500.00,381881600.00,213026500.00,154529500.00,0,
经营活动产生的现金流量净额,471933474.33,227589687.17,141725301.99,229137596.39,140960500.00,129372967.24,39372628.57,197890368.94,105254400.00,11680603.53,-10686658.90,38998500.00,91198200.00,98092000.00,44922700.00,0,
收回投资所收到的现金,925000000.00,745000000.00,0,345000000.00,0,135000000.00,0,26336347.75,0,2244791.00,460008490.00,266500000.00,239850000.00,0,56000000.00,0,
取得投资收益所收到的现金,8556643.74,5097095.88,0,2660136.99,0,393191.78,1140000.00,297875.95,0,2061133.40,6129324.77,335500.00,1327100.00,0,455100.00,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,15179.80,15179.80,0,506200.00,0,499000.00,477624.00,6142229.16,0,3607953.52,245015.18,0,618700.00,220200.00,0,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,15344609.59,0,0,21070092.00,0,0,0,0,0,125506302.14,0,0,0,0,0,0,
投资活动现金流入小计,948916433.13,750112275.68,0.00,369236428.99,0,135892191.78,1617624.00,32776452.86,0,133420180.06,466382829.95,266835500.00,241795800.00,220200.00,56455100.00,0,
购建固定资产、无形资产和其他长期资产所支付的现金,118123688.13,64793094.65,12666029.35,114067384.22,0,60886978.94,36177917.38,48977833.29,0,90053225.31,96884700.66,13257100.00,25399000.00,32045000.00,15505200.00,0,
投资所支付的现金,1370000000.00,1140000000.00,15000000.00,354869250.00,0,205900250.00,0,25854572.86,0,0,240008490.00,387500000.00,239850000.00,0,48000000.00,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000.00,0,0,
支付的其他与投资活动有关的现金,0,0,0,37116722.06,0,25999806.00,0,10436027.63,0,32241565.42,0,0,0,0,0,0,
投资活动现金流出小计,1488123688.13,1204793094.65,27666029.35,506053356.28,0,292787034.94,36177917.38,85268433.78,0,122294790.73,336893190.66,400757100.00,265249000.00,46045000.00,63505200.00,0,
投资活动产生的现金流量净额,-539207255.00,-454680818.97,-27666029.35,-136816927.29,-123596400.00,-156894843.16,-34560293.38,-52491980.92,-60675700.00,11125389.33,129489639.29,-133921600.00,-23453200.00,-45824800.00,-7050100.00,0,
吸收投资收到的现金,1130206560.00,1130206560.00,1130206560.00,0,0,0,0,0,0,0,0,187500000.00,0,88000000.00,10866700.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,48000000.00,48000000.00,0,24232700.00,0,24232700.00,0,0,0,20000000.00,10000000.00,0,0,4000000.00,0,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
筹资活动现金流入小计,1178206560.00,1178206560.00,1130206560.00,24232700.00,0,24232700.00,0.00,0.00,0,20000000.00,10000000.00,187500000.00,0.00,92000000.00,10866700.00,0,
偿还债务支付的现金,0,0,0,24232700.00,0,0,0,20000000.00,0,10000000.00,0,0,0,13600000.00,300000.00,0,
分配股利、利润或偿付利息所支付的现金,180274947.78,180274947.78,0,200041610.38,0,180213000.00,0,78662.50,0,2130002.50,0,0,5811100.00,40005900.00,44589500.00,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,37790800.00,37790800.00,37790300.00,0,0,0,0,0,0,0,0,0,0,0,0,0,
