,20200930,20200630,20191231,20190930,20190630,20181231,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,1215373272.70,836675956.71,1593661297.56,825018267.68,573151126.64,1989813881.18,1161805302.97,1131893762.86,0,
收到的税费返还,0,0,0,0,0,0,0,0,0,
收到的其他与经营活动有关的现金,98265678.92,94171462.02,78308349.38,77311424.56,49239226.96,79711963.35,66890710.21,868894514.73,0,
经营活动现金流入小计,1313638951.62,930847418.73,1671969646.94,902329692.24,622390353.60,2069525844.53,1228696013.18,2000788277.59,0,
购买商品、接受劳务支付的现金,363565488.49,243190211.75,413685417.64,298542291.00,213606531.89,397562969.51,276484876.97,249165519.68,0,
支付给职工以及为职工支付的现金,600211909.00,500797898.82,735738834.11,532943125.56,433848587.74,640775453.32,563874831.36,506806669.43,0,
支付的各项税费,108187483.83,67265098.28,119521026.33,91894714.72,61185704.46,159132539.65,86864086.44,68734301.60,0,
支付的其他与经营活动有关的现金,250775261.92,171774080.43,276187532.45,245870957.84,155419360.10,325578062.21,322935598.88,258782033.96,0,
经营活动现金流出小计,1322740143.24,983027289.28,1545132810.53,1169251089.12,864060184.19,1523049024.69,1250159393.65,1083488524.67,0,
经营活动产生的现金流量净额,-9101191.62,-52179870.55,126836836.41,-266921396.88,-241669830.59,546476819.84,-21463380.47,917299752.92,0,
收回投资所收到的现金,0,0,860000000.00,320000000.00,320000000.00,394700000.00,1155721986.30,0,0,
取得投资收益所收到的现金,0,0,13989913.84,6990684.93,3550684.93,6691608.10,12177740.40,5681465.34,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,78344.00,70745.00,16920.00,12920.00,9720.00,45205.00,8570.00,119085.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,
投资活动现金流入小计,78344.00,70745.00,874006833.84,327003604.93,323560404.93,401436813.10,1167908296.70,5800550.34,0,
购建固定资产、无形资产和其他长期资产所支付的现金,686918957.83,679448709.21,32889942.63,17710525.78,14298506.41,84856058.33,56080954.27,18816679.44,0,
投资所支付的现金,17280326.70,3390000.00,877000000.00,805000000.00,335000000.00,405000000.00,1170200000.00,5000000.00,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,
投资活动现金流出小计,704199284.53,682838709.21,909889942.63,822710525.78,349298506.41,489856058.33,1226280954.27,23816679.44,0,
投资活动产生的现金流量净额,-704120940.53,-682767964.21,-35883108.79,-495706920.85,-25738101.48,-88419245.23,-58372657.57,-18016129.10,0,
吸收投资收到的现金,0,0,0,0,0,322418846.70,0,4000000.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,4000000.00,0,
取得借款收到的现金,0,0,0,0,0,0,2000000.00,0,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,
筹资活动现金流入小计,0.00,0.00,0.00,0.00,0.00,322418846.70,2000000.00,4000000.00,0,
偿还债务支付的现金,0,0,0,0,0,0,2000000.00,0,0,
分配股利、利润或偿付利息所支付的现金,4800000.00,4800000.00,88919999.99,88919999.99,0,127878169.86,175024175.73,0,0,
其中：子公司支付给少数股东的股利、利润,4800000.00,4800000.00,0,0,0,0,78446.61,0,0,
支付其他与筹资活动有关的现金,795000.00,720000.00,3179245.29,2000000.00,600000.00,0,0,0,0,
筹资活动现金流出小计,5595000.00,5520000.00,92099245.28,90919999.99,600000.00,127878169.86,177024175.73,0.00,0,
筹资活动产生的现金流量净额,-5595000.00,-5520000.00,-92099245.28,-90919999.99,-600000.00,194540676.84,-175024175.73,4000000.00,0,
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,
五、现金及现金等价物净增加额,-718817132.15,-740467834.76,-1145517.66,-853548317.72,-268007932.07,652598251.45,-254860213.77,903283623.82,0,
加:期初现金及现金等价物余额,1324022622.28,1324022622.28,1325168139.94,1325168139.94,1325168139.94,672569888.49,927430102.26,24146478.44,0,
六、期末现金及现金等价物余额,605205490.13,583554787.52,1324022622.28,471619822.22,1057160207.87,1325168139.94,672569888.49,927430102.26,0,
净利润,0,172644488.52,240347707.80,0,158439900.00,203640800.00,157271200.00,144605200.00,0,
少数股东权益,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,
资产减值准备,0,0,0,0,21750600.00,-36495300.00,52504400.00,21189500.00,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,5896236.59,10053842.68,0,4952900.00,8716100.00,6255100.00,5117000.00,0,
无形资产摊销,0,3731275.29,4492573.86,0,2314500.00,2260500.00,2576600.00,2590100.00,0,
长期待摊费用摊销,0,4075672.06,7320068.67,0,3558300.00,7431100.00,6160900.00,6008500.00,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,71300.00,0,0,0,
固定资产报废损失,0,111372.06,12787.76,0,1900.00,217300.00,75800.00,246500.00,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,
财务费用,0,0,0,0,0,0,8000.00,0,0,
投资损失,0,3532812.32,-15684535.48,0,-4738800.00,-13111500.00,-15833500.00,-6055500.00,0,
递延所得税资产减少,0,-9289703.23,-18617755.56,0,-6561000.00,1853200.00,-10694500.00,-14341500.00,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,0,
存货的减少,0,11508843.74,-104165600.14,0,-6760000.00,-29876900.00,-83373700.00,24148800.00,0,
经营性应收项目的减少,0,68254527.64,-397013285.73,0,-283170700.00,80646300.00,-397420400.00,628111900.00,0,
经营性应付项目的增加,0,-326960855.54,348330380.94,0,-131457400.00,321124000.00,261006700.00,105679200.00,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,-52179870.55,126836836.41,0,-241669800.00,546476800.00,-21463400.00,917299800.00,0,
债务转为资本,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,583554787.52,1324022622.28,0,0,0,0,0,0,
现金的期初余额,0,1324022622.28,1325168139.94,0,0,0,0,0,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,-740467834.76,-1145517.66,0,0,0,0,0,0,
