,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,10734228284.39,8834442376.74,10121554501.63,11168421921.00,21969567698.16,27865337391.79
收到的税费返还,371085069.19,224710213.58,141434370.37,217962698.65,466686694.06,573780251.84
收到的其他与经营活动有关的现金,423487457.26,384657389.07,357492794.98,398627227.59,785899081.02,675623819.25
经营活动现金流入小计,11528800810.84,9443809979.39,10620481666.98,11785011847.24,23222153473.24,29114741462.88
购买商品、接受劳务支付的现金,5839581227.86,5570587785.42,4871479243.08,5354291769.95,10151039461.49,12658175774.71
支付给职工以及为职工支付的现金,1375109617.54,1400209934.65,1287573105.74,1466655407.73,2308871154.07,2963190353.58
支付的各项税费,1394225148.78,955432383.13,1164874613.87,1622615646.76,2796361007.92,4087578061.21
支付的其他与经营活动有关的现金,666413006.20,600291782.60,605264231.09,639139748.74,1435312876.01,1186699797.22
经营活动现金流出小计,9275329000.38,8526521885.80,7929191193.78,9082702573.18,16691584499.49,20895643986.72
经营活动产生的现金流量净额,2253471810.46,917288093.59,2691290473.20,2702309274.06,6530568973.75,8219097476.16
收回投资所收到的现金,75070.66,483641153.26,37020208.00,469111173.76,0,72906554.76
取得投资收益所收到的现金,231563493.00,120270323.51,67065914.00,127165000.00,193411196.98,368977451.93
处置固定资产、无形资产和其他长期资产所收回的现金净额,6827761.93,3550793.60,531618375.14,57446492.15,79058548.30,79597264.31
处置子公司及其他营业单位收到的现金净额,0,263604259.79,0,832442240.00,0,701883096.66
收到的其他与投资活动有关的现金,34750000.00,37865448.07,39344864.97,70428975.48,84406851.13,53400000.00
投资活动现金流入小计,273216325.59,908931978.23,675049362.11,1556593881.39,356876596.41,1276764367.66
购建固定资产、无形资产和其他长期资产所支付的现金,852230386.51,685772201.31,634933334.15,500702303.44,607831594.83,1023601230.50
投资所支付的现金,127196669.31,473464674.78,0,0,86957612.21,1744752953.83
取得子公司及其他营业单位支付的现金净额,406136770.69,0,0,0,0,1775863306.56
支付的其他与投资活动有关的现金,7528676.34,50000000.00,57268401.32,60619246.97,89453584.88,46014.41
投资活动现金流出小计,1393092502.85,1209236876.09,692201735.47,561321550.41,784242791.92,4544263505.30
投资活动产生的现金流量净额,-1119876177.26,-300304897.86,-17152373.36,995272330.98,-427366195.51,-3267499137.64
吸收投资收到的现金,4900000.00,25970000.00,19110000.00,0.00,0,3754000.00
其中：子公司吸收少数股东投资收到的现金,4900000.00,25970000.00,19110000.00,0.00,0,3754000.00
取得借款收到的现金,8659900000.00,13352423820.90,17530169120.71,15778077194.71,19433572035.38,15160173800.00
发行债券收到的现金,3985000000.00,0,0,0.00,3000000000.00,0
收到其他与筹资活动有关的现金,317018261.33,6120014750.32,4842524004.19,2674185941.64,632181965.09,6508448694.05
筹资活动现金流入小计,12966818261.33,19498408571.22,22391803124.90,18452263136.35,23065754000.47,21672376494.05
偿还债务支付的现金,11552150000.00,18621514428.00,16640860900.00,17860396954.83,21864047641.29,25866103383.88
分配股利、利润或偿付利息所支付的现金,1643033949.80,1551150025.01,1236140508.47,1052666117.31,2233599846.07,2913435197.24
其中：子公司支付给少数股东的股利、利润,68609305.22,36598813.21,244120.00,4430800.00,1103371628.22,1182447544.91
支付其他与筹资活动有关的现金,669084150.83,933716289.69,6425136000.47,2315911349.33,1896744599.64,1928367814.37
筹资活动现金流出小计,13864268100.63,21106380742.70,24302137408.94,21228974421.47,25994392087.00,30707906395.49
筹资活动产生的现金流量净额,-897449839.30,-1607972171.48,-1910334284.04,-2776711285.12,-2928638086.53,-9035529901.44
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0
五、现金及现金等价物净增加额,236145793.90,-990988975.75,763803815.80,920870319.92,3174564691.71,-4083931562.92
加:期初现金及现金等价物余额,2505406147.88,2741551941.78,1750562966.03,2514366781.83,5563499620.65,9801864296.47
六、期末现金及现金等价物余额,2741551941.78,1750562966.03,2514366781.83,3435237101.75,8738064312.36,5717932733.55
净利润,-277480561.18,-2150344091.46,-23653370.97,131133753.85,2559622052.76,4904624637.78
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,19011930.79,276798146.20,294016301.33,28251151.95,181800563.44,340484316.71
固定资产折旧、油气资产折耗、生产性物资折旧,2109174216.27,2172373022.68,1835478944.57,1767349030.76,2268538130.80,2898951332.60
无形资产摊销,94033265.49,101590413.85,118724363.54,117537477.43,161150994.07,218660577.68
长期待摊费用摊销,26391057.91,36746975.35,35626188.69,43298532.67,85043266.24,133226133.92
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-142118185.51,7786036.17,-316116168.26,-2575951.29,-3427517.41,-28748988.62
固定资产报废损失,0,0,0,0,0,57275079.43
公允价值变动损失,-74532001.50,157000482.19,126803230.00,-199257447.92,-41395732.92,-23388244.31
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,1549404350.82,1443586960.50,1259673084.68,1209631760.10,1326889314.12,1269295352.53
投资损失,-15907818.71,-951135994.64,-557643978.93,200992705.91,-64242505.61,-345967600.51
递延所得税资产减少,-181238751.73,208107888.04,-41916978.70,43409534.97,-167689204.50,-37218796.21
递延所得税负债增加,40235106.92,127530887.34,-54621837.73,-111757782.17,166308493.58,-51135437.08
存货的减少,-90975885.39,514310991.04,13233682.60,140939024.48,-174483191.68,-347519074.32
经营性应收项目的减少,-1306667193.61,-131428845.59,-633099410.73,-1830743038.60,-3076592273.27,4880235297.26
经营性应付项目的增加,504142279.89,-895634778.08,634786423.11,1164100521.92,3309046584.13,-5649677110.70
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,2253471810.46,917288093.59,2691290473.20,2702309274.06,6530568973.75,8219097476.16
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,2741551941.78,1750562966.03,2514366781.83,3435237101.75,8738064312.36,5717932733.55
现金的期初余额,2505406147.88,2741551941.78,1750562966.03,2514366781.83,5563499620.65,9801864296.47
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,236145793.90,-990988975.75,763803815.80,920870319.92,3174564691.71,-4083931562.92
