,20141231,20141231,20151231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,207521215.96,207521215.96,335851317.50,335851317.50,576841662.79,677138675.35,898434026.64,1111976146.77
收到的税费返还,91906.41,91906.41,2871.79,2871.79,2701095.07,348331.54,5553069.60,1904862.52
收到的其他与经营活动有关的现金,15380935.55,15380935.55,4153159.32,4153159.32,8405698.93,14820827.96,26885908.88,7782068.02
经营活动现金流入小计,222994057.92,222994057.92,340007348.61,340007348.61,587948456.79,692307834.85,930873005.12,1121663077.31
购买商品、接受劳务支付的现金,41529681.14,41529681.14,62201804.16,62201804.16,77700496.39,130631680.43,216088706.42,278726561.73
支付给职工以及为职工支付的现金,168413538.04,168413538.04,226241329.99,226241329.99,392055467.10,448716769.39,540048167.85,657034424.63
支付的各项税费,18958293.16,18958293.16,25664819.58,25664819.58,45854108.68,39193207.94,61403132.92,67916782.43
支付的其他与经营活动有关的现金,13387188.38,13387188.38,20319508.94,20319508.94,25472153.76,41677047.83,51828845.41,73926372.31
经营活动现金流出小计,242288700.72,242288700.72,334427462.67,334427462.67,541082225.93,660218705.59,869368852.60,1077604141.10
经营活动产生的现金流量净额,-19294642.80,-19294642.80,5579885.94,5579885.94,46866230.86,32089129.26,61504152.52,44058936.21
收回投资所收到的现金,88520000.00,88520000.00,59000000.00,46000000.00,386000000.00,590500000.00,1000626108.45,1357728639.39
取得投资收益所收到的现金,184853.08,184853.08,171540.55,171540.55,1212260.51,2095479.03,8000233.74,9134009.68
处置固定资产、无形资产和其他长期资产所收回的现金净额,583997.19,583997.19,17211.01,17211.01,278897.28,24045.01,52089.18,81664.46
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0
投资活动现金流入小计,89288850.27,89288850.27,59188751.56,46188751.56,387491157.79,592619524.04,1008678431.37,1366944313.53
购建固定资产、无形资产和其他长期资产所支付的现金,9546006.29,9546006.29,7189626.55,7189626.55,18975031.23,2799180.10,31160420.32,30768938.70
投资所支付的现金,92520000.00,92520000.00,65000000.00,52000000.00,366000000.00,855500000.00,1006090372.01,1175353549.49
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,97159381.70,82470000.00
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0
投资活动现金流出小计,102066006.29,102066006.29,72189626.55,59189626.55,384975031.23,858299180.10,1134410174.03,1288592488.19
投资活动产生的现金流量净额,-12777156.02,-12777156.02,-13000874.99,-13000874.99,2516126.56,-265679656.06,-125731742.66,78351825.34
吸收投资收到的现金,6666000.00,6666000.00,50000000.00,50000000.00,0,404826415.09,21579590.00,146299712.00
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,146299712.00
取得借款收到的现金,28500000.00,28500000.00,52120151.22,52120151.22,30000000.00,0,28000000.00,72000000.00
发行债券收到的现金,0,0,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0
筹资活动现金流入小计,35166000.00,35166000.00,102120151.22,102120151.22,30000000.00,404826415.09,49579590.00,218299712.00
偿还债务支付的现金,3600000.00,3600000.00,64020151.22,64020151.22,13000000.00,30000000.00,0,28000000.00
分配股利、利润或偿付利息所支付的现金,620244.82,620244.82,4552108.02,4552108.02,267754.16,8278908.27,16000000.00,16271138.87
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,0,0,0,0,161434.91,64383082.68
筹资活动现金流出小计,4220244.82,4220244.82,68572259.24,68572259.24,13267754.16,38278908.27,16161434.91,108654221.55
筹资活动产生的现金流量净额,30945755.18,30945755.18,33547891.98,33547891.98,16732245.84,366547506.82,33418155.09,109645490.45
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0
五、现金及现金等价物净增加额,-1126043.64,-1126043.64,26126902.93,26126902.93,66114603.26,132956980.02,-30809435.05,232056252.00
加:期初现金及现金等价物余额,4037341.38,4037341.38,2911297.74,2911297.74,29038200.67,95152803.93,228109783.95,197300348.90
六、期末现金及现金等价物余额,2911297.74,2911297.74,29038200.67,29038200.67,95152803.93,228109783.95,197300348.90,429356600.90
净利润,25957500.00,25957484.87,43096535.20,43096500.00,81999533.51,101011067.62,119519010.06,66865287.71
少数股东权益,0,0,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0,0,0
资产减值准备,2576700.00,2576655.43,5740989.50,5741000.00,3913153.58,7125188.99,10100904.13,21712187.81
固定资产折旧、油气资产折耗、生产性物资折旧,1574100.00,1574078.57,2007842.19,2007800.00,2383569.34,1815549.79,747075.96,2046079.65
无形资产摊销,253500.00,253518.70,493965.75,494000.00,537754.51,434093.05,1446535.17,2259377.26
长期待摊费用摊销,611400.00,611417.42,1149383.22,1149400.00,1985651.31,2559594.33,3150340.63,3397362.68
待摊费用的减少,0,0,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-19000.00,-19001.01,-9984.07,-10000.00,-21483.63,-24045.01,3570.93,0
固定资产报废损失,0,0,0,0,0,0,-48439.18,-80878.78
公允价值变动损失,0,0,0,0,0,0,0,0
