,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,524688601.11,525234554.55,485521417.74,560320055.67,594535861.04,672435351.41
收到的税费返还,0,0,135249.93,39502.89,251533.70,0
收到的其他与经营活动有关的现金,3859741.84,2347419.64,988723.89,1210478.67,5483622.64,2619336.95
经营活动现金流入小计,528548342.95,527581974.19,486645391.56,561570037.23,600271017.38,675054688.36
购买商品、接受劳务支付的现金,305502581.34,342047634.82,283496752.09,387558116.49,387550971.77,368824344.86
支付给职工以及为职工支付的现金,92866715.63,89681350.82,91708218.51,102904890.29,104073759.35,98366195.05
支付的各项税费,42299920.96,44687576.22,43738151.99,47588809.85,42486493.78,42435299.16
支付的其他与经营活动有关的现金,30305792.80,19988516.61,24482810.95,34936108.02,45717523.84,43205259.43
经营活动现金流出小计,470975010.73,496405078.47,443425933.54,572987924.65,579828748.74,552831098.50
经营活动产生的现金流量净额,57573332.22,31176895.72,43219458.02,-11417887.42,20442268.64,122223589.86
收回投资所收到的现金,18000000.00,0,0,0,0,0
取得投资收益所收到的现金,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产所收回的现金净额,484400.00,222950.00,337250.00,131455.00,20230.00,250330.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流入小计,18484400.00,222950.00,337250.00,131455.00,20230.00,250330.00
购建固定资产、无形资产和其他长期资产所支付的现金,5648195.49,6034766.30,7590196.10,5765166.62,4659762.54,28798818.66
投资所支付的现金,0,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流出小计,5648195.49,6034766.30,7590196.10,5765166.62,4659762.54,28798818.66
投资活动产生的现金流量净额,12836204.51,-5811816.30,-7252946.10,-5633711.62,-4639532.54,-28548488.66
吸收投资收到的现金,0,0,0,4404608.20,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,4404608.20,0,0
取得借款收到的现金,60000000.00,60000000.00,0,0,0,4000000.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,60000000.00,60000000.00,0.00,4404608.20,0.00,4000000.00
偿还债务支付的现金,100000000.00,60000000.00,60000000.00,0,0,0
分配股利、利润或偿付利息所支付的现金,20454629.89,22620746.12,5417985.61,4634882.94,13987641.46,9086535.43
其中：子公司支付给少数股东的股利、利润,0,8069032.92,3620735.21,4553676.22,7515716.41,9023698.63
支付其他与筹资活动有关的现金,0,0,0,500000.00,26338.45,0
筹资活动现金流出小计,120454629.89,82620746.12,65417985.61,5134882.94,14013979.91,9086535.43
筹资活动产生的现金流量净额,-60454629.89,-22620746.12,-65417985.61,-730274.74,-14013979.91,-5086535.43
四、汇率变动对现金及现金等价物的影响,42.94,728.95,863.22,90351.27,-1234101.71,-61222.89
五、现金及现金等价物净增加额,9954949.78,2745062.25,-29450610.47,-17691522.51,554654.48,88527342.88
加:期初现金及现金等价物余额,85309694.69,95264644.47,98009706.72,68559096.25,50867573.74,51422228.22
六、期末现金及现金等价物余额,95264644.47,98009706.72,68559096.25,50867573.74,51422228.22,139949571.10
净利润,55156187.38,7961197.96,23631338.40,35956570.17,58633521.24,42728713.69
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,21185577.42,13258097.80,14571953.34,14296047.33,189846.08,5998882.49
固定资产折旧、油气资产折耗、生产性物资折旧,12633519.98,12404982.54,17917612.15,19030385.98,20128713.28,20931602.27
无形资产摊销,570518.62,527039.02,571478.10,600023.91,1079699.98,1481746.97
长期待摊费用摊销,196233.11,374699.26,458507.77,658597.17,896549.46,897482.03
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-579334.23,-218152.58,-49821.89,-47220.64,-8934.18,0
固定资产报废损失,0,0,21940.57,0,0,-74180.46
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,4631086.46,2822425.00,2011884.40,337954.63,375325.05,55000.00
投资损失,0,0,0,0,0,46354.12
递延所得税资产减少,-1951321.05,-2920962.81,-1934998.77,-768301.40,-657769.29,-413616.83
递延所得税负债增加,0,0,0,0,27772.22,446536.96
存货的减少,4979252.06,21984891.85,-31396054.37,-51803221.10,46611401.49,-22552416.40
经营性应收项目的减少,-29407526.39,26130201.30,-118029363.39,-324794530.71,-61663371.99,31081182.81
经营性应付项目的增加,-9840861.14,-51147523.62,135444981.71,295115807.24,-45170484.70,41596302.21
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,57573332.22,31176895.72,43219458.02,-11417887.42,20442268.64,122223589.86
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,95264644.47,98009706.72,68559096.25,50867573.74,51422228.22,139949571.10
现金的期初余额,85309694.69,95264644.47,98009706.72,68559096.25,50867573.74,51422228.22
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,9954949.78,2745062.25,-29450610.47,-17691522.51,554654.48,88527342.88
