,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,488045016.84,820714311.44,1104771675.22,1145142321.20,1158444430.57,1242291971.26
收到的税费返还,28536204.41,50714356.84,57303410.70,81677278.36,68129828.79,62459648.92
收到的其他与经营活动有关的现金,15606862.33,55172121.13,26542245.46,40938176.85,44809480.16,161474903.77
经营活动现金流入小计,532188083.58,926600789.41,1188617331.38,1267757776.41,1271383739.52,1466226523.95
购买商品、接受劳务支付的现金,262956719.07,460478192.03,639795957.79,603485771.01,677000217.22,749433426.84
支付给职工以及为职工支付的现金,109614894.40,155873734.70,204277458.70,244050743.97,281514786.58,348217107.13
支付的各项税费,39721352.50,58839561.65,67831910.91,99413114.46,106867140.36,89663210.82
支付的其他与经营活动有关的现金,70546856.71,88541269.17,142095686.41,137119428.68,208252071.87,274896726.95
经营活动现金流出小计,482839822.68,763732757.55,1054001013.81,1084069058.12,1273634216.03,1462210471.74
经营活动产生的现金流量净额,49348260.90,162868031.86,134616317.57,183688718.29,-2250476.51,4016052.21
收回投资所收到的现金,0,0,4310000.00,0,6184347.55,10385769.00
取得投资收益所收到的现金,0,3746120.55,281624.97,1480155.63,555107.31,11081300.06
处置固定资产、无形资产和其他长期资产所收回的现金净额,297292.58,2144336.04,1203134.70,2824395.65,207777.87,2217031.82
处置子公司及其他营业单位收到的现金净额,0,0,0,558980.22,0,0
收到的其他与投资活动有关的现金,45841403.80,13607289.95,486972.65,111515762.61,94364780.26,146356958.05
投资活动现金流入小计,46138696.38,19497746.54,6281732.32,116379294.11,101312012.99,170041058.93
购建固定资产、无形资产和其他长期资产所支付的现金,120311540.19,66312645.37,99376565.21,73916145.88,76496344.93,243257882.91
投资所支付的现金,114548522.42,32900000.00,24325000.00,81504200.00,185078625.00,29943300.00
取得子公司及其他营业单位支付的现金净额,52522862.12,574965388.08,468705024.96,23192260.15,11543770.96,0
支付的其他与投资活动有关的现金,0,359798.49,2000000.00,106169955.94,90000000.00,387178433.62
投资活动现金流出小计,287382924.73,674537831.94,594406590.17,284782561.97,363118740.89,660379616.53
投资活动产生的现金流量净额,-241244228.35,-655040085.40,-588124857.85,-168403267.86,-261806727.90,-490338557.60
吸收投资收到的现金,500000.00,100000.00,592299961.29,1900000.00,3375000.00,567182047.56
其中：子公司吸收少数股东投资收到的现金,500000.00,100000.00,1300000.00,1900000.00,3375000.00,600000.00
取得借款收到的现金,0,460000000.00,460334556.83,377393500.00,713069639.40,724103710.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,600000.00,1100000.00
筹资活动现金流入小计,500000.00,460100000.00,1052634518.12,379293500.00,717044639.40,1292385757.56
偿还债务支付的现金,0,10000000.00,295000000.00,528119584.75,362800000.00,701040470.00
分配股利、利润或偿付利息所支付的现金,99734332.73,23312842.09,54919916.88,128960975.62,38520354.35,46815481.92
其中：子公司支付给少数股东的股利、利润,15984332.73,5748372.17,1452548.32,0,1426964.21,1821734.87
支付其他与筹资活动有关的现金,127501.00,0,3905283.33,1000000.00,8072201.17,20996757.80
筹资活动现金流出小计,99861833.73,33312842.09,353825200.21,658080560.37,409392555.52,768852709.72
筹资活动产生的现金流量净额,-99361833.73,426787157.91,698809317.91,-278787060.37,307652083.88,523533047.84
四、汇率变动对现金及现金等价物的影响,-4966634.60,3136355.91,4076831.47,-1529129.31,-1193656.32,-365351.63
五、现金及现金等价物净增加额,-296224435.78,-62248539.72,249377609.10,-265030739.25,42401223.15,36845190.82
加:期初现金及现金等价物余额,799883476.10,503659040.32,441410500.60,690788109.70,425757370.45,468158593.60
六、期末现金及现金等价物余额,503659040.32,441410500.60,690788109.70,425757370.45,468158593.60,505003784.42
净利润,81162906.86,140315455.46,188639168.02,131174808.48,140964669.43,146241388.71
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,5347699.11,44051936.35,23208036.77,66662952.81,40919336.46,61905139.01
固定资产折旧、油气资产折耗、生产性物资折旧,16768013.56,22221925.59,32883556.23,37637524.84,39726455.93,45909674.97
无形资产摊销,2679330.34,6080339.33,9110056.82,11151054.37,15395936.62,19134781.86
