,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,19700101,
销售商品、提供劳务收到的现金,229364158.89,158928456.87,0,464712485.05,302816172.07,0,0,245263462.81,167681982.25,0,
收到的税费返还,17253886.42,16343488.70,0,11454357.19,8249774.07,0,0,4867296.00,2688670.59,0,
收到的其他与经营活动有关的现金,6044046.44,7629382.78,0,28784762.38,30313791.05,0,0,16164821.11,9507453.20,0,
经营活动现金流入小计,252662091.75,182901328.35,0,504951604.62,341379737.19,0,0,266295579.92,179878106.04,0,
购买商品、接受劳务支付的现金,185151303.54,121783316.13,0,298929405.60,195183444.91,0,0,197091470.61,85247533.26,0,
支付给职工以及为职工支付的现金,57188314.87,37889107.83,0,63851817.97,46932711.72,0,0,46920685.84,31974243.09,0,
支付的各项税费,22589206.18,10536130.51,0,29575663.29,20313002.76,0,0,21033915.53,25814254.81,0,
支付的其他与经营活动有关的现金,24057844.24,16581304.98,0,36217396.41,40317840.82,0,0,49942392.29,44917504.68,0,
经营活动现金流出小计,288986668.83,186789859.45,0,428574283.27,302747000.21,0,0,314988464.27,187953535.84,0,
经营活动产生的现金流量净额,-36324577.08,-3888531.10,7209800.00,76377321.35,38632736.98,63087600.00,-22243100.00,-48692884.35,-8075429.80,0,
收回投资所收到的现金,0,0,0,0,0,0,0,0,31500000.00,0,
取得投资收益所收到的现金,2305287.68,1899464.24,0,1551020.88,0,0,0,0,332695.77,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,0,0,0,0,31070.03,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,807300000.00,564500000.00,0,831200000.00,308000000.00,0,0,0,0,0,
投资活动现金流入小计,809605287.68,566399464.24,0,832751020.88,308000000.00,0,0,0.00,31863765.80,0,
购建固定资产、无形资产和其他长期资产所支付的现金,186104.02,854711.57,0,7458974.61,1194839.75,0,0,10189854.32,91885242.05,0,
投资所支付的现金,0,0,0,0,0,0,0,0,0,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,868200000.00,574500000.00,0,851200000.00,414000000.00,0,0,0,0,0,
投资活动现金流出小计,868386104.02,575354711.57,0,858658974.61,415194839.75,0,0,10189854.32,91885242.05,0,
投资活动产生的现金流量净额,-58780816.34,-8955247.33,-103541800.00,-25907953.73,-107194839.75,-94977000.00,0,-10189854.32,-60021476.25,0,
吸收投资收到的现金,0,0,0,75495000.00,75495000.00,0,0,0,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,0,0,0,25000000.00,25000000.00,0,0,60000000.00,85980000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,112817948.72,66750000.00,0,
筹资活动现金流入小计,0.00,0.00,0,100495000.00,100495000.00,0,0,172817948.72,152730000.00,0,
偿还债务支付的现金,6498500.00,5999000.00,0,71998000.00,56498500.00,0,0,77998000.00,15000000.00,0,
分配股利、利润或偿付利息所支付的现金,755373.92,532728.45,0,3384673.77,3890880.31,0,0,5357013.13,2199319.57,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,0,0,0,225000.00,125000.00,0,0,23258279.70,54210000.00,0,
筹资活动现金流出小计,7253873.92,6531728.45,0,75607673.77,60514380.31,0,0,106613292.83,71409319.57,0,
筹资活动产生的现金流量净额,-7253873.92,-6531728.45,-5802000.00,24887326.23,39980619.69,4829300.00,8308900.00,66204655.89,81320680.43,0,
四、汇率变动对现金及现金等价物的影响,0,212095.53,0,-43802.21,0,0,0,0,0,0,
五、现金及现金等价物净增加额,-102359267.34,-19163411.35,-102134000.00,75312891.64,-28581483.08,-27060100.00,-13934200.00,7321917.22,13223774.38,0,
加:期初现金及现金等价物余额,105581275.75,105581275.75,0,30268384.11,30268384.11,0,0,22946466.89,9722692.51,0,
六、期末现金及现金等价物余额,3222008.41,86417864.40,3659300.00,105581275.75,1686901.03,3074400.00,16334100.00,30268384.11,22946466.89,0,
净利润,70901697.46,30152434.91,0,73338971.11,3015479.17,0,0,35757329.94,5301559.25,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,
资产减值准备,486491.94,486491.94,0,441936.67,101619.32,0,0,5502113.86,3672549.90,0,
固定资产折旧、油气资产折耗、生产性物资折旧,9331286.17,6204144.23,0,12486696.34,9919935.74,0,0,10731265.80,6146818.91,0,
无形资产摊销,279361.89,186241.26,0,290479.38,197358.75,0,0,269513.88,302291.45,0,
长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,0,0,0,
固定资产报废损失,0,0,0,115866.34,115866.34,0,0,0,1292.40,0,
公允价值变动损失,-230452.05,-194643.84,0,-140383.56,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,
财务费用,783279.68,349564.64,0,3674914.63,3890880.31,0,0,9593031.59,3246535.90,0,
投资损失,-2307820.79,-1759080.68,0,-1551020.88,-678767.08,0,0,0,-363765.80,0,
递延所得税资产减少,-125696.52,198278.81,0,-212780.46,-1399351.04,0,0,-121354.36,-809492.01,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,0,0,
存货的减少,-9705010.81,-42117693.58,0,-23160314.15,-68893082.28,0,0,-5486376.14,-12025739.87,0,
经营性应收项目的减少,-22683773.30,37797125.48,0,-62492437.57,-33544101.24,0,0,-152364549.74,-24644912.90,0,
经营性应付项目的增加,-84139832.09,-33985616.38,0,72470713.25,128812016.74,0,0,35615820.82,11097432.97,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,0,0,11810320.00,0,0,
经营活动产生现金流量净额,-36324577.08,-3888531.10,0,76377321.35,38632736.98,0,0,-48692884.35,-8075429.80,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,3222008.41,86417864.40,0,105581275.75,1686901.03,0,0,30268384.11,22946466.89,0,
现金的期初余额,105581275.75,105581275.75,0,30268384.11,30268384.11,0,0,22946466.89,9722692.51,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,-102359267.34,-19163411.35,0,75312891.64,-28581483.08,0,0,7321917.22,13223774.38,0,
