,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,434490480.86,880701750.55,851467499.93,670263625.76,725683529.23,739074291.47
收到的税费返还,0,12201.26,0,0,0,0
收到的其他与经营活动有关的现金,6806336.56,18200426.82,3636342.44,7692664.66,7604361.64,9733915.08
经营活动现金流入小计,441296817.42,898914378.63,855103842.37,677956290.42,733287890.87,748808206.55
购买商品、接受劳务支付的现金,348066256.36,603746145.98,605299359.02,527783067.51,553683914.14,677138082.17
支付给职工以及为职工支付的现金,38777594.85,102840996.02,98576385.18,91573915.47,80884960.61,80591415.84
支付的各项税费,12042272.29,63697447.07,46458112.79,43904936.43,37843583.41,27956231.26
支付的其他与经营活动有关的现金,25626341.65,37358437.84,22685823.17,25181657.29,24401874.98,26678959.55
经营活动现金流出小计,424512465.15,807643026.91,773019680.16,688443576.70,696814333.14,812364688.82
经营活动产生的现金流量净额,16784352.27,91271351.72,82084162.21,-10487286.28,36473557.73,-63556482.27
收回投资所收到的现金,0,0,0,0,0,0
取得投资收益所收到的现金,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,6869.62,9304.39,340342205.34,37693232.69,41579443.03
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流入小计,0.00,6869.62,9304.39,340342205.34,37693232.69,41579443.03
购建固定资产、无形资产和其他长期资产所支付的现金,4016113.16,18820122.30,11105259.02,7007142.40,7128703.90,8000285.57
投资所支付的现金,0,0,0,0,0,55000000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,1421359.78,1832699.64,0
投资活动现金流出小计,4016113.16,18820122.30,11105259.02,8428502.18,8961403.54,63000285.57
投资活动产生的现金流量净额,-4016113.16,-18813252.68,-11095954.63,331913703.16,28731829.15,-21420842.54
吸收投资收到的现金,0,0,0,0,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,150000000.00,70000000.00,293252100.00,150250000.00,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,150000000.00,70000000.00,293252100.00,150250000.00,0.00,0.00
偿还债务支付的现金,160000000.00,135000000.00,170000000.00,343502100.00,0,0
分配股利、利润或偿付利息所支付的现金,9149417.36,7408986.38,7744570.52,6478878.52,350655.46,19041562.17
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,17000000.00,101431458.11,117450229.43,74670787.52,0,0
筹资活动现金流出小计,186149417.36,243840444.49,295194799.95,424651766.04,350655.46,19041562.17
筹资活动产生的现金流量净额,-36149417.36,-173840444.49,-1942699.95,-274401766.04,-350655.46,-19041562.17
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0
五、现金及现金等价物净增加额,-23381178.25,-101382345.45,69045507.63,47024650.84,64854731.42,-104018886.98
加:期初现金及现金等价物余额,47200664.46,174362620.34,72980274.89,142025782.52,189050433.36,253905164.78
六、期末现金及现金等价物余额,23819486.21,72980274.89,142025782.52,189050433.36,253905164.78,149886277.80
净利润,-32070863.87,26168444.80,14121200.04,162362564.85,47196998.42,48558864.61
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,16404894.60,14832923.48,6141040.06,104393431.59,-10836678.98,-425665.47
固定资产折旧、油气资产折耗、生产性物资折旧,29520189.80,31072486.00,30079933.35,16464061.47,9351636.17,7812072.20
无形资产摊销,396204.60,586323.60,1063331.29,1729918.43,2524815.76,2586851.89
长期待摊费用摊销,0,0,0,0,84064.70,810456.35
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,0,-546.25,5381.92,-278749292.32,-5704364.02,-8548200.62
固定资产报废损失,0,19817.90,0,0,0,443418.71
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,9065686.44,7300301.31,7927239.56,6717653.68,350655.46,6711.01
投资损失,0,0,0,0,0,0
递延所得税资产减少,-1752211.15,-1082489.04,-17499717.49,10866192.28,-988800.67,-3173169.57
递延所得税负债增加,0,0,0,0,31087.24,1677115.90
存货的减少,-10148459.59,-1567375.29,-23884467.75,-437919.60,-24734597.52,-54010082.81
经营性应收项目的减少,-11051513.19,-38408490.41,69097289.88,-45991992.28,46549298.90,-110666302.94
经营性应付项目的增加,16420424.63,52349955.62,-4967068.65,12158095.62,-27350557.73,51371448.47
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,16784352.27,91271351.72,82084162.21,-10487286.28,36473557.73,-63556482.27
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,23819486.21,72980274.89,142025782.52,189050433.36,253905164.78,149886277.80
现金的期初余额,47200664.46,174362620.34,72980274.89,142025782.52,189050433.36,253905164.78
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,-23381178.25,-101382345.45,69045507.63,47024650.84,64854731.42,-104018886.98
