收到其他与筹资活动有关的现金,0,0,0,0,0,0,576452.57,0,0,260989.54,0,0,0,0,0,0,0,0,0,0,
筹资活动现金流入小计,737989600.00,120000000.00,415586720.96,415364500.00,194164333.94,275000000.00,212128152.57,206600000.00,6599475.22,80260989.54,60000000.00,60000000.00,60000000.00,136723800.00,251550000.00,99000000.00,74900000.00,166500000.00,10000000.00,0,
偿还债务支付的现金,170464305.44,60474710.57,475122415.52,240000000.00,70000000.00,200000000.00,205000000.00,206600000.00,0,113550000.00,93550000.00,113550000.00,79550000.00,0,117500000.00,62000000.00,52500000.00,2000000.00,3500000.00,0,
分配股利、利润或偿付利息所支付的现金,60798334.83,60250971.99,64044788.16,61992936.98,58882472.88,90317930.34,185170206.71,17377077.45,2382576.03,16319889.29,13044216.77,8998627.10,3075346.98,31717230.42,3172373.90,62057568.58,61140476.45,88645975.00,538679.26,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,2641188.53,1886268.34,3631034.32,2283095.24,2267543.18,1226415.10,18576452.57,0,30000000.00,0,0,0,0,0,98000000.00,0,0,0,0,0,
筹资活动现金流出小计,233903828.80,122611950.90,542798238.00,304276032.22,131150016.06,291544345.44,408746659.28,223977077.45,32382576.03,129869889.29,106594216.77,122548627.10,82625346.98,31717230.42,218672373.90,124057568.58,113640476.45,90645975.00,4038679.26,0,
筹资活动产生的现金流量净额,504085771.20,-2611950.90,-127211517.04,111088467.78,63014317.88,-16544345.44,-196618506.71,-17377077.45,-25783100.81,-49608899.75,-46594216.77,-62548627.10,-22625346.98,105006569.58,32877626.10,-25057568.58,-38740476.45,75854025.00,5961320.74,0,
四、汇率变动对现金及现金等价物的影响,-20271171.55,9551921.80,19135638.87,26007883.44,2570472.28,11268933.19,-12851409.54,10835944.21,0,0,0,0,0,0,0,0,0,0,0,0,
五、现金及现金等价物净增加额,640100003.66,95278073.82,-25885213.28,115212811.28,-18645302.35,24645426.97,-28324052.86,49238201.97,-36794935.06,-62715448.76,-87540572.71,-100039012.89,-102925096.79,86783095.65,-1597812.61,1544673.21,660132.97,23441236.58,6379293.35,0,
加:期初现金及现金等价物余额,39376358.68,39376358.68,65261571.96,65261571.96,65261571.96,40616144.99,68940197.85,19701995.88,61715364.57,124430813.33,124430813.33,124430813.33,124430813.33,37647717.68,37647717.68,36103044.47,36103044.47,12661807.89,6282514.54,0,
六、期末现金及现金等价物余额,679476362.34,134654432.50,39376358.68,180474383.24,46616269.61,65261571.96,40616144.99,68940197.85,24920429.51,61715364.57,36890240.62,24391800.44,21505716.54,124430813.33,36049905.07,37647717.68,36763177.44,36103044.47,12661807.89,0,
净利润,0,0,284603805.65,0,111859200.00,244748700.00,239985300.00,228249000.00,13662139.13,56138260.06,44087995.21,21232516.66,11701421.71,50131117.09,34935260.12,71287130.40,52503516.25,49108172.20,36101490.54,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,0,4990496.50,0,5422000.00,9024700.00,-803900.00,4059300.00,0,6902495.17,0,0,0,0,0,0,0,0,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,0,53612787.63,0,22606700.00,38066400.00,39403700.00,37173500.00,6329553.25,15062073.21,15076095.99,9546148.20,4633153.99,10523353.01,7982136.98,13362422.37,10746107.32,7651052.49,5417842.41,0,
无形资产摊销,0,0,3697076.64,0,1793800.00,2106100.00,1775100.00,2142700.00,34864.50,128298.38,94879.24,63556.72,28587.48,128037.39,74595.80,97599.96,73199.97,0,97600.00,0,
长期待摊费用摊销,0,0,1923836.93,0,789600.00,1746400.00,1110100.00,1033600.00,0,0,0,0,0,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,-2007870.99,0,0,0,0,0,0,0,0,13106.53,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,2360000.00,0,0,0,0,0,0,0,142565.52,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,825577.05,0,919800.00,-41200.00,22000.00,6700.00,0,0,0,0,0,104022.04,0,0,0,0,0,0,
固定资产报废损失,0,0,36560.25,0,17900.00,11300.00,0,900.00,0,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,-7493759.75,0,-7493800.00,7493800.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,0,-3958588.79,0,2996400.00,-5217700.00,10250000.00,-13322200.00,2382576.03,17834299.75,13044216.77,8998627.10,3075346.98,5744483.45,3172373.90,2057568.58,1140476.45,0,0,0,
投资损失,0,0,5238038.20,0,5238000.00,7843300.00,-948300.00,-1748600.00,-1484400.00,-1237000.00,0,0,0,-1237000.00,-1237000.00,-214262.27,0,0,0,0,
递延所得税资产减少,0,0,5915555.82,0,795200.00,5026200.00,-9533000.00,128200.00,0,0,0,0,0,0,0,0,0,0,0,0,
递延所得税负债增加,0,0,8938091.31,0,2846800.00,753900.00,1583800.00,1663500.00,0,0,0,0,0,0,0,0,0,0,0,0,
存货的减少,0,0,-59281462.34,0,-43179500.00,-25156000.00,-53151100.00,-12173700.00,617542.71,-7413713.03,3614907.91,-12825434.39,-13179291.15,-16072599.66,-9316552.34,-12186194.48,-3707764.18,-16722019.32,-4005687.39,0,
经营性应收项目的减少,0,0,-7477613.38,0,-31477100.00,-53589300.00,-40746200.00,1620400.00,-21765128.47,11396560.11,-48784226.92,-12381491.64,-23132015.71,-34655394.54,-9945444.45,-15436225.60,7069076.86,-22061594.76,9669316.26,0,
经营性应付项目的增加,0,0,49270393.31,0,23306900.00,-16728200.00,46950300.00,27684000.00,9064759.22,-44051946.95,-3299309.94,3217861.44,-22984878.06,45308464.52,736126.26,39859307.19,37697880.32,-10006908.86,-33696329.04,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,18407900.00,0,0,0,-128048.18,-122580.12,503337.25,415262.52,1191774.40,0,0,0,0,0,0,
经营活动产生现金流量净额,0,0,340840795.03,0,96442000.00,234496200.00,235897900.00,276517300.00,6834035.38,56991278.52,23711978.14,18355121.34,-39442412.24,61166257.70,26401496.27,98827346.15,105522492.99,8124373.80,13584232.78,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,0,39376358.68,0,0,0,0,0,24920429.51,61715364.57,36890240.62,24391800.44,21505716.54,124430813.33,36049905.07,37647717.68,36763177.44,36103044.47,12661807.89,0,
现金的期初余额,0,0,65261571.96,0,0,0,0,0,61715364.57,124430813.33,124430813.33,124430813.33,124430813.33,37647717.68,37647717.68,36103044.47,36103044.47,12661807.89,6282514.54,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,0,-25885213.28,0,0,0,0,0,-36794935.06,-62715448.76,-87540572.71,-100039012.89,-102925096.79,86783095.65,-1597812.61,1544673.21,660132.97,23441236.58,6379293.35,0,
