,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,458599168.58,537533829.67,672963294.21,1100606360.15,1353659807.23,3739519618.62
收到的税费返还,1421060.32,1294250.91,13612210.34,18428992.28,22576590.18,583378.22
收到的其他与经营活动有关的现金,10646163.79,16763938.22,54965189.53,83165028.66,97574979.30,118487799.82
经营活动现金流入小计,470666392.69,555592018.80,741540694.08,1202200381.09,1473811376.71,3858590796.66
购买商品、接受劳务支付的现金,267786373.97,494856907.03,532159074.82,699711193.84,1178042151.44,3348525835.59
支付给职工以及为职工支付的现金,34700055.81,50729416.58,81156676.16,99836533.06,122431059.27,109364701.05
支付的各项税费,38758731.18,55665764.04,63399280.65,49662746.72,44505467.53,46212014.07
支付的其他与经营活动有关的现金,55011361.88,68520042.02,93016201.06,166441008.46,107224044.74,158762938.22
经营活动现金流出小计,396256522.84,669772129.67,769731232.69,1015651482.08,1452202722.98,3662865488.93
经营活动产生的现金流量净额,74409869.85,-114180110.87,-28190538.61,186548899.01,21608653.73,195725307.73
收回投资所收到的现金,0,30520000.00,0,0,0,0
取得投资收益所收到的现金,0,71600.84,8515.16,0,0,38818.73
处置固定资产、无形资产和其他长期资产所收回的现金净额,313846.15,447621.36,808901.64,417748.70,334439.57,904141.38
处置子公司及其他营业单位收到的现金净额,2100000.00,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,72834992.80,0,0,9134702.60
投资活动现金流入小计,2413846.15,31039222.20,73652409.60,417748.70,334439.57,10077662.71
购建固定资产、无形资产和其他长期资产所支付的现金,22322231.10,27792561.27,74927552.51,32928432.66,30185451.48,16757584.79
投资所支付的现金,0,30520000.00,32844779.77,0,0,150000.00
取得子公司及其他营业单位支付的现金净额,54700000.00,82219109.18,4576750.49,400000.00,0,0
支付的其他与投资活动有关的现金,1014.51,387414.00,73834992.80,0,0,62520503.04
投资活动现金流出小计,77023245.61,140919084.45,186184075.57,33328432.66,30185451.48,79428087.83
投资活动产生的现金流量净额,-74609399.46,-109879862.25,-112531665.97,-32910683.96,-29851011.91,-69350425.12
吸收投资收到的现金,1650000.00,72694929.28,210149070.65,0,150000.00,0
其中：子公司吸收少数股东投资收到的现金,1650000.00,11194929.28,16000000.00,0,150000.00,0
取得借款收到的现金,155866705.73,530489280.61,823494987.42,478767884.20,333490000.00,433951143.77
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,2210778.91,9911821.06,160806929.29,19849436.87,92448646.46,228474620.37
筹资活动现金流入小计,159727484.64,613096030.95,1194450987.36,498617321.07,426088646.46,662425764.14
偿还债务支付的现金,143593593.49,290817245.36,497906100.71,691135455.52,429898120.06,430690000.00
分配股利、利润或偿付利息所支付的现金,24564810.12,28409812.09,50096394.40,31941079.65,29186569.10,23339311.70
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,171229472.78,79309080.06,84096053.53,186621022.37
筹资活动现金流出小计,168158403.61,319227057.45,719231967.89,802385615.23,543180742.69,640650334.07
筹资活动产生的现金流量净额,-8430918.97,293868973.50,475219019.47,-303768294.16,-117092096.23,21775430.07
四、汇率变动对现金及现金等价物的影响,137643.03,-2127653.17,5390108.67,-11489901.19,3387098.95,-1266802.63
五、现金及现金等价物净增加额,-8492805.55,67681347.21,339886923.56,-161619980.30,-121947355.46,146883510.05
加:期初现金及现金等价物余额,50687524.42,42194718.87,109876066.08,449762989.64,288143009.34,166195653.88
六、期末现金及现金等价物余额,42194718.87,109876066.08,449762989.64,288143009.34,166195653.88,313079163.93
净利润,61107241.89,71103084.38,219668335.24,33603375.12,-432651067.04,-10076190.80
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,2386163.83,13786983.34,31028109.52,54103360.03,355467802.98,-40042916.88
固定资产折旧、油气资产折耗、生产性物资折旧,23391596.56,24176233.84,29439595.63,36339361.86,41773857.12,45070083.34
无形资产摊销,689316.01,1569988.46,16265471.31,19802803.25,19292176.91,16722356.04
长期待摊费用摊销,150320.90,123693.39,257186.38,239028.55,219992.37,475949.22
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-98115.65,-45354.75,-438194.68,-43038.48,-251096.42,57769.22
固定资产报废损失,0,0,0,117116.03,210733.29,95540.74
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,6438715.33,16289315.17,18218653.06,40980494.30,30076245.60,23137549.98
投资损失,-4549451.54,-14898148.28,-103151996.42,518261.02,0,53723850.91
递延所得税资产减少,-184988.88,-2314204.91,3360139.07,-8198187.14,-3692938.21,-12517978.54
递延所得税负债增加,0,-132807.19,-2464599.19,-3190564.90,-2518464.38,-2549850.04
存货的减少,-24151888.68,6178536.39,188244950.98,46722538.03,-515523155.11,-323911668.39
经营性应收项目的减少,-86892876.36,-202192275.77,-182950511.13,-110931899.20,169091916.40,57554891.58
经营性应付项目的增加,96123836.44,-27825154.94,-245667678.38,76486250.54,360112650.22,387985921.35
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,74409869.85,-114180110.87,-28190538.61,186548899.01,21608653.73,195725307.73
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,86569993.82,5982905.98,0,0
现金的期末余额,42194718.87,109876066.08,449762989.64,288143009.34,166195653.88,313079163.93
现金的期初余额,50687524.42,42194718.87,109876066.08,449762989.64,288143009.34,166195653.88
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,-8492805.55,67681347.21,339886923.56,-161619980.30,-121947355.46,146883510.05
