,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180630,20171231,20161231,20151231,20140630,20131231,20121231,20111231,19700101,
销售商品、提供劳务收到的现金,564476850.16,342111442.11,134811898.11,548290876.22,434866631.95,257272593.89,127487640.27,544622026.27,277077609.62,504484288.23,419072663.41,390070260.35,163373399.72,284561940.70,235778311.25,231422610.98,0,
收到的税费返还,18268458.95,9397872.44,3740958.93,14684365.67,11085044.80,6957622.57,1392599.61,11933826.49,1020337.78,15897644.16,10283120.82,11321428.79,4895387.25,10745552.46,11014691.44,3341173.00,0,
收到的其他与经营活动有关的现金,23853932.36,12893939.79,7926360.61,19681727.61,23924217.65,21505065.12,693854.09,27541829.02,15452786.02,21147106.33,9455737.09,10493332.85,1794095.26,8754421.42,8901246.28,8094439.84,0,
经营活动现金流入小计,606599241.47,364403254.34,146479217.65,582656969.50,469875894.40,285735281.58,129574093.97,584097681.78,293550733.42,541529038.72,438811521.32,411885021.99,170062882.23,304061914.58,255694248.97,242858223.82,0,
购买商品、接受劳务支付的现金,321250738.51,204921435.33,87039113.07,257053597.69,223704472.45,100302061.03,60445327.51,289168398.28,185257031.22,254599317.36,174402609.21,167350759.29,69159444.77,145092368.84,109124399.12,135242820.91,0,
支付给职工以及为职工支付的现金,118858973.41,82916637.18,34701375.92,127243921.19,97055822.90,66917786.22,30860686.85,121679678.53,70987183.97,108442304.02,86982257.59,78823325.16,34332795.02,52851134.14,40553921.97,31351610.45,0,
支付的各项税费,49547852.77,28808522.64,8864144.62,50822374.38,39339242.32,26315786.52,11907382.04,48599904.43,29006521.90,51249139.97,41128097.77,40536112.85,18254276.72,32576676.63,30272596.02,21080364.34,0,
支付的其他与经营活动有关的现金,45017803.02,17850890.71,14495877.24,74826500.46,62025318.42,43765766.27,16042177.28,76349560.50,20111591.28,62529791.62,58396387.13,45252870.91,17259556.01,32241930.69,25896173.18,26221237.33,0,
经营活动现金流出小计,534675367.71,334497485.86,145100510.85,509946393.72,422124856.09,237301400.04,119255573.68,535797541.74,305362328.37,476820552.97,360909351.70,331963068.21,139006072.52,262762110.30,205847090.29,213896033.03,0,
经营活动产生的现金流量净额,71923873.76,29905768.48,1378706.80,72710575.78,47751038.31,48433881.54,10318520.29,48300140.04,-11811594.95,64708485.75,77902169.62,79921953.78,31056809.71,41299804.28,49847158.68,28962190.79,0,
收回投资所收到的现金,551750000.00,323250000.00,184050000.00,519840000.00,292223735.40,230450000.00,79062722.53,473469700.00,261800000.00,683180000.00,606470000.00,117390000.00,0,0,0,0,0,
取得投资收益所收到的现金,3125094.62,1684687.83,914296.40,3678270.36,1968025.83,1570663.98,130137.02,1810710.09,1359958.63,4507472.16,2341373.25,1843818.63,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,54500.00,54500.00,0,30488376.72,16000000.00,0,0,535042.73,0,0,1100.00,13000.00,0,0,40040.00,1900.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流入小计,554929594.62,324989187.83,184964296.40,554006647.08,310191761.23,232020663.98,79192859.55,475815452.82,263159958.63,687687472.16,608812473.25,119246818.63,0.00,0.00,40040.00,1900.00,0,
购建固定资产、无形资产和其他长期资产所支付的现金,6163201.31,3540662.38,1642622.64,23560631.20,19699565.49,4174334.16,1968509.91,51990468.96,25718787.34,33280835.64,19917146.73,5233173.36,2807063.74,4020543.43,25400901.65,3636952.86,0,
投资所支付的现金,874450000.00,516760000.00,224560000.00,542890000.00,398840000.00,255300000.00,141300000.00,451840000.00,261640000.00,679459700.00,628060000.00,122390000.00,0,0,0,0,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,4470.08,2000.00,0,12100000.00,12100000.00,0,1750000.00,1290714.25,10000000.00,0,0,0,0,
投资活动现金流出小计,880613201.31,520300662.38,226202622.64,566450631.20,418544035.57,259476334.16,143268509.91,515930468.96,299458787.34,712740535.64,649727146.73,128913887.61,12807063.74,4020543.43,25700901.65,3636952.86,0,
投资活动产生的现金流量净额,-325683606.69,-195311474.55,-41238326.24,-12443984.12,-108352274.34,-27455670.18,-64075650.36,-40115016.14,-36298828.71,-25053063.48,-40914673.48,-9667068.98,-12807063.74,-4020543.43,-25660861.65,-3635052.86,0,
吸收投资收到的现金,449347200.00,445847200.00,0,0,0,0,0,65600000.00,65150000.00,0,0,0,0,3000000.00,0,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,8000000.00,7750000.00,0,0,0,0,0,0,0,0,
取得借款收到的现金,4000000.00,4000000.00,0,10000000.00,8000000.00,8000000.00,0,10000000.00,0,0,0,0,0,0,0,0,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,3581498.16,0,0,14697508.56,13993783.16,13503635.08,14189555.74,9746426.08,2719602.80,5088781.77,0,0,0,0,0,0,0,
筹资活动现金流入小计,456928698.16,449847200.00,0.00,24697508.56,21993783.16,21503635.08,14189555.74,85346426.08,67869602.80,5088781.77,0.00,0.00,0.00,3000000.00,0.00,0.00,0,
偿还债务支付的现金,11445593.76,10000000.00,4000000.00,10000000.00,10000000.00,10000000.00,10000000.00,0,0,0,0,20000000.00,0,0,0,0,0,
分配股利、利润或偿付利息所支付的现金,142719910.88,4134571.53,0,2297172.12,2209241.01,2120307.67,135393.75,62214432.50,15241520.00,79958480.00,0,21281477.77,17500000.00,26305736.52,10500000.00,3794002.53,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,3581547.84,3581531.21,3581514.59,0,0,0,0,21745996.44,0,5708284.57,2100100.00,0,0,0,0,0,0,
