,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,207962761.76,295322506.09,317119375.90,338217272.74,519910325.86,598247902.89
收到的税费返还,193391.41,0,0.00,0,861159.92,2150866.98
收到的其他与经营活动有关的现金,942136.75,4009205.31,1864286.45,9773666.99,27126344.89,5754439.82
经营活动现金流入小计,209098289.92,299331711.40,318983662.35,347990939.73,547897830.67,606153209.69
购买商品、接受劳务支付的现金,115052186.76,183744694.31,194475031.56,247807030.96,306231764.13,415391213.49
支付给职工以及为职工支付的现金,56506396.80,56421502.82,59465404.42,62386504.21,89778822.34,117252467.97
支付的各项税费,12260842.60,20204579.60,18240764.49,14821367.95,21539676.69,32166569.02
支付的其他与经营活动有关的现金,18869774.16,24350830.90,40912147.38,40313621.11,69585353.93,62482017.66
经营活动现金流出小计,202689200.32,284721607.63,313093347.85,365328524.23,487135617.09,627292268.14
经营活动产生的现金流量净额,6409089.60,14610103.77,5890314.50,-17337584.50,60762213.58,-21139058.45
收回投资所收到的现金,0,0,0.00,20000000.00,0,9999.13
取得投资收益所收到的现金,0,0,0.00,192500.00,0,1181.76
处置固定资产、无形资产和其他长期资产所收回的现金净额,367128.63,16005.00,14000.00,32500.00,9200.00,0
处置子公司及其他营业单位收到的现金净额,0,0,0.00,0,0,0
收到的其他与投资活动有关的现金,0,0,0.00,0,0,0
投资活动现金流入小计,367128.63,16005.00,14000.00,20225000.00,9200.00,11180.89
购建固定资产、无形资产和其他长期资产所支付的现金,7828805.55,8014056.51,24816406.58,61439184.85,30831889.05,43176278.63
投资所支付的现金,0,0,0.00,20000000.00,0,208741165.75
取得子公司及其他营业单位支付的现金净额,0,0,0.00,0,15084400.83,0
支付的其他与投资活动有关的现金,0,0,0.00,0,50000.00,0
投资活动现金流出小计,7828805.55,8014056.51,24816406.58,81439184.85,45966289.88,251917444.38
投资活动产生的现金流量净额,-7461676.92,-7998051.51,-24802406.58,-61214184.85,-45957089.88,-251906263.49
吸收投资收到的现金,0,0,152542680.00,0,440000.00,258824.00
其中：子公司吸收少数股东投资收到的现金,0,0,0.00,0,440000.00,258824.00
取得借款收到的现金,68600000.00,64800000.00,73000000.00,30000000.00,91500000.00,333950000.00
发行债券收到的现金,0,0,0.00,0,0,0
收到其他与筹资活动有关的现金,0,0,0.00,0,0,0
筹资活动现金流入小计,68600000.00,64800000.00,225542680.00,30000000.00,91940000.00,334208824.00
偿还债务支付的现金,47477802.94,54800000.00,86200000.00,43600000.00,35500000.00,99357142.83
分配股利、利润或偿付利息所支付的现金,3070014.10,4123319.03,3139990.76,8618519.85,10953027.13,22057034.87
其中：子公司支付给少数股东的股利、利润,0,0,0.00,0,0,0
支付其他与筹资活动有关的现金,0,0,0.00,0,0,0
筹资活动现金流出小计,50547817.04,58923319.03,89339990.76,52218519.85,46453027.13,121414177.70
筹资活动产生的现金流量净额,18052182.96,5876680.97,136202689.24,-22218519.85,45486972.87,212794646.30
四、汇率变动对现金及现金等价物的影响,83207.94,-1504876.32,420754.60,-432528.35,-336556.43,1111062.08
五、现金及现金等价物净增加额,17082803.58,10983856.91,117711351.76,-101202817.55,59955540.14,-59139613.56
加:期初现金及现金等价物余额,45004030.42,62086834.00,73070690.91,190782042.67,89579225.12,149534765.26
六、期末现金及现金等价物余额,62086834.00,73070690.91,190782042.67,89579225.12,149534765.26,90395151.70
净利润,33379117.06,34713273.03,38154442.94,39031979.95,68620005.10,65100161.82
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,14629882.41,7844538.56,5659053.91,5390446.45,8527367.91,7972153.92
固定资产折旧、油气资产折耗、生产性物资折旧,4856591.75,5460159.98,5763722.36,7420638.06,12030920.99,12038205.46
无形资产摊销,1706.48,12709.50,56245.64,129297.35,1126482.47,6027087.69
长期待摊费用摊销,479041.97,189667.72,233212.47,400917.93,1197735.65,2690446.87
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,506638.57,0,97511.02,105374.63,-1910.00,-85993.77
固定资产报废损失,0,0,0,0,359585.66,2394.29
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,3082082.40,4963907.79,2730401.85,1176656.37,2960973.07,12665182.60
投资损失,0,0,0,-192500.00,0,-1181.76
递延所得税资产减少,-2324438.18,-281556.59,-787945.79,-760999.23,-1156525.56,-1396834.84
递延所得税负债增加,0,0,0,0,-206126.76,-929241.42
存货的减少,0,0,0,-1166666.58,-63042.05,-5265953.36
经营性应收项目的减少,-78310568.56,-13695321.87,-42982502.63,-90219625.72,-94075073.20,-184126092.52
经营性应付项目的增加,30109035.70,-24597274.35,-3033827.27,21346896.29,61441820.30,64170606.57
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,6409089.60,14610103.77,5890314.50,-17337584.50,60762213.58,-21139058.45
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,62086834.00,73070690.91,190782042.67,89579225.12,149534765.26,90395151.70
现金的期初余额,45004030.42,62086834.00,73070690.91,190782042.67,89579225.12,149534765.26
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,17082803.58,10983856.91,117711351.76,-101202817.55,59955540.14,-59139613.56
