,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20171231,20161231,20151231,19700101,
销售商品、提供劳务收到的现金,488356795.41,346126687.36,155159223.48,848020467.35,720171733.56,519676177.45,295811081.67,788692975.38,642488147.85,786145336.94,466766820.07,553223237.96,0,
收到的税费返还,3781242.86,3781242.86,3758827.76,1570261.31,1895550.97,40068.05,0,1075566.23,1075566.23,1305592.17,184117.37,2552151.40,0,
收到的其他与经营活动有关的现金,44257539.00,32774589.81,18677069.64,61999936.96,48639485.14,44466758.39,26021849.37,36637141.78,26891469.94,17240897.04,14127583.38,15867719.26,0,
经营活动现金流入小计,536395577.27,382682520.03,177595120.88,911590665.62,770706769.67,564183003.89,321832931.04,826405683.39,670455184.02,804691826.15,481078520.82,571643108.62,0,
购买商品、接受劳务支付的现金,309605692.81,217399543.59,102000795.06,516955437.96,392828252.06,284933098.62,107766373.73,579509913.92,467733349.95,553340911.96,256056779.84,295200659.73,0,
支付给职工以及为职工支付的现金,45390270.67,33877545.43,21036143.04,71470285.90,57141213.80,41692522.78,21255113.01,71684421.41,52995266.83,60453135.77,41020758.04,41377795.27,0,
支付的各项税费,24987846.76,20047632.35,12599648.29,61090875.28,56660482.75,50192336.08,14258119.43,100750792.75,85677899.67,75325657.59,63778275.86,57416093.30,0,
支付的其他与经营活动有关的现金,44660037.52,23232288.58,11489330.95,68300618.94,73832058.63,50227038.60,31219038.53,44689127.92,24971379.19,28537651.23,19214131.47,23045193.36,0,
经营活动现金流出小计,424643847.76,294557009.95,147125917.34,717817218.08,580462007.24,427044996.08,174498644.70,796634256.00,631377895.64,717657356.55,380069945.21,417039741.66,0,
经营活动产生的现金流量净额,111751729.51,88125510.08,30469203.54,193773447.54,190244762.43,137138007.81,147334286.34,29771427.39,39077288.38,87034469.60,101008575.61,154603366.96,0,
收回投资所收到的现金,1541560000.00,1173040000.00,449330000.00,1407260000.00,1063060000.00,765260000.00,360000000.00,1095284400.00,837154400.00,1012925000.00,793200000.00,105433375.25,0,
取得投资收益所收到的现金,8690525.99,6635945.51,2269081.87,8639112.98,6836987.12,4711326.07,1508380.79,7726454.16,6265825.83,14986577.73,5409538.40,395458.32,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,7000.00,7000.00,2000.00,3918565.00,93000.00,3000.00,0,109086.15,89086.15,267000.00,359208.93,25600.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,101136942.50,0,0,0,
收到的其他与投资活动有关的现金,13616255.00,13616255.00,13616255.00,8184970.00,9381565.00,5600000.00,0,5634442.65,5634442.65,8346082.13,82036325.00,593823400.00,0,
投资活动现金流入小计,1563873780.99,1193299200.51,465217336.87,1428002647.98,1079371552.12,775574326.07,361508380.79,1108754382.96,849143754.63,1137661602.36,881005072.33,699677833.57,0,
购建固定资产、无形资产和其他长期资产所支付的现金,90609084.11,89960062.84,35804883.24,55881372.85,28718944.48,18202101.46,9837502.44,71016734.08,68575733.92,13612223.36,8616293.63,36687704.08,0,
投资所支付的现金,1798350000.00,1286565000.00,506520000.00,1469760000.00,1155960000.00,821130000.00,416340000.00,1061430000.00,807130000.00,981900000.00,753100000.00,367279269.00,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,604365.99,0,0,137735.84,55000.00,0,0,2887957.39,2887957.39,880351.43,10016325.00,605942072.63,0,
投资活动现金流出小计,1889563450.10,1376525062.84,542324883.24,1525779108.69,1184733944.48,839332101.46,426177502.44,1135334691.47,878593691.31,996392574.79,771732618.63,1009909045.71,0,
投资活动产生的现金流量净额,-325689669.11,-183225862.33,-77107546.37,-97776460.71,-105362392.36,-63757775.39,-64669121.65,-26580308.51,-29449936.68,141269027.57,109272453.70,-310231212.14,0,
吸收投资收到的现金,807619622.64,807619622.64,0,0,0,0,0,0,0,57125000.00,0,8000000.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,8000000.00,0,
取得借款收到的现金,10000000.00,10000000.00,10000000.00,21500000.00,17000000.00,11000000.00,10000000.00,20000000.00,20000000.00,40000000.00,0,5500000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,
筹资活动现金流入小计,817619622.64,817619622.64,10000000.00,21500000.00,17000000.00,11000000.00,10000000.00,20000000.00,20000000.00,97125000.00,0.00,13500000.00,0,
偿还债务支付的现金,15520000.00,10520000.00,10000000.00,20000000.00,20000000.00,20000000.00,20000000.00,0,0,40000000.00,0,5500000.00,0,
分配股利、利润或偿付利息所支付的现金,693547.27,478273.40,238324.26,694220.62,489354.00,349652.66,234861.04,41173888.74,40933749.93,441737725.98,31000000.00,8186530.21,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,29755781.76,1000000.00,0,0,
支付其他与筹资活动有关的现金,22579245.29,27548122.64,46226.41,2712264.16,0,0,0,0,0,18560000.00,8000000.00,0,0,
筹资活动现金流出小计,38792792.56,38546396.04,10284550.67,23406484.78,20489354.00,20349652.66,20234861.04,41173888.74,40933749.93,500297725.98,39000000.00,13686530.21,0,
筹资活动产生的现金流量净额,778826830.08,779073226.60,-284550.67,-1906484.78,-3489354.00,-9349652.66,-10234861.04,-21173888.74,-20933749.93,-403172725.98,-39000000.00,-186530.21,0,
四、汇率变动对现金及现金等价物的影响,-37012.10,-11380.35,-9305.04,-55759.72,-94689.12,-131303.85,-60033.59,350765.80,365441.87,-57944.82,59653.02,103987.12,0,
五、现金及现金等价物净增加额,564851878.38,683961494.00,-46932198.54,94034742.33,81298326.95,63899275.91,72370270.06,-17632004.06,-10940956.36,-174927173.63,171340682.33,-155710388.27,0,
加:期初现金及现金等价物余额,303529595.57,303529595.57,303529595.57,209494853.24,229524659.54,209494853.24,209494853.24,227126857.30,227126857.30,402054030.93,230713348.60,386423736.87,0,
六、期末现金及现金等价物余额,868381473.95,987491089.57,256597397.03,303529595.57,310822986.49,273394129.15,281865123.30,209494853.24,216185900.94,227126857.30,402054030.93,230713348.60,0,
净利润,0,63567264.55,0,172718570.48,0,0,0,0,0,0,0,0,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,1506549.13,0,-95200.61,0,0,0,0,0,0,0,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,4784488.76,0,9463943.48,0,0,0,0,0,0,0,0,0,
无形资产摊销,0,1299408.84,0,2619524.28,0,0,0,0,0,0,0,0,0,
长期待摊费用摊销,0,112404.76,0,142269.84,0,0,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,372.09,0,-2028448.86,0,0,0,0,0,0,0,0,0,
固定资产报废损失,0,14503.84,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,0,-917520.95,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,0,0,700023.40,0,0,0,0,0,0,0,0,0,
投资损失,0,-5725905.67,0,-8639112.98,0,0,0,0,0,0,0,0,0,
递延所得税资产减少,0,-37025.13,0,121866.91,0,0,0,0,0,0,0,0,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,0,0,0,0,0,
存货的减少,0,31378516.94,0,14726471.01,0,0,0,0,0,0,0,0,0,
经营性应收项目的减少,0,25391427.92,0,-58785888.80,0,0,0,0,0,0,0,0,0,
经营性应付项目的增加,0,-34166495.95,0,63746950.34,0,0,0,0,0,0,0,0,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,0,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,88125510.08,0,193773447.54,0,0,0,0,0,0,0,0,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,987491089.57,0,303529595.57,0,0,0,0,0,0,0,0,0,
现金的期初余额,0,303529595.57,0,209494853.24,0,0,0,0,0,0,0,0,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,683961494.00,0,94034742.33,0,0,0,0,0,0,0,0,0,
