,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,242313383.65,158508933.64,62528057.79,303261537.23,229924750.53,135263851.44,67633036.95,320179287.95,230225764.79,152121969.95,0,
收到的税费返还,0,0,0,0,0,0,0,0,0,443227.34,0,
收到的其他与经营活动有关的现金,24285811.81,16889479.89,10298599.16,21606782.56,16997055.19,13919295.84,3147319.29,6437774.92,7365928.03,5012659.26,0,
经营活动现金流入小计,266599195.46,175398413.53,72826656.95,324868319.79,246921805.72,149183147.28,70780356.24,326617062.87,237591692.82,157577856.55,0,
购买商品、接受劳务支付的现金,111005801.23,65179966.70,31407399.35,73986660.71,70203703.10,24684426.51,15260084.36,44068561.31,34678296.83,30665430.09,0,
支付给职工以及为职工支付的现金,52861492.83,37151094.42,22268908.38,74307603.51,57079010.16,40544772.78,24571454.98,58603550.27,44422169.01,35696825.12,0,
支付的各项税费,26084673.11,17466805.23,8920261.86,31764211.66,23433499.98,15774307.98,7680696.90,44620017.91,27434387.55,18345702.73,0,
支付的其他与经营活动有关的现金,42151723.91,19884696.79,12440767.29,62207554.79,49906224.12,30730890.33,11172100.59,45056379.54,33092583.60,25256800.65,0,
经营活动现金流出小计,232103691.08,139682563.14,75037336.88,242266030.67,200622437.36,111734397.60,58684336.83,192348509.03,139627436.99,109964758.59,0,
经营活动产生的现金流量净额,34495504.38,35715850.39,-2210679.93,82602289.12,46299368.36,37448749.68,12096019.41,134268553.84,97964255.83,47613097.96,0,
收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,
取得投资收益所收到的现金,276026.30,207659.63,16109.59,118277.78,29277.78,0,0,187490.42,234227.83,14249.31,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,12029.13,12029.13,12029.13,0,0,11226.73,11226.73,16.46,1485.44,1883900.65,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,169000000.00,97000000.00,10000000.00,20000000.00,20000000.00,0,0,53000000.00,54000000.00,27000000.00,0,
投资活动现金流入小计,169288055.43,97219688.76,10028138.72,20118277.78,20029277.78,11226.73,11226.73,53187506.88,54235713.27,28898149.96,0,
购建固定资产、无形资产和其他长期资产所支付的现金,25221423.32,20129486.17,15098552.54,62827485.08,50267811.47,27927397.62,16953049.58,50412841.44,34306492.47,34205352.20,0,
投资所支付的现金,0,0,0,0,0,0,0,0,0,0,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,11530748.19,0,
支付的其他与投资活动有关的现金,244000000.00,97000000.00,10000000.00,20000000.00,20000000.00,0,0,47000000.00,54000000.00,33000000.00,0,
投资活动现金流出小计,269221423.32,117129486.17,25098552.54,82827485.08,70267811.47,27927397.62,16953049.58,97412841.44,88306492.47,78736100.39,0,
投资活动产生的现金流量净额,-99933367.89,-19909797.41,-15070413.82,-62709207.30,-50238533.69,-27916170.89,-16941822.85,-44225334.56,-34070779.20,-49837950.43,0,
吸收投资收到的现金,573105811.32,0,0,0,0,0,0,37500000.00,10000000.00,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,0,0,0,29900000.00,0,0,0,10000000.00,94800000.00,38000000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,30000000.00,15900000.00,0,
筹资活动现金流入小计,573105811.32,0.00,0.00,29900000.00,0.00,0.00,0.00,47500000.00,134800000.00,53900000.00,0,
偿还债务支付的现金,29900000.00,20600000.00,10200000.00,31300000.00,31300000.00,3600000.00,3300000.00,51200000.00,73500000.00,33800000.00,0,
分配股利、利润或偿付利息所支付的现金,399805.96,381399.71,239709.85,28431325.74,28380346.57,28268217.39,333439.61,33692525.10,4832072.15,2547342.32,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,8910000.00,0,0,0,0,0,0,0,78614826.12,19620525.00,0,
筹资活动现金流出小计,39209805.96,20981399.71,10439709.85,59731325.74,59680346.57,31868217.39,3633439.61,84892525.10,156946898.27,55967867.32,0,
筹资活动产生的现金流量净额,533896005.36,-20981399.71,-10439709.85,-29831325.74,-59680346.57,-31868217.39,-3633439.61,-37392525.10,-22146898.27,-2067867.32,0,
四、汇率变动对现金及现金等价物的影响,-580725.67,-232227.92,-21762.84,-218883.28,-399150.80,-339804.64,-1327304.23,-352156.21,-431923.99,103084.75,0,
