,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,1044745780.32,547794087.39,179837552.93,282415406.13,189516938.50,119082871.20,49810364.74,226690695.79,145933489.08,192470278.08,129132698.28,0,
收到的税费返还,225147.65,0,2319.00,0,0,0,0,0,0,4307.69,21521.00,0,
收到的其他与经营活动有关的现金,95326012.78,27833400.66,6422493.30,46170446.05,18726396.36,5884813.28,2947765.09,27357221.40,7665142.85,12652971.66,11546429.25,0,
经营活动现金流入小计,1140296940.75,575627488.05,186262365.23,328585852.18,208243334.86,124967684.48,52758129.83,254047917.19,153598631.93,205127557.43,140700648.53,0,
购买商品、接受劳务支付的现金,356401614.52,143850306.52,37858383.00,42992616.45,33164431.23,16802783.35,9752721.07,23782598.58,21447389.47,24188271.09,19051907.93,0,
支付给职工以及为职工支付的现金,107432823.42,69205998.13,30450545.23,90035795.04,66817689.67,44855750.06,25509798.24,73338364.03,53745691.27,57421091.55,46746528.45,0,
支付的各项税费,106224782.15,47418363.25,13890223.38,22170252.06,17658542.55,13338176.09,8013491.32,14564822.39,9196723.01,12870904.22,10954978.45,0,
支付的其他与经营活动有关的现金,104059240.49,55711523.60,18780707.87,66668369.71,43472879.50,29252766.31,11022353.74,56543304.55,40843397.33,49056215.66,41853971.18,0,
经营活动现金流出小计,674118460.58,316186191.50,100979859.48,221867033.26,161113542.95,104249475.81,54298364.37,168229089.55,125233201.08,143536482.52,118607386.01,0,
经营活动产生的现金流量净额,466178480.17,259441296.55,85282505.75,106718818.92,47129791.91,20718208.67,-1540234.54,85818827.64,28365430.85,61591074.91,22093262.52,0,
收回投资所收到的现金,553135645.42,365383153.48,391574.62,0,0,0,0,408571180.01,408571180.01,542008160.28,399512134.25,0,
取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,0,2036243.07,0,
