,20200930,20200630,20191231,20190930,20190630,20181231,20171231,20161231,20141231,20131231,20121231,19700101,
销售商品、提供劳务收到的现金,528423435.23,0,590453211.41,497338519.49,0,538458971.43,379270500.54,258337305.74,387716256.24,317134953.54,263827158.52,0,
收到的税费返还,124578.99,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与经营活动有关的现金,23412827.80,0,13162068.66,10199914.23,0,2482764.41,8626536.14,3432959.48,8410119.92,2025282.85,10079907.23,0,
经营活动现金流入小计,551960842.02,0,603615280.07,507538433.72,0,540941735.84,387897036.68,261770265.22,396126376.16,319160236.39,273907065.75,0,
购买商品、接受劳务支付的现金,394144439.87,0,404216482.53,357092789.48,0,324097554.10,230276859.48,133537583.80,239560528.03,191451837.84,177326165.43,0,
支付给职工以及为职工支付的现金,71109864.63,0,76835393.15,57424093.66,0,65989171.83,47032848.61,37122306.25,45191033.21,34970354.42,31117188.21,0,
支付的各项税费,37331739.18,0,36803252.36,26658089.52,0,34015881.15,21657005.06,24186058.27,34163653.86,31321779.14,24376251.48,0,
支付的其他与经营活动有关的现金,39951853.17,0,41219838.22,34386042.07,0,31567153.98,22051794.63,23517410.93,24114789.27,18657640.42,20516514.62,0,
经营活动现金流出小计,542537896.85,0,559074966.26,475561014.73,0,455669761.06,321018507.78,218363359.25,343030004.37,276401611.82,253336119.74,0,
经营活动产生的现金流量净额,9422945.17,23709600.00,44540313.81,31977418.99,-867100.00,85271974.78,66878528.90,43406905.97,53096371.79,42758624.57,20570946.01,0,
收回投资所收到的现金,197000000.00,0,201000000.00,20000000.00,0,0,0,0,0,158000.00,5000000.00,0,
取得投资收益所收到的现金,2289066.54,0,1846721.93,314136.99,0,0,0,0,0,498.67,22603.41,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,6000.00,0,59880.62,60680.00,0,33500.00,12890.00,64200.00,9510.00,24000.00,52485.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流入小计,199295066.54,0,202906602.55,20374816.99,0,33500.00,12890.00,64200.00,9510.00,182498.67,5075088.41,0,
购建固定资产、无形资产和其他长期资产所支付的现金,3107613.92,0,4648024.81,4391964.44,0,12071454.50,1613833.00,2739487.91,47014091.90,28447034.89,24650951.86,0,
投资所支付的现金,127000000.00,0,271000000.00,167000000.00,0,0,0,0,0,0,5158000.00,0,
