,20200930,20200630,20191231,20190930,20190630,20181231,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,1055359068.54,807321856.72,825439212.88,717810023.78,598594825.08,761070249.56,737306210.33,526896916.48,0,
收到的税费返还,39993967.96,31189816.04,63199857.35,44023350.73,36387639.23,76685898.76,47714158.54,26552626.99,0,
收到的其他与经营活动有关的现金,58553679.73,38294789.27,78373557.99,43627361.44,21614265.89,75105362.06,43726556.38,35847822.23,0,
经营活动现金流入小计,1153906716.23,876806462.03,967012628.22,805460735.95,656596730.20,912861510.38,828746925.25,589297365.70,0,
购买商品、接受劳务支付的现金,578949712.77,385996095.51,732047971.08,500202357.12,277120045.36,737594846.77,604189066.08,411036763.59,0,
支付给职工以及为职工支付的现金,85076184.49,61932031.46,111591405.02,67983202.25,54973691.08,93751596.81,80245769.44,62876798.63,0,
支付的各项税费,22854674.26,12089244.34,25692152.34,24634544.71,21093055.81,14343305.38,23189923.45,11726148.40,0,
支付的其他与经营活动有关的现金,124521725.44,87761456.51,141115928.45,83174936.92,70921623.02,107023682.11,91195209.14,64721170.51,0,
经营活动现金流出小计,811402296.96,547778827.82,1010447456.89,675995041.00,424108415.27,952713431.07,798819968.11,550360881.13,0,
经营活动产生的现金流量净额,342504419.27,329027634.21,-43434828.67,129465694.95,232488314.93,-39851920.69,29926957.14,38936484.57,0,
收回投资所收到的现金,175800000.00,68800000.00,485671838.00,425679921.26,289911838.00,344400000.00,48700000.00,361499600.00,0,
取得投资收益所收到的现金,82318.07,41681.78,574860.03,352355.44,208200.05,237098.93,35636.26,594837.97,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,17128108.59,17128108.61,17128108.61,210000.00,41100.00,45000.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,1846000.00,1024000.00,3023250.00,0,0,0,0,0,0,
投资活动现金流入小计,177728318.07,69865681.78,506398056.62,443160385.31,307248146.66,344847098.93,48776736.26,362139437.97,0,
购建固定资产、无形资产和其他长期资产所支付的现金,131274076.51,87397701.32,227784015.26,178595568.92,112484470.68,61657751.58,17990901.67,46720469.38,0,
