,20200930,20200630,20200331,20191231,20190930,20190630,20181231,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,506330362.06,266037558.87,48049935.70,780452481.32,542056091.59,325347041.57,748338186.27,657740839.56,504192939.30,0,
收到的税费返还,0,0,0,2936697.60,2649847.81,2368580.00,26782.56,410343.84,775016.50,0,
收到的其他与经营活动有关的现金,19778664.25,17087704.01,12781889.72,21958612.79,19030150.22,17024545.49,21967668.60,24392183.90,43460365.68,0,
经营活动现金流入小计,526109026.31,283125262.88,60831825.42,805347791.71,563736089.62,344740167.06,770332637.43,682543367.30,548428321.48,0,
购买商品、接受劳务支付的现金,239989884.68,172136876.45,91509512.54,308384774.60,262087033.67,160187190.21,338849748.11,290344578.18,204148200.08,0,
支付给职工以及为职工支付的现金,47255374.60,37504158.36,20707995.16,89370872.23,61311656.10,46905432.28,82407123.86,68587524.58,47700127.77,0,
支付的各项税费,42512960.37,17724613.56,12938984.10,67162347.86,49231893.35,20920835.46,98347074.19,73053852.43,30585768.50,0,
支付的其他与经营活动有关的现金,138776414.67,67807236.41,24220081.24,97082746.32,91449119.93,49302019.39,92945855.64,100336451.03,83449107.40,0,
经营活动现金流出小计,468534634.32,295172884.78,149376573.04,562000741.01,464079703.05,277315477.34,612549801.80,532322406.22,365883203.75,0,
经营活动产生的现金流量净额,57574391.99,-12047621.90,-88544747.62,243347050.70,99656386.57,67424689.72,157782835.63,150220961.08,182545117.73,0,
收回投资所收到的现金,179650000.00,140820000.00,92340000.00,882800000.00,597180000.00,372250000.00,533420000.00,332510000.00,55000000.00,0,
取得投资收益所收到的现金,2286997.71,1630491.23,1236498.16,9438999.31,8035756.20,4055973.44,6186284.68,2948106.95,0,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,0,0,0,157771.98,0,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,
投资活动现金流入小计,181936997.71,142450491.23,93576498.16,892238999.31,605215756.20,376305973.44,539606284.68,335615878.93,55000000.00,0,
购建固定资产、无形资产和其他长期资产所支付的现金,50332781.19,32521451.97,17700363.40,51617435.99,38647166.79,26524618.76,78491982.65,71362985.02,73297233.13,0,
投资所支付的现金,206830000.00,110830000.00,38830000.00,1075070000.00,707590000.00,439250000.00,788220000.00,287880000.00,170380000.00,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,
投资活动现金流出小计,257162781.19,143351451.97,56530363.40,1126687435.99,746237166.79,465774618.76,866711982.65,359242985.02,243677233.13,0,
投资活动产生的现金流量净额,-75225783.48,-900960.74,37046134.76,-234448436.68,-141021410.59,-89468645.32,-327105697.97,-23627106.09,-188677233.13,0,
吸收投资收到的现金,803707520.00,0,0,0,0,0,200256000.00,0,44832500.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,0,0,0,0,0,0,0,0,5000000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,7025234.70,11600000.00,0,
筹资活动现金流入小计,803707520.00,0.00,0.00,0.00,0.00,0.00,200256000.00,7025234.70,61432500.00,0,
偿还债务支付的现金,0,0,0,0,0,0,0,1000000.00,10000000.00,0,
分配股利、利润或偿付利息所支付的现金,0,0,0,0,0,0,45889980.21,60699780.83,158943.12,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,141509.43,141509.43,0,775471.70,141509.43,141509.43,743415.80,7025234.70,25824715.07,0,
筹资活动现金流出小计,141509.43,141509.43,0.00,775471.70,141509.43,141509.43,46633396.01,68725015.53,35983658.19,0,
筹资活动产生的现金流量净额,803566010.57,-141509.43,0.00,-775471.70,-141509.43,-141509.43,153622603.99,-61699780.83,25448841.81,0,
四、汇率变动对现金及现金等价物的影响,137434.27,53875.86,0.02,-302.33,-561.08,1.32,880.23,-0.02,-184.02,0,
五、现金及现金等价物净增加额,786052053.35,-13036216.21,-51498612.84,8122839.99,-41507094.53,-22185463.71,-15699378.12,64894074.14,19316542.39,0,
加:期初现金及现金等价物余额,81069390.61,81069390.61,81069390.61,72946550.62,72946550.62,72946550.62,88645928.74,23751854.60,4435312.21,0,
六、期末现金及现金等价物余额,867121443.96,68033174.40,29570777.77,81069390.61,31439456.09,50761086.91,72946550.62,88645928.74,23751854.60,0,
净利润,0,75783411.16,15040609.11,173966630.77,0,0,0,0,61894800.00,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,776752.82,892389.83,716135.44,0,0,0,0,121500.00,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,7783289.64,3477765.43,12206559.69,0,0,0,0,6722600.00,0,
无形资产摊销,0,710126.86,355063.43,997876.56,0,0,0,0,577900.00,0,
长期待摊费用摊销,0,86922.12,32774.96,253077.62,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,0,0,0,
固定资产报废损失,0,10011.25,0,9804.83,0,0,0,0,0,0,
公允价值变动损失,0,-1306957.24,1132765.56,-3895151.56,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,
财务费用,0,-5234717.09,-2851003.03,-2203456.01,0,0,0,0,159100.00,0,
投资损失,0,-1429128.60,-1035135.53,-9414696.19,0,0,0,0,0,0,
递延所得税资产减少,0,0,0,4495872.25,0,0,0,0,-3090400.00,0,
递延所得税负债增加,0,1801028.93,185847.67,2697468.02,0,0,0,0,0,0,
存货的减少,0,-2367399.02,-17560807.53,-12225538.84,0,0,0,0,-4060700.00,0,
经营性应收项目的减少,0,-29717932.02,-12287522.31,-6794120.35,0,0,0,0,127100.00,0,
经营性应付项目的增加,0,-58859237.62,-75830675.50,82442335.31,0,0,0,0,112849600.00,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,0,0,0,7243600.00,0,
经营活动产生现金流量净额,0,-12047621.90,-88544747.62,243347050.70,0,0,0,0,182545100.00,0,
