,20200930,20200630,20191231,20190930,20181231,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,416020071.20,235995314.95,694634545.00,500010980.20,657148772.09,575646942.73,546014828.09,0,
收到的税费返还,133130.00,133130.00,555821.75,555821.75,2500.06,1464.35,160736.23,0,
收到的其他与经营活动有关的现金,11691985.36,2623891.02,9621779.46,9659801.59,5138277.53,9150359.98,4861388.19,0,
经营活动现金流入小计,427845186.56,238752335.97,704812146.21,510226603.54,662289549.68,584798767.06,551036952.51,0,
购买商品、接受劳务支付的现金,267902763.88,207681601.57,414237530.54,321017824.01,404354728.49,380404932.17,328147500.25,0,
支付给职工以及为职工支付的现金,40650801.97,28748149.30,54933199.02,42785657.39,48559834.68,41618439.12,35969154.18,0,
支付的各项税费,29585248.49,7542013.48,37190409.78,28365405.15,50075026.61,44619885.28,44402387.21,0,
支付的其他与经营活动有关的现金,28984603.95,14931316.98,41960214.79,37645589.50,40284248.87,33717207.14,31510964.02,0,
经营活动现金流出小计,367123418.29,258903081.33,548321354.13,429814476.05,543273838.65,500360463.71,440030005.66,0,
经营活动产生的现金流量净额,60721768.27,-20150745.36,156490792.08,80412127.49,119015711.03,84438303.35,111006946.85,0,
收回投资所收到的现金,0,0,51100000.00,51100000.00,0,0,0,0,
取得投资收益所收到的现金,0,0,211319.44,211319.44,702328.22,0,0,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,705000.00,705000.00,59747.47,7630.00,405000.00,143000.00,545168.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,1463407.12,1262940.49,2006108.64,1396127.16,470395.05,534526.85,416259.43,0,
投资活动现金流入小计,2168407.12,1967940.49,53377175.55,52715076.60,1577723.27,677526.85,961427.43,0,
购建固定资产、无形资产和其他长期资产所支付的现金,79637505.94,56427787.73,91824857.06,90753288.45,50056518.10,62112058.36,89947362.28,0,
投资所支付的现金,0,0,0,0,51729400.00,2988257.71,0,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,
投资活动现金流出小计,79637505.94,56427787.73,91824857.06,90753288.45,101785918.10,65100316.07,89947362.28,0,
投资活动产生的现金流量净额,-77469098.82,-54459847.24,-38447681.51,-38038211.85,-100208194.83,-64422789.22,-88985934.85,0,
吸收投资收到的现金,0,0,0,0,60000000.00,74660570.00,15000000.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,
取得借款收到的现金,68675345.77,68628031.92,210105663.79,132729810.84,210165088.20,114411587.55,114700000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,1937202.28,12341963.59,1400000.00,5277175.63,4972968.75,0,29000000.00,0,
筹资活动现金流入小计,70612548.05,80969995.51,211505663.79,138006986.47,275138056.95,189072157.55,158700000.00,0,
偿还债务支付的现金,153550392.32,101763913.18,219466072.11,154063545.07,212301316.66,104284886.34,82190033.43,0,
分配股利、利润或偿付利息所支付的现金,754505.25,1210445.98,4091872.55,3458259.04,4377204.73,7244514.41,8235437.10,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,1458490.56,518867.92,20161657.20,3794434.76,27664501.00,109704571.46,39050645.17,0,
筹资活动现金流出小计,155763388.13,103493227.08,243719601.86,161316238.87,244343022.39,221233972.21,129476115.70,0,
筹资活动产生的现金流量净额,-85150840.08,-22523231.57,-32213938.07,-23309252.40,30795034.56,-32161814.66,29223884.30,0,
四、汇率变动对现金及现金等价物的影响,50610.24,-198913.36,-2284536.78,3003752.53,-1680093.76,-37046.92,-567480.96,0,
五、现金及现金等价物净增加额,-101847560.39,-97332737.53,83544635.72,22068415.77,47922457.00,-12183347.45,50677415.34,0,
加:期初现金及现金等价物余额,184095083.94,184095083.94,100550448.22,100550448.22,52627991.22,64811338.67,14133923.33,0,
六、期末现金及现金等价物余额,82247523.55,86762346.41,184095083.94,122618863.99,100550448.22,52627991.22,64811338.67,0,
净利润,0,36484983.03,103767900.00,0,84859100.00,52308600.00,86499400.00,0,
少数股东权益,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,
资产减值准备,0,-661188.93,343300.00,0,-316800.00,5059800.00,-162200.00,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,27929746.42,49766100.00,0,49396600.00,45436400.00,36874500.00,0,
无形资产摊销,0,407285.46,740600.00,0,523800.00,464900.00,407500.00,0,
长期待摊费用摊销,0,0,0,0,0,0,51800.00,0,
待摊费用的减少,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,9021.41,0,0,-172100.00,0,229600.00,0,
固定资产报废损失,0,901.29,566900.00,0,70100.00,-116200.00,203500.00,0,
公允价值变动损失,0,0,0,0,0,521800.00,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,
财务费用,0,119967.17,4304000.00,0,6738400.00,9660900.00,14133700.00,0,
投资损失,0,0,-211300.00,0,-594700.00,2988300.00,0,0,
递延所得税资产减少,0,-777175.53,99100.00,0,-12700.00,-703700.00,219700.00,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,
存货的减少,0,-36638982.04,-18658600.00,0,-17055200.00,-44040900.00,-7056300.00,0,
经营性应收项目的减少,0,-47892471.63,6765400.00,0,-2091500.00,-15598800.00,15787600.00,0,
经营性应付项目的增加,0,-2714581.34,9755100.00,0,-2329200.00,5021600.00,-36526200.00,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,23435800.00,344500.00,0,
经营活动产生现金流量净额,0,-20150745.36,156490800.00,0,119015700.00,84438300.00,111006900.00,0,
债务转为资本,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,
现金的期末余额,0,86762346.41,0,0,0,0,0,0,
现金的期初余额,0,184095083.94,0,0,0,0,0,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,-97332737.53,0,0,0,0,0,0,
