,20141231,20141231,20151231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,214898461.14,214898461.14,199663557.78,199663557.78,236021309.80,271326681.23,304186242.69,317074590.74
收到的税费返还,6050837.65,6050837.65,7168186.33,7168186.33,4405299.19,6416784.45,7100642.33,4625486.33
收到的其他与经营活动有关的现金,1657581.72,1657581.72,2153539.89,2153539.89,4449623.72,2322103.01,3385629.46,3014714.20
经营活动现金流入小计,222606880.51,222606880.51,208985284.00,208985284.00,244876232.71,280065568.69,314672514.48,324714791.27
购买商品、接受劳务支付的现金,124348837.19,124348837.19,105417611.92,105417611.92,121788268.94,143947541.13,170344498.20,154205016.87
支付给职工以及为职工支付的现金,44810854.69,44810854.69,45608541.19,45608541.19,47684295.07,62934539.65,69135790.20,71976265.12
支付的各项税费,15229091.53,15229091.53,15150142.32,15150142.32,14219770.28,23105519.47,20424435.43,23048928.26
支付的其他与经营活动有关的现金,22518486.52,22518486.52,19419508.94,19419508.94,21056419.19,22640914.83,22466539.85,26500944.95
经营活动现金流出小计,206907269.93,206907269.93,185595804.38,185595804.38,204748753.48,252628515.08,282371263.68,275731155.20
经营活动产生的现金流量净额,15699610.58,15699610.58,23389479.62,23389479.62,40127479.23,27437053.61,32301250.80,48983636.07
收回投资所收到的现金,0,0,0,0,0,124600000.00,202190000.00,364043486.82
取得投资收益所收到的现金,216325.87,216325.87,477123.37,477123.37,388506.36,716815.12,1184711.30,2191691.25
处置固定资产、无形资产和其他长期资产所收回的现金净额,18560.50,18560.50,51282.05,51282.05,3340160.00,4325.00,288098.53,1140.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,2900000.00,2900000.00,0,0,0,0
投资活动现金流入小计,234886.37,234886.37,3428405.42,3428405.42,3728666.36,125321140.12,203662809.83,366236318.07
购建固定资产、无形资产和其他长期资产所支付的现金,36035078.26,36035078.26,2765996.46,2765996.46,2680507.08,4907511.44,3137637.64,3415187.10
投资所支付的现金,0,0,0,0,6514800.00,124600000.00,202190000.00,364043486.82
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0
投资活动现金流出小计,36035078.26,36035078.26,2765996.46,2765996.46,9195307.08,129507511.44,205327637.64,367458673.92
投资活动产生的现金流量净额,-35800191.89,-35800191.89,662408.96,662408.96,-5466640.72,-4186371.32,-1664827.81,-1222355.85
吸收投资收到的现金,0,0,0,0,0,0,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0
取得借款收到的现金,15000000.00,15000000.00,0,0,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,40000.00,0,0,0
筹资活动现金流入小计,15000000.00,15000000.00,0.00,0.00,40000.00,0.00,0.00,0.00
偿还债务支付的现金,3750000.00,3750000.00,5000000.00,5000000.00,5000000.00,1290000.00,0,0
分配股利、利润或偿付利息所支付的现金,13091711.73,13091711.73,15700276.31,15700276.31,7441828.14,15754848.96,20780000.00,19800000.00
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,1880000.00,900000.00
支付其他与筹资活动有关的现金,0,0,0,0,0,0,0,0
筹资活动现金流出小计,16841711.73,16841711.73,20700276.31,20700276.31,12441828.14,17044848.96,20780000.00,19800000.00
筹资活动产生的现金流量净额,-1841711.73,-1841711.73,-20700276.31,-20700276.31,-12401828.14,-17044848.96,-20780000.00,-19800000.00
四、汇率变动对现金及现金等价物的影响,222198.23,222198.23,486347.56,486347.56,300509.33,-885378.55,-562349.90,412108.16
五、现金及现金等价物净增加额,-21720094.81,-21720094.81,3837959.83,3837959.83,22559519.70,5320454.78,9294073.09,28373388.38
加:期初现金及现金等价物余额,69039829.90,69039829.90,47319735.09,47319735.09,51157694.92,73717214.62,79037669.40,88331742.49
六、期末现金及现金等价物余额,47319735.09,47319735.09,51157694.92,51157694.92,73717214.62,79037669.40,88331742.49,116705130.87
净利润,0,0,0,0,0,32697267.84,39984162.98,46684680.29
少数股东权益,0,0,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0,0,0
资产减值准备,0,0,0,0,0,9819963.09,3080759.64,2629425.19
固定资产折旧、油气资产折耗、生产性物资折旧,0,0,0,0,0,3778198.87,3884734.22,3582663.09
无形资产摊销,0,0,0,0,0,287525.04,342026.83,374400.48
长期待摊费用摊销,0,0,0,0,0,1020928.75,1374506.79,990718.05
待摊费用的减少,0,0,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,-275743.53,0
固定资产报废损失,0,0,0,0,0,138203.45,10123.98,764827.03
公允价值变动损失,0,0,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0,0,0
预计负债,0,0,0,0,0,0,0,0
财务费用,0,0,0,0,0,1522461.00,101438.73,-337304.85
投资损失,0,0,0,0,0,-716815.12,-1184711.30,-2191691.25
递延所得税资产减少,0,0,0,0,0,-2878311.53,-35912.14,-843710.19
递延所得税负债增加,0,0,0,0,0,173607.45,-82871.80,163304.53
存货的减少,0,0,0,0,0,-794114.84,-9790807.73,-14048444.39
经营性应收项目的减少,0,0,0,0,0,-30389652.57,903129.31,-5249287.58
经营性应付项目的增加,0,0,0,0,0,9687264.18,-6009585.18,14285515.67
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0
其他,0,0,0,0,0,3090528.00,0,2178540.00
经营活动产生现金流量净额,0,0,0,0,0,27437053.61,32301250.80,48983636.07
债务转为资本,0,0,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0,0,0
现金的期末余额,0,0,0,0,0,79037669.40,88331742.49,116705130.87
现金的期初余额,0,0,0,0,0,73717214.62,79037669.40,88331742.49
现金等价物的期末余额,0,0,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0,0,0
现金及现金等价物的净增加额,0,0,0,0,0,5320454.78,9294073.09,28373388.38
