,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20170630,20161231,20151231,20081231,19700101,
销售商品、提供劳务收到的现金,2966164426.01,1731932118.97,0,3744412492.92,2768523647.58,1764863858.29,0,3779993555.86,2802536900.00,1865417426.12,4573214052.64,2170407219.72,4669154996.81,3493206300.00,2237564289.00,0,
收到的税费返还,58102325.44,52119464.27,0,44386065.41,44206028.79,39951984.34,0,3040023.59,2330600.00,1782485.70,1527404.94,967882.80,5227964.36,17510800.00,48355962.00,0,
收到的其他与经营活动有关的现金,85486982.48,54958097.87,0,180374021.90,50206354.90,102445138.41,0,96136895.21,318624500.00,213384289.87,129638993.60,191745960.06,241166590.33,1126363100.00,296005314.00,0,
经营活动现金流入小计,3109753733.93,1839009681.11,0,3969172580.23,2862936031.27,1907260981.04,0,3879170474.66,3123492000.00,2080584201.69,4704380451.18,2363121062.58,4915549551.50,4637080200.00,2581925565.00,0,
购买商品、接受劳务支付的现金,2474928374.37,1646118955.42,0,2573467387.19,1892660537.51,1194460350.60,0,2404749774.42,1688462100.00,1126478886.20,2076948979.23,976542899.35,2232869898.57,2178793100.00,2486226139.00,0,
支付给职工以及为职工支付的现金,332150276.68,218740695.37,0,482005963.42,366330934.57,218458241.04,0,425005780.75,302261600.00,208001022.19,407322131.45,185576466.22,329629957.17,335557400.00,130563989.00,0,
支付的各项税费,122092882.06,98191115.18,0,155211289.69,132338207.24,82564714.63,0,244918285.58,205364300.00,140201269.36,440217912.93,263442293.70,367221209.85,190452900.00,31237442.00,0,
支付的其他与经营活动有关的现金,143079839.42,88784837.33,0,180696022.30,122127897.37,400310424.30,0,169148102.41,588260800.00,388588181.66,395827585.82,1424716339.88,197132845.74,618264400.00,141205315.00,0,
经营活动现金流出小计,3072251372.53,2051835603.30,0,3391380662.60,2513457576.69,1895793730.57,0,3243821943.16,2784348800.00,1863269359.41,3320316609.43,2850277999.15,3126853911.33,3323067900.00,2789232885.00,0,
经营活动产生的现金流量净额,37502361.40,-212825922.19,-62482500.00,577791917.63,349478454.58,11467250.47,-80278300.00,635348531.50,339143200.00,217314842.28,1384063841.75,-487156936.57,1788695640.17,1314012400.00,-207307320.00,0,
收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,20924200.00,0,0,
取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19635739.00,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,9852.00,3852.00,0,45680.00,45680.00,45680.00,0,26047.00,26000.00,18510.00,10140.00,0,9930.00,13828600.00,53158.00,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,3630000000.00,3630756000.00,0,0,3436646960.00,0,0,1200000000.00,0,0,0,0,0,
投资活动现金流入小计,9852.00,3852.00,0,3630045680.00,3630801680.00,45680.00,0,3436673007.00,26000.00,18510.00,1200010140.00,0.00,9930.00,34752800.00,19688897.00,0,
购建固定资产、无形资产和其他长期资产所支付的现金,104272378.91,62907919.35,0,148953171.01,121161278.68,83712870.84,0,119573151.13,98650600.00,40500337.60,117292690.35,48390235.57,108964365.78,107733600.00,3958846603.00,0,
投资所支付的现金,90038500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136418085.00,0,
支付的其他与投资活动有关的现金,0,0,0,2278349833.32,2278349833.32,0,0,4400932412.67,0,0,1836862282.80,0,0,0,0,0,
投资活动现金流出小计,194310878.91,62907919.35,0,2427303004.33,2399511112.00,83712870.84,0,4520505563.80,98650600.00,40500337.60,1954154973.15,48390235.57,108964365.78,107733600.00,4095264688.00,0,
投资活动产生的现金流量净额,-194301026.91,-62904067.35,-27822000.00,1202742675.67,1231290568.00,-83667190.84,1290030200.00,-1083832556.80,-98624500.00,-40481827.60,-754144833.15,-48390235.57,-108954435.78,-72980800.00,-4075575791.00,0,
吸收投资收到的现金,406666748.00,0,0,0,0,0,0,0,0,0,0,0,0,0,3047537648.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,2028526145.63,1635552562.42,0,3854833911.31,3518090175.90,5446524210.66,0,7995867191.00,7494426000.00,5145714469.93,3460642580.83,2240797488.29,3289295614.67,7289910000.00,5595098589.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,443769.78,0,0,1028930900.00,866100000.00,0,0,4578088583.34,0,0,1218121000.00,8000000.00,2062294508.88,0,0,0,
筹资活动现金流入小计,2435636663.41,1635552562.42,0,4883764811.31,4384190175.90,5446524210.66,0,12573955774.34,7494426000.00,5145714469.93,4678763580.83,2248797488.29,5351590123.55,7289910000.00,8642636237.00,0,
偿还债务支付的现金,1983478152.76,1449428862.15,0,5517479940.21,4987210827.80,4720011791.63,0,7385893161.23,7576100700.00,4958819100.12,3208124128.68,1847766496.96,4886246093.86,8429557800.00,3737724878.00,0,
分配股利、利润或偿付利息所支付的现金,24261899.90,18150091.57,0,106583503.16,96659607.49,307806357.34,0,96749604.47,70297100.00,42549204.36,63303940.98,27062672.86,100525887.43,165372300.00,190860761.00,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,45504108.89,0,0,1058930900.00,1018930900.00,0,0,4540189583.34,0,0,2200202016.65,0,1935927388.88,0,390951202.00,0,
筹资活动现金流出小计,2053244161.55,1467578953.72,0,6682994343.37,6102801335.29,5027818148.97,0,12022832349.04,7646397800.00,5001368304.48,5471630086.31,1874829169.82,6922699370.17,8594930200.00,4319536841.00,0,
筹资活动产生的现金流量净额,382392501.86,167973608.70,-5416600.00,-1799229532.06,-1718611159.39,418706061.69,-109265100.00,551123425.30,-151971800.00,144346165.45,-792866505.48,373968318.47,-1571109246.62,-1305020200.00,4323099396.00,0,
四、汇率变动对现金及现金等价物的影响,-11188531.99,-8026142.25,0,3537663.94,5425419.38,-25782.84,0,595077.04,1099700.00,227275.03,-3801140.65,-831985.38,7190952.38,5679700.00,0,0,
