,20200930,20200630,20191231,20190930,20190630,20181231,20171231,19700101,
一、营业总收入,495380462.31,308229400.00,602987666.10,435925152.09,291362200.00,583924194.89,428493675.78,0,
营业收入,495380462.31,308229400.00,602987666.10,435925152.09,291362200.00,583924194.89,428493675.78,0,
二、营业总成本,401930796.75,0,505012520.82,364087495.01,0,506963304.85,371836840.96,0,
营业成本,339698994.76,0,412053047.91,302729454.93,0,436707871.72,310705159.26,0,
营业税金及附加,3351607.82,0,4360829.98,3050286.48,0,3047623.54,2776970.81,0,
销售费用,13990170.99,0,25420437.47,17248718.09,0,21895908.36,20381992.31,0,
管理费用,17075042.16,0,24573249.61,15324468.86,0,22730810.39,18954948.48,0,
财务费用,3990583.32,0,7902028.00,6187706.02,0,1814587.45,2591216.22,0,
研发费用,23824397.70,0,30702927.85,19546860.63,0,20766503.39,16426553.88,0,
资产减值损失,0,0,0,0,0,0,0,0,
公允价值变动收益,0,0,0,0,0,0,0,0,
投资收益,135589.08,0,10835.62,0,0,0,0,0,
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,
汇兑收益,0,0,0,0,0,0,0,0,
三、营业利润,89050125.28,54842900.00,100377498.21,71965328.80,43768200.00,77135366.73,52872685.02,0,
加:营业外收入,22600.27,0,2141550.53,1983.82,0,44402.76,20275.96,0,
减：营业外支出,93609.36,0,1087892.87,217953.70,0,270621.31,1928422.63,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,
四、利润总额,88979116.19,54786900.00,101431155.87,71749358.92,43761800.00,76909148.18,50964538.35,0,
减：所得税费用,11315455.14,0,12993399.83,8883756.21,0,9814236.56,6384827.77,0,
五、净利润,77663661.05,47928300.00,88437756.04,62865602.71,37871700.00,67094911.62,44579710.58,0,
归属于母公司所有者的净利润,77663661.05,47928300.00,88437756.04,62865602.71,37871700.00,67094911.62,44579710.58,0,
少数股东损益,0,0,0,0,0,0,0,0,
基本每股收益(元/股),0,0,1.180000,0,0,0.890000,0.730000,0,
稀释每股收益(元/股),0,0,1.180000,0,0,0.890000,0.730000,0,
七、其他综合收益,0,0,0,0,0,0,0,0,
八、综合收益总额,77663661.05,0,88437756.04,62865602.71,0,67094911.62,44579710.58,0,
归属于母公司所有者的综合收益总额,77663661.05,0,88437756.04,62865602.71,0,67094911.62,44579710.58,0,
归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,
