,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,102893612.07,63229366.17,23666111.48,151581096.97,109225548.78,70800596.17,32021449.62,114193293.11,82217118.64,92788454.00,81628039.37,0,
收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与经营活动有关的现金,9073183.27,783577.08,911125.92,1403664.52,1428361.72,1173150.03,160247.56,1810165.73,831794.50,4317638.26,1867717.73,0,
经营活动现金流入小计,111966795.34,64012943.25,24577237.40,152984761.49,110653910.50,71973746.20,32181697.18,116003458.84,83048913.14,97106092.26,83495757.10,0,
购买商品、接受劳务支付的现金,9049358.00,8232946.19,1698828.45,9843819.92,8431464.99,3945314.94,2284427.55,4728712.41,3545850.50,3874050.80,2553054.86,0,
支付给职工以及为职工支付的现金,27467218.98,19231947.12,10509459.32,33352065.39,24992132.22,17216378.93,10578285.24,27552301.41,21298764.17,23687284.82,19913682.16,0,
支付的各项税费,12215624.98,6182477.12,3260581.74,14170563.11,10649442.75,6517823.29,2617086.85,11859182.02,8613995.31,10330858.47,4543706.45,0,
支付的其他与经营活动有关的现金,35105937.19,12427399.50,6862198.61,31737797.86,22346388.69,12324290.45,5245417.76,17943920.44,11355405.68,12830936.87,11418955.60,0,
经营活动现金流出小计,83838139.15,46074769.93,22331068.12,89104246.28,66419428.65,40003807.61,20725217.40,62084116.28,44814015.66,50723130.96,38429399.07,0,
经营活动产生的现金流量净额,28128656.19,17938173.32,2246169.28,63880515.21,44234481.85,31969938.59,11456479.78,53919342.56,38234897.48,46382961.30,45066358.03,0,
收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,
取得投资收益所收到的现金,10135608.12,10065289.72,2486452.17,4444662.44,1171184.98,1102918.37,52726.79,1734404.24,1046412.46,278728.35,157700.00,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,41290.00,41290.00,41290.00,41290.00,0,0,0,0,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,947950000.00,938950000.00,466990000.00,495570000.00,221610000.00,210650000.00,20000000.00,283500000.00,131000000.00,60000000.00,40000000.00,0,
投资活动现金流入小计,958085608.12,949015289.72,469476452.17,500055952.44,222822474.98,211794208.37,20094016.79,285234404.24,132046412.46,60278728.35,40157700.00,0,
购建固定资产、无形资产和其他长期资产所支付的现金,5140415.37,1130476.20,161570.00,2017517.80,1312789.74,1700678.17,505474.20,2184483.96,755378.39,13096916.42,13540091.41,0,
