,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,396486404.82,443400691.55,550469494.46,714229709.20,821782602.40,864471123.93
收到的税费返还,11901310.93,9439041.75,20794562.46,24012293.80,18002004.22,7321649.45
收到的其他与经营活动有关的现金,8458343.18,12248794.43,28572634.43,22685552.85,23849242.62,43386037.51
经营活动现金流入小计,416846058.93,465088527.73,599836691.35,760927555.85,863633849.24,915178810.89
购买商品、接受劳务支付的现金,261844390.90,297720154.00,367059880.23,413118195.96,568962091.66,480266933.90
支付给职工以及为职工支付的现金,66249344.81,66332530.49,73505141.79,91766705.39,102252677.48,112229460.92
支付的各项税费,5279943.74,6209724.16,18127277.53,30855830.42,23576217.99,38407926.72
支付的其他与经营活动有关的现金,37590826.30,50858526.08,56581509.32,85173152.24,65256277.07,64714787.90
经营活动现金流出小计,370964505.75,421120934.73,515273808.87,620913884.01,760047264.20,695619109.44
经营活动产生的现金流量净额,45881553.18,43967593.00,84562882.48,140013671.84,103586585.04,219559701.45
收回投资所收到的现金,0,0,0,0,0,1996810000.00
取得投资收益所收到的现金,0,4819571.71,14939341.43,14716634.08,19338199.11,23902871.24
处置固定资产、无形资产和其他长期资产所收回的现金净额,4000.00,0.00,0,9091.46,0.00,1750.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,151434884.26,575569827.95,1103470000.00,1296950000.00,1527910000.00,0
投资活动现金流入小计,151438884.26,580389399.66,1118409341.43,1311675725.54,1547248199.11,2020714621.24
购建固定资产、无形资产和其他长期资产所支付的现金,8708079.81,9262868.88,3336893.79,8197375.26,12693878.68,31709844.10
投资所支付的现金,0,0,0,0,0,1975890000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,85000000.00,753457000.00,1132750000.00,1306380000.00,1875650000.00,0
投资活动现金流出小计,93708079.81,762719868.88,1136086893.79,1314577375.26,1888343878.68,2007599844.10
投资活动产生的现金流量净额,57730804.45,-182330469.22,-17677552.36,-2901649.72,-341095679.57,13114777.14
吸收投资收到的现金,0,31169593.80,17958348.00,15913874.00,603200.00,31500000.00
其中：子公司吸收少数股东投资收到的现金,0,0,17500000.00,0.00,0,31500000.00
取得借款收到的现金,0,0,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,0.00,31169593.80,17958348.00,15913874.00,603200.00,31500000.00
偿还债务支付的现金,0,0,0,0,0,0
分配股利、利润或偿付利息所支付的现金,28160000.00,23232000.00,34660598.00,66561764.43,94493669.85,103933062.00
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,4784450.04,590535.99,409175.10,720177.94
筹资活动现金流出小计,28160000.00,23232000.00,39445048.04,67152300.42,94902844.95,104653239.94
筹资活动产生的现金流量净额,-28160000.00,7937593.80,-21486700.04,-51238426.42,-94299644.95,-73153239.94
四、汇率变动对现金及现金等价物的影响,839244.77,2175180.22,2432570.72,956740.37,1328244.69,-1011683.81
五、现金及现金等价物净增加额,76291602.40,-128250102.20,47831200.80,86830336.07,-330480494.79,158509554.84
加:期初现金及现金等价物余额,149702079.66,225993682.06,97743579.86,145574780.66,395405116.73,64924621.94
六、期末现金及现金等价物余额,225993682.06,97743579.86,145574780.66,232405116.73,64924621.94,223434176.78
净利润,31204155.31,49783179.50,106812041.63,129228059.16,161339499.29,181370179.02
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,7041892.05,14579616.04,2963962.56,4004534.46,2163001.41,1894698.84
固定资产折旧、油气资产折耗、生产性物资折旧,4646679.15,4727930.79,4625442.47,3921397.33,4411334.44,4412244.13
无形资产摊销,6981370.64,5669261.67,6702717.86,7122437.37,7571698.70,8313402.67
长期待摊费用摊销,447345.77,657709.92,396534.55,381723.45,175129.00,156600.00
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,88379.68,0,56301.51,67129.74,28643.39,109427.06
固定资产报废损失,0,0,0,0,0,0
公允价值变动损失,0,0,0,0,0,-123287.67
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,-11819354.36,-6838216.39,-2432570.72,-865894.87,-1328244.69,1011683.81
投资损失,0,-6935069.51,-14200435.25,-14496856.82,-20050714.12,-24714737.99
递延所得税资产减少,-1189373.82,-878599.42,-4769867.06,-867555.07,-896079.29,-37431.80
递延所得税负债增加,-89717.99,-59333.82,-64705.06,0,0,0
存货的减少,13918577.95,-44529117.22,-8572959.15,-34193673.33,-50160451.10,40597199.47
经营性应收项目的减少,-4596933.64,-17103653.62,-8110404.89,-24021499.09,9638123.81,-51267457.78
经营性应付项目的增加,-751467.56,43740832.99,-2239311.71,65899646.08,-14757835.80,55583735.41
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,1153052.07,3396135.74,3834223.43,5452480.00,2253446.28
经营活动产生现金流量净额,45881553.18,43967593.00,84562882.48,140013671.84,103586585.04,219559701.45
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,225993682.06,97743579.86,145574780.66,232405116.73,64924621.94,223434176.78
现金的期初余额,149702079.66,225993682.06,97743579.86,145574780.66,395405116.73,64924621.94
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,76291602.40,-128250102.20,47831200.80,86830336.07,-330480494.79,158509554.84
