,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20161231,20151231,19700101,
销售商品、提供劳务收到的现金,2005394452.76,1249420008.38,568628977.42,1978100861.91,1411765316.71,839083653.97,354794545.66,1544084109.22,1059098730.40,695014943.23,1130440746.14,827077932.55,512937472.01,0,
收到的税费返还,1906020.31,1485265.34,0,6937548.62,2905813.58,1296132.80,753527.99,5196791.62,1071392.10,789803.47,53514358.59,0,0,0,
收到的其他与经营活动有关的现金,21123691.27,13050931.08,21254254.70,18758095.92,17112864.92,10293155.39,5218705.47,111952048.00,78482676.98,82988001.56,4979984.83,6294085.28,3893726.17,0,
经营活动现金流入小计,2028424164.34,1263956204.80,589883232.12,2003796506.45,1431783995.21,850672942.16,360766779.12,1661232948.84,1138652799.48,778792748.26,1188935089.56,833372017.83,516831198.18,0,
购买商品、接受劳务支付的现金,462794285.04,293506657.56,145159199.01,471172604.37,395604699.06,230852305.36,124766780.53,411228637.19,305827012.76,207087130.57,291927573.46,144927878.97,72809469.91,0,
支付给职工以及为职工支付的现金,1131456774.06,715728841.10,365555324.29,1206883815.72,862021295.85,509928880.66,255412773.65,897063162.18,650721363.42,426018891.63,687130667.90,482025996.57,259479804.51,0,
支付的各项税费,40732663.85,32173334.10,17738866.49,88749625.36,60570061.70,42123178.51,16802899.32,77200705.30,58267779.66,42397960.42,73763893.09,83911693.05,51649277.06,0,
支付的其他与经营活动有关的现金,96732368.62,71117393.99,28678524.92,89607221.70,57946490.65,48363476.73,38498008.97,67461226.31,55081544.03,56409664.42,215929825.56,63777767.30,41927537.03,0,
经营活动现金流出小计,1731716091.57,1112526226.75,557131914.71,1856413267.15,1376142547.26,831267841.26,435480462.47,1452953730.98,1069897699.87,731913647.04,1268751960.01,774643335.89,425866088.51,0,
经营活动产生的现金流量净额,296708072.77,151429978.05,32751317.41,147383239.30,55641447.95,19405100.90,-74713683.35,208279217.86,68755099.61,46879101.22,-79816870.45,58728681.94,90965109.67,0,
收回投资所收到的现金,0,0,0,2595580.00,2595580.00,2595580.00,2681250.00,0,0,0,807919.80,460470000.00,240550000.00,0,
取得投资收益所收到的现金,17013.70,0,0,1166216.63,0,0,0,667924.95,667924.95,667924.95,158962.09,397738.22,53295.90,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,4984395.62,3964611.15,71279.00,6034511.77,21255757.26,3776674.27,1833608.54,3649782.05,3126230.56,2863687.28,287534.68,1777658.07,70695.55,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,11753387.80,11753387.80,11753387.80,11753179.78,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,12000000.00,0,0,0,0,0,0,0,3066752.14,0,0,
投资活动现金流入小计,5001409.32,3964611.15,71279.00,33549696.20,35604725.06,18125642.07,16268038.32,4317707.00,3794155.51,3531612.23,1254416.57,465712148.43,240673991.45,0,
购建固定资产、无形资产和其他长期资产所支付的现金,498107447.69,288140366.96,113923193.15,704128298.95,551756828.72,438767892.34,319103076.79,703881889.88,459416815.94,152914336.79,158220963.24,93604230.39,46563826.89,0,
投资所支付的现金,75753000.00,6450000.00,1200000.00,2600000.00,2600000.00,2600000.00,0,660000.00,660000.00,0,0,475350000.00,240550000.00,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,1664541.36,0,
支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,17764.01,0,
投资活动现金流出小计,573860447.69,294590366.96,115123193.15,706728298.95,554356828.72,441367892.34,319103076.79,704541889.88,460076815.94,152914336.79,158220963.24,568954230.39,288796132.26,0,
投资活动产生的现金流量净额,-568859038.37,-290625755.81,-115051914.15,-673178602.75,-518752103.66,-423242250.27,-302835038.47,-700224182.88,-456282660.43,-149382724.56,-156966546.67,-103242081.96,-48122140.81,0,
吸收投资收到的现金,4807895.00,3888500.00,3462500.00,248090705.00,25776000.00,21786000.00,16616000.00,68531000.00,41771000.00,15380000.00,129364361.00,133007738.62,71210000.00,0,
其中：子公司吸收少数股东投资收到的现金,4807895.00,3888500.00,3462500.00,41882105.00,25776000.00,21786000.00,16616000.00,68531000.00,41771000.00,15380000.00,22025000.00,2960000.00,1210000.00,0,
取得借款收到的现金,892388368.32,618382812.76,294147822.17,871578305.96,621528305.96,454311820.23,282470000.00,459935798.87,284273640.10,122932592.70,64615357.41,38565600.00,65000000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,3370000.00,1770000.00,520000.00,122885693.85,92837940.85,49235693.85,36235693.85,238413094.61,158529174.76,87350000.00,67856700.00,1000000.00,96999280.13,0,
筹资活动现金流入小计,900566263.32,624041312.76,298130322.17,1242554704.81,740142246.81,525333514.08,335321693.85,766879893.48,484573814.86,225662592.70,261836418.41,172573338.62,233209280.13,0,
偿还债务支付的现金,332602820.09,155853646.23,63845740.09,304390815.96,210350815.95,120692015.94,37699011.90,105568574.40,93269562.50,70290550.60,30000000.00,30000000.00,74000000.00,0,
分配股利、利润或偿付利息所支付的现金,75802481.00,33204351.96,14639879.29,56683975.51,35486894.18,27807977.09,9894630.88,11006941.44,1033023.79,2222626.41,34576042.52,21106180.87,75791064.82,0,
其中：子公司支付给少数股东的股利、利润,6637355.99,849119.05,0,2999508.40,1559208.37,396163.47,0,1685144.61,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,188963122.01,126394124.67,66047479.90,195295924.66,135662371.87,106643872.29,45219907.03,76039619.16,43267978.00,24824444.00,7275230.00,0,57066361.39,0,
筹资活动现金流出小计,597368423.10,315452122.86,144533099.28,556370716.13,381500082.00,255143865.32,92813549.81,192615135.00,137570564.29,97337621.01,71851272.52,51106180.87,206857426.21,0,
筹资活动产生的现金流量净额,303197840.22,308589189.90,153597222.89,686183988.68,358642164.81,270189648.76,242508144.04,574264758.48,347003250.57,128324971.69,189985145.89,121467157.75,26351853.92,0,
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
五、现金及现金等价物净增加额,31046874.62,169393412.14,71296626.15,160388625.23,-104468490.90,-133647500.61,-135040577.78,82319793.46,-40524310.25,25821348.35,-46798271.23,76953757.73,69194822.78,0,
加:期初现金及现金等价物余额,357783039.57,357783039.57,357783039.57,197394414.34,197394414.34,197394414.34,197394414.34,115074620.88,115074620.88,115074620.88,161872892.11,84919134.38,15724311.60,0,
六、期末现金及现金等价物余额,388829914.19,527176451.71,429079665.72,357783039.57,92925923.44,63746913.73,62353836.56,197394414.34,74550310.63,140895969.23,115074620.88,161872892.11,84919134.38,0,
净利润,0,206593440.30,0,168512081.62,134705338.95,80985054.97,0,132829698.40,92794837.61,57466900.00,98130100.00,98803400.00,53663600.00,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,25950102.78,0,16784096.40,0,16360471.16,0,6099574.98,4268575.17,1701600.00,19944100.00,11555300.00,2369800.00,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,92805113.42,0,146626022.22,105290824.99,65746225.50,0,92496243.31,64220697.21,38981600.00,45508700.00,24502400.00,13104100.00,0,
无形资产摊销,0,3419255.80,0,3160522.05,1974268.31,1233616.91,0,526136.30,1515702.81,165800.00,156300.00,47700.00,47700.00,0,
长期待摊费用摊销,0,5494274.19,0,8705785.03,6556703.16,4419369.80,0,5573952.85,3526480.08,2165300.00,2019900.00,80300.00,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,441647.66,0,2599612.19,1545614.89,846226.09,0,1142833.19,563985.38,486700.00,961100.00,-724900.00,1514600.00,0,
固定资产报废损失,0,327250.91,0,1374690.43,1377412.13,193943.35,0,1638368.26,1381590.20,1299400.00,1133800.00,341600.00,0,0,
公允价值变动损失,0,-15965.75,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,19274248.12,0,15924212.48,11940470.48,7156854.18,0,5934850.68,3014435.84,1946200.00,4418900.00,3413400.00,5020000.00,0,
投资损失,0,-1216673.74,0,-1250771.88,-896785.77,-741860.00,0,-77457.05,661296.58,-296700.00,-750700.00,-564800.00,-144500.00,0,
递延所得税资产减少,0,-6729254.72,0,325076.61,-4800063.05,-3126301.96,0,-6766605.11,-915511.10,69300.00,-3502500.00,-1331200.00,-23000.00,0,
