,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180630,20171231,20161231,20151231,19700101,
一、营业总收入,367436351.51,228629038.50,101485713.27,413787969.95,221552377.51,151958663.70,92140130.19,331275711.60,108245026.46,289946553.37,214538738.34,190205167.02,0,
营业收入,367436351.51,228629038.50,101485713.27,413787969.95,221552377.51,151958663.70,92140130.19,331275711.60,108245026.46,289946553.37,214538738.34,190205167.02,0,
二、营业总成本,150999047.25,90435665.16,33052220.86,175249019.60,101270441.30,69991651.79,40035393.55,167901954.98,71515835.63,165143709.70,123810979.89,176514957.26,0,
营业成本,94646624.88,59341585.07,20305097.20,100545745.61,52737382.06,37530470.14,24309485.28,95955060.18,32362044.73,92205298.60,62749120.74,50893797.99,0,
营业税金及附加,3892176.02,2328472.23,1118520.87,4286073.37,2051778.18,1285546.76,1145851.59,4378498.71,1390857.59,4190522.97,3579464.55,2433298.46,0,
销售费用,6319003.05,1882506.87,368237.22,7338354.36,6164393.65,4358566.19,1240589.65,5328555.65,2089532.40,4975252.60,4762173.57,6448632.82,0,
管理费用,25296365.62,16035746.27,6685652.34,33060877.80,23521447.32,15839002.53,9130985.97,33668945.45,18915509.98,29747828.47,26836544.78,80630430.57,0,
财务费用,-6978533.90,-3417838.70,-609578.59,-4078047.60,-1265325.68,-745154.57,-447575.96,-1659620.57,-913694.23,-553256.39,-2854341.64,5136911.03,0,
研发费用,27823411.58,14265193.42,5184291.82,34096016.06,18060765.77,11723220.74,4656057.02,30230515.56,12737081.43,34578063.45,28738017.89,28877773.99,0,
资产减值损失,0,0,0,0,0,0,0,0,4934503.73,0,0,2094112.40,0,
公允价值变动收益,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,
投资收益,3699821.00,3227026.03,44782.19,186804.09,134125.33,80606.17,39852.06,165889.05,65339.05,-279037.45,11135.34,3724952.28,0,
其中:对联营企业和合营企业的投资收益,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,
汇兑收益,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,
三、营业利润,211083883.07,127254030.46,67866812.18,247948453.91,122219420.46,70965677.10,47788429.02,176308361.67,43574794.09,124717500.83,82684761.57,17949365.12,0,
加:营业外收入,0.00,0,0,23473.15,24375.69,23473.15,0,1223649.30,1224319.41,0,8848369.50,11590085.30,0,
减：营业外支出,20000.00,0,0,1648.73,1648.73,2021.65,0,1969.73,1854.23,1459143.53,4.06,10000.00,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0,
四、利润总额,211063883.07,127254030.46,67866812.18,247970278.33,122242147.42,70987128.60,47788429.02,177530041.24,44797259.27,123258357.30,91533127.01,29529450.42,0,
减：所得税费用,30032502.69,19296213.01,9640766.70,35673420.31,19191409.69,11142002.03,7135742.51,27512265.27,7133046.54,19741939.74,14248169.65,5827136.82,0,
五、净利润,181031380.38,107957817.45,58226045.48,212296858.02,103050737.73,59845126.57,40652686.51,150017775.97,37664212.73,103516417.56,77284957.36,23702313.60,0,
归属于母公司所有者的净利润,173456566.80,107957817.45,58226045.48,212296858.02,103050737.73,59845126.57,40652686.51,150017775.97,37664212.73,103516417.56,77284957.36,23702313.60,0,
少数股东损益,7574813.58,0,0,0,0.00,0,0,0,0,0,0,0,0,
基本每股收益(元/股),1.300000,0.860000,0.520000,1.890000,0.920000,0.530000,0.360000,1.330000,0.330000,1.000000,0.770000,0,0,
稀释每股收益(元/股),1.300000,0.860000,0.520000,1.890000,0.920000,0.530000,0.360000,1.330000,0.330000,1.000000,0.770000,0,0,
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,
八、综合收益总额,181031380.38,107957817.45,58226045.48,212296858.02,103050737.73,59845126.57,40652686.51,150017775.97,37664212.73,103516417.56,77284957.36,23702313.60,0,
归属于母公司所有者的综合收益总额,173456566.80,107957817.45,58226045.48,212296858.02,103050737.73,59845126.57,40652686.51,150017775.97,37664212.73,103516417.56,77284957.36,23702313.60,0,
归属于少数股东的综合收益总额,7574813.58,0,0,0,0.00,0,0,0,0,0,0,0,0,
