,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,3663774240.38,4079329504.80,5349268581.84,5568793782.80,6208502175.92,8089506571.56
收到的税费返还,0,0,8465252.22,0,12345870.36,0
收到的其他与经营活动有关的现金,16864757.67,10686479.93,13247971.11,22316984.66,27291559.57,55413072.27
经营活动现金流入小计,3680638998.05,4090015984.73,5370981805.17,5591110767.46,6248139605.85,8144919643.83
购买商品、接受劳务支付的现金,2491774735.92,2762810435.52,3375697280.60,4063579915.61,4624607331.36,4954235187.95
支付给职工以及为职工支付的现金,543227772.38,562582292.59,613521159.53,614559818.43,668536419.04,1028506976.02
支付的各项税费,212856920.40,202320070.44,309215842.90,314946621.86,445008777.03,403388325.77
支付的其他与经营活动有关的现金,130150041.28,152832826.15,191601197.68,181879797.36,212226599.50,484945603.07
经营活动现金流出小计,3378009469.98,3680545624.70,4490035480.71,5174966153.26,5950379126.93,6871076092.81
经营活动产生的现金流量净额,302629528.07,409470360.03,880946324.46,416144614.20,297760478.92,1273843551.02
收回投资所收到的现金,0,36118518.00,2159791.40,2446376.81,46759709.52,0
取得投资收益所收到的现金,276926975.94,360827885.36,368999851.40,396761282.55,366828120.88,281615317.85
处置固定资产、无形资产和其他长期资产所收回的现金净额,3844144.00,19948645.60,30355752.34,11960799.77,83460880.47,253228.53
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,3906206.75,9309709.78,26005582.78,25596374.00,21425886.02,48553276.70
投资活动现金流入小计,284677326.69,426204758.74,427520977.92,436764833.13,518474596.89,330421823.08
购建固定资产、无形资产和其他长期资产所支付的现金,332236532.66,352374424.32,347561231.02,662912913.30,463942960.09,727605255.49
投资所支付的现金,0,112092909.00,0.00,0,207369628.53,2000000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,57873352.71,0,0
投资活动现金流出小计,332236532.66,464467333.32,347561231.02,720786266.01,671312588.62,729605255.49
投资活动产生的现金流量净额,-47559205.97,-38262574.58,79959746.90,-284021432.88,-152837991.73,-399183432.41
吸收投资收到的现金,48000000.00,0,0,0,30000000.00,0
其中：子公司吸收少数股东投资收到的现金,48000000.00,0,0,0,30000000.00,0
取得借款收到的现金,291097226.12,322584156.63,134300000.00,101800000.00,0,120000000.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,19778706.42,20851519.96,0,0,0,0
筹资活动现金流入小计,358875932.54,343435676.59,134300000.00,101800000.00,30000000.00,120000000.00
偿还债务支付的现金,281000000.00,131500000.00,157690000.00,144548606.10,207021397.89,53537045.44
分配股利、利润或偿付利息所支付的现金,123624589.72,195499644.26,156741153.82,274165064.89,310550750.11,395147935.67
其中：子公司支付给少数股东的股利、利润,38210657.04,83295347.53,33364364.70,48490780.77,86520805.08,71181925.26
支付其他与筹资活动有关的现金,5888500.00,0,0,468048.79,240021.50,223493.50
筹资活动现金流出小计,410513089.72,326999644.26,314431153.82,419181719.78,517812169.50,448908474.61
筹资活动产生的现金流量净额,-51637157.18,16436032.33,-180131153.82,-317381719.78,-487812169.50,-328908474.61
四、汇率变动对现金及现金等价物的影响,193250.65,52648.13,-54533.35,-219641.84,-409755.33,-195639.40
五、现金及现金等价物净增加额,203626415.57,387696465.91,780720384.19,-185478180.30,-343299437.64,545556004.60
加:期初现金及现金等价物余额,320504262.96,524130678.53,911827144.44,1692547528.63,1507069348.33,1163769910.69
六、期末现金及现金等价物余额,524130678.53,911827144.44,1692547528.63,1507069348.33,1163769910.69,1709325915.29
净利润,606200827.89,456392194.81,525402430.35,580828232.74,608556575.16,709898231.42
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,-19892.16,1592724.25,4375924.23,34311794.59,6117838.60,121280090.19
固定资产折旧、油气资产折耗、生产性物资折旧,193454217.71,210184317.50,224043010.15,218858901.43,249251073.68,319431895.25
无形资产摊销,7805404.00,7509924.73,7548816.69,7832561.57,8128330.49,13910912.21
长期待摊费用摊销,2864022.03,1977651.37,6817827.26,7820761.78,6624877.17,27135684.94
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,812905.65,-11974.56,635847.39,-13336287.51,-8235411.04,-10585366.09
固定资产报废损失,146996.44,32755.08,34866.25,603695.42,105383.54,263579.93
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,8020519.52,7002411.46,2435335.12,-1758299.67,-5150592.71,-6666065.33
投资损失,-495329616.53,-399278868.81,-351133199.43,-420998658.39,-433089476.28,-389432274.56
递延所得税资产减少,1213948.10,-3044169.40,-10822933.72,-38787781.07,-6835809.19,-8454122.91
递延所得税负债增加,0,0,0,0,1834155.57,2291436.40
存货的减少,-27702295.18,-111612835.10,-143722906.30,32406188.32,263156943.80,-76596990.45
经营性应收项目的减少,-263261010.03,-69505527.99,-209960821.45,-345319242.18,-529405047.21,-591387524.84
经营性应付项目的增加,260663209.06,302735147.08,817978884.70,359191346.21,126190363.66,1128491911.93
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,7760291.57,5496609.61,7313243.22,-5508599.04,10511273.68,34262152.93
经营活动产生现金流量净额,302629528.07,409470360.03,880946324.46,416144614.20,297760478.92,1273843551.02
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,524130678.53,911827144.44,1692547528.63,1507069348.33,1163769910.69,1709325915.29
现金的期初余额,320504262.96,524130678.53,911827144.44,1692547528.63,1507069348.33,1163769910.69
