,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,419057339.42,418774853.78,498263392.24,713981768.82,727012031.86,729283235.16
收到的税费返还,57545.76,1385270.58,0,0,2709689.52,8811675.57
收到的其他与经营活动有关的现金,400428.02,9194097.16,5026041.10,2261981.15,6756640.36,2439320.31
经营活动现金流入小计,419515313.20,429354221.52,503289433.34,716243749.97,736478361.74,740534231.04
购买商品、接受劳务支付的现金,271165989.37,248425478.30,307950833.79,469215436.04,450293791.39,451649315.77
支付给职工以及为职工支付的现金,92736501.56,111041241.80,119520784.72,144484306.45,157799110.26,191432542.24
支付的各项税费,32015005.15,24661106.81,38163915.29,43413539.99,24541268.47,25918904.38
支付的其他与经营活动有关的现金,17499119.13,17101600.81,14509818.38,18860254.28,19462467.02,17617151.09
经营活动现金流出小计,413416615.21,401229427.72,480145352.18,675973536.76,652096637.14,686617913.48
经营活动产生的现金流量净额,6098697.99,28124793.80,23144081.16,40270213.21,84381724.60,53916317.56
收回投资所收到的现金,0,0,0,0,0,0
取得投资收益所收到的现金,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产所收回的现金净额,39000.00,0,275637.00,7000.00,118900.00,0
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,2800000.00,0,0,0,0,0
投资活动现金流入小计,2839000.00,0.00,275637.00,7000.00,118900.00,0.00
购建固定资产、无形资产和其他长期资产所支付的现金,15336115.75,26963180.64,16041492.78,10625367.76,17871157.26,90903650.61
投资所支付的现金,0,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流出小计,15336115.75,26963180.64,16041492.78,10625367.76,17871157.26,90903650.61
投资活动产生的现金流量净额,-12497115.75,-26963180.64,-15765855.78,-10618367.76,-17752257.26,-90903650.61
吸收投资收到的现金,0,71920000.00,0,0,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,0,0,46850000.00,20197730.53,0,19131645.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,33935000.00,1300000.00,0,0,0,0
筹资活动现金流入小计,33935000.00,73220000.00,46850000.00,20197730.53,0.00,19131645.00
偿还债务支付的现金,0,0,23450000.00,23400000.00,20197730.53,0
分配股利、利润或偿付利息所支付的现金,0,0,488644.46,4396473.45,18759959.21,14400000.00
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,15306462.70,73027119.73,1423577.36,3476000.00,1361000.00,2230000.00
筹资活动现金流出小计,15306462.70,73027119.73,25362221.82,31272473.45,40318689.74,16630000.00
筹资活动产生的现金流量净额,18628537.30,192880.27,21487778.18,-11074742.92,-40318689.74,2501645.00
四、汇率变动对现金及现金等价物的影响,10295.30,549688.22,655783.79,-795016.17,5248671.05,1685680.62
五、现金及现金等价物净增加额,12240414.84,1904181.65,29521787.35,17782086.36,31559448.65,-32800007.43
加:期初现金及现金等价物余额,5575188.56,17815603.40,19719785.05,49241572.40,67023658.76,98583107.41
六、期末现金及现金等价物余额,17815603.40,19719785.05,49241572.40,67023658.76,98583107.41,65783099.98
净利润,30835200.00,35529300.00,36563000.00,80542600.00,76920200.00,83138239.72
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,106900.00,2366900.00,2711000.00,4784500.00,2937300.00,10352650.51
固定资产折旧、油气资产折耗、生产性物资折旧,5669000.00,7247900.00,8928600.00,10170900.00,10914900.00,12915576.00
无形资产摊销,82400.00,178500.00,316100.00,375700.00,392200.00,741948.47
长期待摊费用摊销,107300.00,257900.00,478700.00,104600.00,99200.00,111399.36
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,38100.00,-3900.00,-1600.00,35900.00,174900.00,13411.37
固定资产报废损失,0,0,0.00,0.00,0.00,0
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,-16000.00,-549700.00,172800.00,1589600.00,-4513600.00,-1685680.62
投资损失,0,0,0.00,0.00,0.00,0
递延所得税资产减少,1297900.00,127800.00,-484100.00,-349300.00,-61800.00,-1040835.32
递延所得税负债增加,0,0,0.00,0.00,0.00,0
存货的减少,-16505800.00,-36197800.00,-4576900.00,-20480100.00,-19333900.00,-37564975.26
经营性应收项目的减少,1377500.00,-16929400.00,-32109900.00,-42975700.00,13898600.00,-171574540.59
经营性应付项目的增加,-16893900.00,36097500.00,11146400.00,6471400.00,2953700.00,158509123.92
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0.00,0.00,0.00,0
经营活动产生现金流量净额,6098700.00,28124800.00,23144100.00,40270200.00,84381700.00,53916317.56
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,0,0,0,0,0,65783099.98
现金的期初余额,0,0,0,0,0,98583107.41
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,0,0,0,0,0,-32800007.43
