,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231,19700101,
销售商品、提供劳务收到的现金,334563557.43,210372475.24,135714377.66,511552911.26,334048563.62,231409919.68,118378707.41,413650909.23,406430852.82,360104635.26,0,
收到的税费返还,22272782.46,15247801.48,9438475.19,25450624.48,16022254.73,11107990.14,6198835.10,23653428.22,10755635.15,16951024.16,0,
收到的其他与经营活动有关的现金,10624839.35,12903355.55,4693097.05,17934210.34,9248179.05,7981757.11,3741400.80,19106388.23,16351527.48,6990000.21,0,
经营活动现金流入小计,367461179.24,238523632.27,149845949.90,554937746.08,359318997.40,250499666.93,128318943.31,456410725.68,433538015.45,384045659.63,0,
购买商品、接受劳务支付的现金,184620150.76,135709172.13,81079438.04,264742551.57,189824505.69,125673815.18,60518008.60,255048764.04,243044283.77,217164423.02,0,
支付给职工以及为职工支付的现金,44456989.82,31773893.94,19150553.32,67234892.90,49884485.80,32783784.51,17821913.86,65289834.90,56012463.79,44385925.69,0,
支付的各项税费,21653849.40,15916624.25,9050595.37,25524163.67,17977110.70,12679822.57,6141649.92,24070196.48,25215304.90,14292218.97,0,
支付的其他与经营活动有关的现金,43852637.34,22523525.35,10798979.08,59772992.21,40100417.11,24811307.28,14778100.27,40708140.26,40353781.46,47778553.96,0,
经营活动现金流出小计,294583627.32,205923215.67,120079565.81,417274600.35,297786519.30,195948729.54,99259672.65,385116935.68,364625833.92,323621121.64,0,
经营活动产生的现金流量净额,72877551.92,32600416.60,29766384.09,137663145.73,61532478.10,54550937.39,29059270.66,71293790.00,68912181.53,60424537.99,0,
收回投资所收到的现金,0,0,0,0,0,0,0,0,0,53951509.08,0,
取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,7866674.97,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,13879000.00,13875300.00,13877125.24,6606972.01,736978.00,18002.86,12177.10,185640.98,45054.37,175717.76,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与投资活动有关的现金,420820629.89,301148194.44,175529319.45,365784188.47,225778172.28,105412991.25,107174657.92,263345392.02,191785515.16,141620930.40,0,
投资活动现金流入小计,434699629.89,315023494.44,189406444.69,372391160.48,226515150.28,105430994.11,107186835.02,263531033.00,191830569.53,203614832.21,0,
购建固定资产、无形资产和其他长期资产所支付的现金,86237675.95,60858460.24,30776734.51,66546408.46,28804432.09,15165932.38,5142380.45,65240626.52,4653479.26,6202669.43,0,
投资所支付的现金,0,0,0,0,0,0,0,0,845216.50,47600000.00,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,894000000.00,308000000.00,205000000.00,370000000.00,205000000.00,80000000.00,77112000.00,322099852.00,190000000.00,31795649.09,0,
投资活动现金流出小计,980237675.95,368858460.24,235776734.51,436546408.46,233804432.09,95165932.38,82254380.45,387340478.52,195498695.76,85598318.52,0,
投资活动产生的现金流量净额,-545538046.06,-53834965.80,-46370289.82,-64155247.98,-7289281.81,10265061.73,24932454.57,-123809445.52,-3668126.23,118016513.69,0,
吸收投资收到的现金,0,0,0,0,0,0,0,0,3645000.00,0,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,1507697.55,1550109.62,0,0,0,0,0,0,4900000.00,35010000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,525180000.00,0,0,0,0,0,0,0,3003335.00,32201121.78,0,
筹资活动现金流入小计,526687697.55,1550109.62,0.00,0.00,0.00,0.00,0.00,0.00,11548335.00,67211121.78,0,
偿还债务支付的现金,0,0,0,0,0,0,0,0,4920000.00,95000000.00,0,
分配股利、利润或偿付利息所支付的现金,0,0,0,52800000.00,52800000.00,52800000.00,52800000.00,0,95515075.43,57992130.40,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,20742200.00,0,0,0,0,0,0,0,2472100.00,4385798.54,0,
筹资活动现金流出小计,20742200.00,0.00,0.00,52800000.00,52800000.00,52800000.00,52800000.00,0.00,102907175.43,157377928.94,0,
筹资活动产生的现金流量净额,505945497.55,1550109.62,0.00,-52800000.00,-52800000.00,-52800000.00,-52800000.00,0.00,-91358840.43,-90166807.16,0,
四、汇率变动对现金及现金等价物的影响,-1089577.61,725109.94,1286875.80,638050.53,981162.05,-108312.54,-2153475.83,1582119.94,-3708268.66,3782862.10,0,
五、现金及现金等价物净增加额,32195425.80,-18959329.64,-15317029.93,21345948.28,2424358.34,11907686.58,-961750.60,-50933535.58,-29823053.79,92057106.62,0,
加:期初现金及现金等价物余额,40964492.56,40964492.56,40964492.56,19618544.28,19618544.28,19618544.28,19618544.28,70552079.86,100375133.65,8318027.03,0,
六、期末现金及现金等价物余额,73159918.36,22005162.92,25647462.63,40964492.56,22042902.62,31526230.86,18656793.68,19618544.28,70552079.86,100375133.65,0,
净利润,0,0,0,0,0,0,0,0,0,0,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,0,0,0,0,0,0,0,0,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,0,0,0,0,0,0,0,0,0,0,
无形资产摊销,0,0,0,0,0,0,0,0,0,0,0,
长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,0,0,0,0,
固定资产报废损失,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,0,0,0,0,0,0,0,0,0,0,
投资损失,0,0,0,0,0,0,0,0,0,0,0,
递延所得税资产减少,0,0,0,0,0,0,0,0,0,0,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,0,0,0,
