,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,1612992454.10,1983857474.30,2694673397.37,4589571721.23,5142998072.49,6369061390.16
收到的税费返还,631670.28,0,41376.20,0,470493.41,0
收到的其他与经营活动有关的现金,38046216.19,32371250.64,81892386.95,107004096.75,107504421.61,82698713.82
经营活动现金流入小计,1651670340.57,2016228724.94,2776607160.52,4696575817.98,5250972987.51,6451760103.98
购买商品、接受劳务支付的现金,857597201.20,1079130483.32,1553520633.49,2873196636.45,3388160472.83,3891265216.61
支付给职工以及为职工支付的现金,169351942.92,193830262.26,222294021.68,263641229.82,318966110.96,329530231.54
支付的各项税费,213469201.53,226802899.18,343897270.34,408476701.22,488467527.01,622261128.84
支付的其他与经营活动有关的现金,146752349.46,210954768.62,262358036.13,474327934.13,443068058.10,2488075696.02
经营活动现金流出小计,1387170695.11,1710718413.38,2382069961.64,4019642501.62,4638662168.90,7331132273.01
经营活动产生的现金流量净额,264499645.46,305510311.56,394537198.88,676933316.36,612310818.61,-879372169.03
收回投资所收到的现金,19626073.99,1506081.94,5551664.59,83154547.62,52949800.49,43861127.42
取得投资收益所收到的现金,68039901.64,62040866.77,9782964.19,30033592.99,16544529.92,17867382.28
处置固定资产、无形资产和其他长期资产所收回的现金净额,197844.00,580.00,184960.00,13858164.25,128927376.90,13175640.14
处置子公司及其他营业单位收到的现金净额,2933681.12,0,553723.67,0,0,0
收到的其他与投资活动有关的现金,261217622.51,942750000.00,160000000.00,6213209.14,0,59332456.98
投资活动现金流入小计,352015123.26,1006297528.71,176073312.45,133259514.00,198421707.31,134236606.82
购建固定资产、无形资产和其他长期资产所支付的现金,25865016.19,78863478.59,90972584.44,51868078.70,74235604.20,65435999.14
投资所支付的现金,21629500.50,41324776.00,352650424.20,1336095.07,54229642.82,961851.65
取得子公司及其他营业单位支付的现金净额,0,4859722.26,3791650.39,14927210.40,0,0
支付的其他与投资活动有关的现金,260327842.70,920000000.00,6950000.00,2000000.00,4874317.92,0
投资活动现金流出小计,307822359.39,1045047976.85,454364659.03,70131384.17,133339564.94,66397850.79
投资活动产生的现金流量净额,44192763.87,-38750448.14,-278291346.58,63128129.83,65082142.37,67838756.03
吸收投资收到的现金,5200000.00,70977283.93,119080000.00,8290000.00,31087000.00,28879000.00
其中：子公司吸收少数股东投资收到的现金,5200000.00,70977283.93,119080000.00,8290000.00,31087000.00,28879000.00
取得借款收到的现金,0,55000000.00,393920000.00,574690000.00,800090000.00,1161500000.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,210000.00,0,5720000.00,683444798.55
筹资活动现金流入小计,5200000.00,125977283.93,513210000.00,582980000.00,836897000.00,1873823798.55
偿还债务支付的现金,52605219.73,8700000.00,99360000.00,800650000.00,667400000.00,1065090000.00
分配股利、利润或偿付利息所支付的现金,194591405.22,162873761.76,167609222.98,197721788.06,285026847.40,392839343.94
其中：子公司支付给少数股东的股利、利润,1001046.73,2142308.41,1096177.57,605523.36,792785.05,229624.99
支付其他与筹资活动有关的现金,0,0,0,234250.00,585900.00,11000000.00
筹资活动现金流出小计,247196624.95,171573761.76,266969222.98,998606038.06,953012747.40,1468929343.94
筹资活动产生的现金流量净额,-241996624.95,-45596477.83,246240777.02,-415626038.06,-116115747.40,404894454.61
四、汇率变动对现金及现金等价物的影响,152443.28,783090.22,7124018.04,-2158551.40,8231536.13,4865672.32
五、现金及现金等价物净增加额,66848227.66,221946475.81,369610647.36,322276856.73,569508749.71,-401773286.07
加:期初现金及现金等价物余额,621316655.11,688164882.77,910111358.58,1279722005.94,1601998862.67,2171507612.38
六、期末现金及现金等价物余额,688164882.77,910111358.58,1279722005.94,1601998862.67,2171507612.38,1769734326.31
净利润,437890665.58,463340569.44,506817435.47,780426444.94,1128726962.18,1386935598.45
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,4751781.29,11606198.78,16173456.28,13605443.09,47316237.75,15555858.13
固定资产折旧、油气资产折耗、生产性物资折旧,25477176.96,26996608.07,30335814.64,33083676.36,29326442.64,28663934.07
无形资产摊销,3755269.60,5767544.53,16053168.36,32098131.60,31134754.73,27221208.94
长期待摊费用摊销,1209924.98,1624334.32,3232097.91,5419373.00,5465085.94,10694387.81
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,334383.73,3072761.60,3818880.98,-6152051.89,-10016619.77,-5180027.22
固定资产报废损失,0,0.00,0,1039780.92,307508.54,589028.06
公允价值变动损失,42561.90,0.00,-68917.59,55880.39,-1272.80,8436.66
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,13990675.21,-4239224.10,19916563.20,27437332.14,22516429.90,26444695.34
投资损失,-62507611.03,-11509779.41,-6606246.24,-47577752.95,-94629248.41,-20283655.00
递延所得税资产减少,-2798816.95,-9637764.01,-5977064.45,-8008472.38,-21109147.86,-9444278.19
递延所得税负债增加,2136180.74,-1347020.90,1117798.44,-3187895.34,1345340.64,1007496.53
存货的减少,-135354961.84,13210209.91,-266822565.78,-108059740.49,-434655613.62,-429559013.83
经营性应收项目的减少,-44851831.03,-173197657.36,-150269957.37,-10640318.81,-186642899.80,-2073005644.57
经营性应付项目的增加,20424246.32,-20176469.31,226816735.03,-32606514.22,93226858.55,160979805.79
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0.00,0,0,0,0
经营活动产生现金流量净额,264499645.46,305510311.56,394537198.88,676933316.36,612310818.61,-879372169.03
债务转为资本,0,0.00,0,0,0,0
一年内到期的可转换公司债券,0,0.00,0,0,0,0
融资租入固定资产,0,0.00,0,0,0,0
现金的期末余额,688164882.77,910111358.58,1279722005.94,1601998862.67,2171507612.38,1769734326.31
现金的期初余额,621316655.11,688164882.77,910111358.58,1279722005.94,1601998862.67,2171507612.38
现金等价物的期末余额,0,0.00,0,0,0,0
现金等价物的期初余额,0,0.00,0,0,0,0
现金及现金等价物的净增加额,66848227.66,221946475.81,369610647.36,322276856.73,569508749.71,-401773286.07
