,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,633596967.65,537807292.33,618823498.22,528776137.66,710941633.93,654219507.55
收到的税费返还,8374140.16,8134018.96,9454570.45,10090512.89,20012941.68,14187416.24
收到的其他与经营活动有关的现金,94412188.90,14386872.53,4270788.34,10139927.64,17383247.30,52302840.93
经营活动现金流入小计,736383296.71,560328183.82,632548857.01,549006578.19,748337822.91,720709764.72
购买商品、接受劳务支付的现金,361980621.92,280334694.86,342117641.52,394477053.75,422843127.93,417044465.77
支付给职工以及为职工支付的现金,106084403.16,111773466.22,129796799.31,156751088.68,173606430.34,187201541.75
支付的各项税费,47043089.47,53231245.12,34036760.45,53951293.28,44655984.65,32598187.10
支付的其他与经营活动有关的现金,123974879.66,37347302.26,31501776.52,37759147.71,69103116.57,48932392.63
经营活动现金流出小计,639082994.21,482686708.46,537452977.80,642938583.42,710208659.49,685776587.25
经营活动产生的现金流量净额,97300302.50,77641475.36,95095879.21,-93932005.23,38129163.42,34933177.47
收回投资所收到的现金,0,0,0,0,0,0
取得投资收益所收到的现金,0,0,0,0,912276.72,1580528.54
处置固定资产、无形资产和其他长期资产所收回的现金净额,3172281.91,903441.97,55444.73,540615.00,1904707.75,417482.16
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,1720000.00,4022178.79,2923100.00,142172246.57,440162087.83,192543515.55
投资活动现金流入小计,4892281.91,4925620.76,2978544.73,142712861.57,442979072.30,194541526.25
购建固定资产、无形资产和其他长期资产所支付的现金,41943412.70,57627349.43,45113050.65,55333776.34,115915575.62,300654825.76
投资所支付的现金,12128000.00,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,271421410.00,363377220.00,158465057.88
投资活动现金流出小计,54071412.70,57627349.43,45113050.65,326755186.34,479292795.62,459119883.64
投资活动产生的现金流量净额,-49179130.79,-52701728.67,-42134505.92,-184042324.77,-36313723.32,-264578357.39
吸收投资收到的现金,19520000.00,2800000.00,1400000.00,277862079.00,15820200.00,78000000.00
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,78000000.00
取得借款收到的现金,351400000.00,270518702.60,248970369.80,376522432.68,338013102.64,597162444.96
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,2800000.00,0,0,0,0
筹资活动现金流入小计,370920000.00,276118702.60,250370369.80,654384511.68,353833302.64,675162444.96
偿还债务支付的现金,333860000.00,287090000.00,294418702.60,325610000.00,296249920.00,290900000.00
分配股利、利润或偿付利息所支付的现金,50560021.15,17965915.88,13099723.29,12554307.62,37134902.74,43562149.67
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,26900000.00,0,0,18138900.00,9100000.00,10821953.56
筹资活动现金流出小计,411320021.15,305055915.88,307518425.89,356303207.62,342484822.74,345284103.23
筹资活动产生的现金流量净额,-40400021.15,-28937213.28,-57148056.09,298081304.06,11348479.90,329878341.73
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0
五、现金及现金等价物净增加额,7721150.56,-3997466.59,-4186682.80,20106974.06,13163920.00,100233161.81
加:期初现金及现金等价物余额,22476809.93,30197960.49,26200493.90,22013811.10,42120785.16,55284705.16
六、期末现金及现金等价物余额,30197960.49,26200493.90,22013811.10,42120785.16,55284705.16,155517866.97
净利润,41200299.34,34440224.15,53490856.25,62338605.77,70803338.09,74029285.69
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,584376.91,1324502.67,5894530.48,8288741.66,7635882.39,11888799.90
固定资产折旧、油气资产折耗、生产性物资折旧,28636858.83,31005221.50,34551070.32,36542654.81,40119676.55,48582678.96
无形资产摊销,1189094.40,1182138.48,1182138.48,1510817.50,1493799.90,2113933.28
长期待摊费用摊销,0,87532.80,754565.46,1078382.16,1078381.26,1078381.08
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-298354.67,-37971.95,-21103.64,159653.22,-158287.60,-18762.73
固定资产报废损失,0,41082.15,0,308627.44,160790.05,132808.84
公允价值变动损失,0,0,0,0,-643127.60,438747.60
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,20406341.88,17498582.12,13073704.83,13482030.29,7834398.67,13009487.45
投资损失,0,0,0,-422836.57,-3942935.65,-3061877.34
递延所得税资产减少,180901.50,-236756.53,-1191858.56,-1289995.74,-99096.64,-6724761.42
递延所得税负债增加,0,0,0,0,12918663.02,8783527.83
存货的减少,-12578185.75,4832590.47,-52343914.42,10573336.77,-47172734.72,-24331408.80
经营性应收项目的减少,11340128.63,-3164637.67,-5745811.27,-228594249.48,-72814351.74,-159499106.56
经营性应付项目的增加,6638841.43,-9331032.83,45451701.28,2092226.94,20061220.57,69364990.56
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,853546.87,-853546.87
经营活动产生现金流量净额,97300302.50,77641475.36,95095879.21,-93932005.23,38129163.42,34933177.47
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,30197960.49,26200493.90,22013811.10,42120785.16,55284705.16,155517866.97
现金的期初余额,22476809.93,30197960.49,26200493.90,22013811.10,42120785.16,55284705.16
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,7721150.56,-3997466.59,-4186682.80,20106974.06,13163920.00,100233161.81
