,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,1730437823.62,1962044088.82,2200868861.75,2333192033.50,2479971989.01,2537401397.87
收到的税费返还,0,0,0,0,0,780866.70
收到的其他与经营活动有关的现金,52994234.45,77001935.68,210072514.80,60894877.72,43029290.26,42831409.36
经营活动现金流入小计,1783432058.07,2039046024.50,2410941376.55,2394086911.22,2523001279.27,2581013673.93
购买商品、接受劳务支付的现金,949855899.80,942619466.84,1101833772.39,1262116215.23,1452350478.56,1395485661.51
支付给职工以及为职工支付的现金,344523650.08,511797741.88,459522334.97,509738106.65,541085213.67,573139168.27
支付的各项税费,207784024.35,209965252.16,297346065.59,234597580.89,243896450.49,221047709.19
支付的其他与经营活动有关的现金,237328440.09,225553861.74,206392177.70,150694922.97,117948922.76,109831804.19
经营活动现金流出小计,1739492014.32,1889936322.62,2065094350.65,2157146825.74,2355281065.48,2299504343.16
经营活动产生的现金流量净额,43940043.75,149109701.88,345847025.90,236940085.48,167720213.79,281509330.77
收回投资所收到的现金,13165889.33,0,0,0,0,22275000.00
取得投资收益所收到的现金,11500727.80,5208571.04,5208571.04,6584571.04,9508571.04,10973471.35
处置固定资产、无形资产和其他长期资产所收回的现金净额,4555584.60,9713206.45,5441049.89,2305940.95,4435722.74,6782895.05
处置子公司及其他营业单位收到的现金净额,0,0,0,0,-20147.56,0
收到的其他与投资活动有关的现金,0,10700112.71,0,0,0,0
投资活动现金流入小计,29222201.73,25621890.20,10649620.93,8890511.99,13924146.22,40031366.40
购建固定资产、无形资产和其他长期资产所支付的现金,184807730.66,152940345.30,144785514.91,336197027.10,335557192.90,329112055.85
投资所支付的现金,220000000.00,116000000.00,0,30000000.00,0,201976000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流出小计,404807730.66,268940345.30,144785514.91,366197027.10,335557192.90,531088055.85
投资活动产生的现金流量净额,-375585528.93,-243318455.10,-134135893.98,-357306515.11,-321633046.68,-491056689.45
吸收投资收到的现金,1579441986.57,0,0,0,3842000.00,3160592.23
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,3842000.00,3160592.23
取得借款收到的现金,643200000.00,248520000.00,180000000.00,395000000.00,539000000.00,675488345.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,2222641986.57,248520000.00,180000000.00,395000000.00,542842000.00,678648937.23
偿还债务支付的现金,949851746.17,787200000.00,254600000.00,257700000.00,272497382.89,513500000.00
分配股利、利润或偿付利息所支付的现金,100493572.65,32552676.83,19628705.26,17019059.05,23546746.05,29164122.23
其中：子公司支付给少数股东的股利、利润,0,1164840.00,1164840.00,1551356.00,1551356.00,1546064.00
支付其他与筹资活动有关的现金,85789384.20,54307700.00,35000000.00,0,0,0
筹资活动现金流出小计,1136134703.02,874060376.83,309228705.26,274719059.05,296044128.94,542664122.23
筹资活动产生的现金流量净额,1086507283.55,-625540376.83,-129228705.26,120280940.95,246797871.06,135984815.00
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0
五、现金及现金等价物净增加额,754861798.37,-719749130.05,82482426.66,-85488.68,92885038.17,-73562543.68
加:期初现金及现金等价物余额,81538979.16,836400777.53,116651647.48,199134074.14,199048585.46,291933623.63
六、期末现金及现金等价物余额,836400777.53,116651647.48,199134074.14,199048585.46,291933623.63,218371079.95
净利润,-1838382518.28,126648972.31,224806369.88,55512732.23,84768837.06,98351219.39
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,2415604586.80,6398891.65,-63167048.89,3843532.59,29493995.79,7664466.59
固定资产折旧、油气资产折耗、生产性物资折旧,86726861.17,80538325.94,95679706.70,97630471.32,112760774.65,128549414.47
无形资产摊销,4473706.44,5380824.65,5132675.65,5116760.45,5722994.30,6330927.45
长期待摊费用摊销,0,3083.33,107120.06,470629.24,527279.96,945483.98
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,-1630873.11,-1404440.49,2424467.22,421758.87,-3742046.16,-37175180.60
固定资产报废损失,517928.06,173988.58,3585186.20,2895230.16,674534.98,6006772.49
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,150229368.24,31832592.46,18418694.44,15822194.32,22207654.79,27618058.23
投资损失,-857568545.08,-2552079.13,-7688216.34,-13169623.53,-68736632.29,-25265818.91
递延所得税资产减少,-158206017.94,16567350.51,9387417.28,5707840.26,27412685.71,31739532.70
递延所得税负债增加,-33868.74,-33868.74,-33868.74,-33868.74,-33868.74,-33868.74
存货的减少,50098476.90,-10896542.72,-3966058.36,20215452.72,-5707305.73,-2670830.13
经营性应收项目的减少,-307375919.64,-14410007.62,53148487.97,-93354411.83,-18798628.35,-11828423.57
经营性应付项目的增加,600755926.78,-59174487.95,-25603252.69,132632666.77,-24127414.96,44449802.59
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,-101269067.85,-29962900.90,33615345.52,3228720.65,5297352.78,6827774.83
经营活动产生现金流量净额,43940043.75,149109701.88,345847025.90,236940085.48,167720213.79,281509330.77
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,836400777.53,116651647.48,199134074.14,199048585.46,291933623.63,218371079.95
现金的期初余额,81538979.16,836400777.53,116651647.48,199134074.14,199048585.46,291933623.63
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,754861798.37,-719749130.05,82482426.66,-85488.68,92885038.17,-73562543.68
