,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,421879373.21,828066027.32,1293050674.39,2489408988.99,3165577158.26,4048954976.07
收到的税费返还,166122.00,0,0,0,0,0
收到的其他与经营活动有关的现金,10552872.35,6680966.22,19226901.71,22869486.08,32893464.56,56760273.93
经营活动现金流入小计,432598367.56,834746993.54,1312277576.10,2512278475.07,3198470622.82,4105715250.00
购买商品、接受劳务支付的现金,117244878.33,78601465.58,193311702.68,586619876.27,907313593.70,824401239.60
支付给职工以及为职工支付的现金,154693795.37,155958465.11,167986950.33,251007259.54,346439046.85,340232514.78
支付的各项税费,130971752.61,239236220.75,377488221.54,610420898.28,783936202.60,1114329671.74
支付的其他与经营活动有关的现金,135575125.31,126913749.31,191580853.73,452799080.72,729689174.60,959015786.09
经营活动现金流出小计,538485551.62,600709900.75,930367728.28,1900847114.81,2767378017.75,3237979212.21
经营活动产生的现金流量净额,-105887184.06,234037092.79,381909847.82,611431360.26,431092605.07,867736037.79
收回投资所收到的现金,0,0,0,0,0,442000.00
取得投资收益所收到的现金,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产所收回的现金净额,1729382.13,29505186.15,41043613.30,445315.00,46500.41,765019.12
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,8741520.57,0,224349583.33,0,0
投资活动现金流入小计,1729382.13,38246706.72,41043613.30,224794898.33,46500.41,1207019.12
购建固定资产、无形资产和其他长期资产所支付的现金,24535539.82,7629547.72,25611504.46,86454399.88,131815370.18,215397405.28
投资所支付的现金,0,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,6025489.48,0,220000000.00,0,0,0
投资活动现金流出小计,30561029.30,7629547.72,245611504.46,86454399.88,131815370.18,215397405.28
投资活动产生的现金流量净额,-28831647.17,30617159.00,-204567891.16,138340498.45,-131768869.77,-214190386.16
吸收投资收到的现金,0,0,0,0,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,2000000.00,0,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,3000000.00,0,0,0,0,6190632.00
筹资活动现金流入小计,5000000.00,0.00,0.00,0.00,0.00,6190632.00
偿还债务支付的现金,2000000.00,0,0,0,0,0
分配股利、利润或偿付利息所支付的现金,8797890.74,0,36706149.78,225127122.72,303061866.11,427385296.47
其中：子公司支付给少数股东的股利、利润,8789615.18,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,0,0,0,14933042.87
筹资活动现金流出小计,10797890.74,0.00,36706149.78,225127122.72,303061866.11,442318339.34
筹资活动产生的现金流量净额,-5797890.74,0.00,-36706149.78,-225127122.72,-303061866.11,-436127707.34
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0
五、现金及现金等价物净增加额,-140516721.97,264654251.79,140635806.88,524644735.99,-3738130.81,217417944.29
加:期初现金及现金等价物余额,239512630.53,98995908.56,363650160.35,504285967.23,1028930703.22,1025192572.41
六、期末现金及现金等价物余额,98995908.56,363650160.35,504285967.23,1028930703.22,1025192572.41,1242610516.70
净利润,-402829068.73,87973615.68,224791899.91,335488023.16,579449900.96,826281287.31
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,61928479.92,62630781.35,57879581.90,106500371.38,240948.20,6613223.48
固定资产折旧、油气资产折耗、生产性物资折旧,32284701.02,31925714.08,30765928.36,35325320.33,40533177.59,53263663.99
无形资产摊销,3630223.37,3211978.51,3107292.51,3858841.72,4981061.78,8272597.41
长期待摊费用摊销,1643065.33,1142309.19,951478.07,1282314.60,1957997.09,1224925.44
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,538051.34,-28365388.99,449425.56,8004062.60,7016041.40,1549417.49
固定资产报废损失,484429.69,0,0,0,0,0
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,-6057485.75,-12451408.00,-4261643.56,29249268.81,-30000000.00,0
财务费用,8275.56,0,65610.18,-2446665.14,166738.75,200101.95
投资损失,0,0,0,0,0,-437000.00
递延所得税资产减少,85486510.39,-39608287.67,-13276352.69,-42316101.03,-296986.85,-43903440.35
递延所得税负债增加,0,0,0,0,8311260.93,11626601.87
存货的减少,-24089466.46,711261.00,-141708301.49,-221041827.07,-427559806.51,-182062211.91
经营性应收项目的减少,47450787.68,23115542.52,-5005391.78,-91621578.53,76701696.04,-204229608.90
经营性应付项目的增加,90997509.80,103930143.41,228287641.17,449326837.75,168913263.57,387760063.24
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,-35367.56,806242.92
经营活动产生现金流量净额,-105887184.06,234037092.79,381909847.82,611431360.26,431092605.07,867736037.79
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,4162013.43
现金的期末余额,98995908.56,363650160.35,504285967.23,1028930703.22,1025192572.41,1242610516.70
现金的期初余额,239512630.53,98995908.56,363650160.35,504285967.23,1028930703.22,1025192572.41
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,-140516721.97,264654251.79,140635806.88,524644735.99,-3738130.81,217417944.29
