,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,1413063766.29,1646777447.68,2509043067.82,3617509637.18,3219368017.10,3561421552.56
收到的税费返还,4119037.46,4656689.59,5555044.15,1865501.61,12655639.55,38298581.79
收到的其他与经营活动有关的现金,55044272.21,33832530.15,799320564.18,220331990.46,233857717.63,247683539.74
经营活动现金流入小计,1472227075.96,1685266667.42,3313918676.15,3839707129.25,3465881374.28,3847403674.09
购买商品、接受劳务支付的现金,721261331.70,815922052.65,1021901138.55,1622343742.49,1283087626.38,1601468557.93
支付给职工以及为职工支付的现金,250855158.33,284675785.73,361843934.91,474976125.72,553459777.78,610192714.16
支付的各项税费,108097142.72,165507478.44,278150458.72,399934209.45,324775194.26,330673218.40
支付的其他与经营活动有关的现金,213146476.14,226810820.49,1074253198.27,575123622.89,622622193.02,644548486.43
经营活动现金流出小计,1293360108.89,1492916137.31,2736148730.45,3072377700.55,2783944791.44,3186882976.92
经营活动产生的现金流量净额,178866967.07,192350530.11,577769945.70,767329428.70,681936582.84,660520697.17
收回投资所收到的现金,0,0,2355028.96,5755662.49,29224605.00,36350770.43
取得投资收益所收到的现金,3459881.24,5367859.12,411303.40,263670.59,100558.17,718737.62
处置固定资产、无形资产和其他长期资产所收回的现金净额,400352.67,188070.00,1008586.98,155928.90,12534475.15,12729591.61
处置子公司及其他营业单位收到的现金净额,28724.86,0,1539794.13,0,3316833.92,62000000.00
收到的其他与投资活动有关的现金,231530000.00,274410769.93,980000.00,1307602593.77,5515047.31,9300000.00
投资活动现金流入小计,235418958.77,279966699.05,6294713.47,1313777855.75,50691519.55,121099099.66
购建固定资产、无形资产和其他长期资产所支付的现金,175494199.01,142413032.33,382216425.19,872153163.69,648353217.82,711546723.25
投资所支付的现金,0,216000000.00,5728.96,1452200000.00,24580000.00,59888800.00
取得子公司及其他营业单位支付的现金净额,0,4623777.29,971756045.18,205020232.72,424121431.20,83624650.00
支付的其他与投资活动有关的现金,260231000.00,0,60539.79,0,0,12360000.00
投资活动现金流出小计,435725199.01,363036809.62,1354038739.12,2529373396.41,1097054649.02,867420173.25
投资活动产生的现金流量净额,-200306240.24,-83070110.57,-1347744025.65,-1215595540.66,-1046363129.47,-746321073.59
吸收投资收到的现金,17361269.88,52117073.75,10387287.00,21129205.00,7287405.47,2185851.55
其中：子公司吸收少数股东投资收到的现金,3755920.68,4440000.00,1170000.00,0,6887405.47,2185851.55
取得借款收到的现金,52380000.00,660280000.00,1493302894.00,1472709343.69,2400900000.00,2135800000.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,500000000.00,180000000.00,1395200000.00
筹资活动现金流入小计,69741269.88,712397073.75,1503690181.00,1993838548.69,2588187405.47,3533185851.55
偿还债务支付的现金,42220000.00,81780000.00,994268246.18,1125824355.00,1561445000.00,2965100000.00
分配股利、利润或偿付利息所支付的现金,30577499.99,32521156.10,86249782.31,137514663.40,199439756.55,144107610.47
其中：子公司支付给少数股东的股利、利润,288301.01,0,4400000.00,0,0,12673249.37
支付其他与筹资活动有关的现金,0,10650000.00,6700800.00,22533600.00,692612183.56,71216325.10
筹资活动现金流出小计,72797499.99,124951156.10,1087218828.49,1285872618.40,2453496940.11,3180423935.57
筹资活动产生的现金流量净额,-3056230.11,587445917.65,416471352.51,707965930.29,134690465.36,352761915.98
四、汇率变动对现金及现金等价物的影响,668080.01,2059785.97,5834888.42,-15446939.13,2921521.72,1717849.13
五、现金及现金等价物净增加额,-23827423.27,698786123.16,-347667839.02,244252879.20,-226814559.55,268679388.69
加:期初现金及现金等价物余额,429630850.02,405803426.75,1104589549.91,756921710.89,1001174590.09,774360030.54
六、期末现金及现金等价物余额,405803426.75,1104589549.91,756921710.89,1001174590.09,774360030.54,1043039419.23
净利润,196165232.86,281923560.86,516779594.07,599959919.72,448180045.26,39150827.29
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,8761672.16,29279290.94,60781625.77,100042343.30,97667540.11,425701421.85
固定资产折旧、油气资产折耗、生产性物资折旧,38644975.33,55820738.70,75116484.23,82482972.98,96354317.08,99069589.18
无形资产摊销,3010741.65,6611561.22,10769512.43,14900195.31,29259108.03,45428367.37
长期待摊费用摊销,1330719.06,1208509.55,464679.37,1273534.32,2231306.34,4964876.93
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,186725.22,293400.78,-57521.12,-544774.27,-725394.28,410732.23
固定资产报废损失,0,0,0,12564.07,41978.08,8119851.47
公允价值变动损失,0,0,-1177861.17,0,0,1746335.38
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,-2653048.26,286802.28,47459603.58,87895586.36,117227975.25,118125797.38
投资损失,-243774.84,-44485.08,-3121705.52,-64545.62,8429694.60,184331.15
递延所得税资产减少,-1128561.30,-3758115.84,-29065906.57,-27975873.02,-5451519.66,-2032469.00
递延所得税负债增加,0,-493.93,0,0,0,0
存货的减少,-69026659.97,-12757474.70,-147478899.56,-5114862.14,-59024075.99,-49124292.03
经营性应收项目的减少,-93625846.75,-186104743.46,-163455680.92,-415081869.89,-363438915.23,-245032117.23
经营性应付项目的增加,88996825.25,16806711.13,205011398.39,295948997.10,314722967.32,213807445.20
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,8447966.66,2785267.66,5744622.72,33595240.47,-3538444.07,0
经营活动产生现金流量净额,178866967.07,192350530.11,577769945.70,767329428.70,681936582.84,660520697.17
债务转为资本,0,0,0,0,615837.22,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,405803426.75,1104589549.91,756921710.89,1001174590.09,774360030.54,1043039419.23
现金的期初余额,429630850.02,405803426.75,1104589549.91,756921710.89,1001174590.09,774360030.54
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,-23827423.27,698786123.16,-347667839.02,244252879.20,-226814559.55,268679388.69
