,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20171231,20161231,20131231,20121231,20111231,19700101,
销售商品、提供劳务收到的现金,2609010010.80,2042930893.80,597473976.86,3838326009.27,3206413576.93,2308597664.16,871935911.65,4270226485.61,3217021042.24,6179887370.50,6115998418.35,5388192653.52,4852630654.70,4426652765.88,0,
收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到的其他与经营活动有关的现金,632003134.52,256121304.74,161350859.96,670991220.65,437251987.31,329847081.70,137298875.73,517505364.01,406418487.53,727063710.00,853837136.17,1078326502.55,752526143.97,923454559.48,0,
经营活动现金流入小计,3241013145.32,2299052198.54,758824836.82,4509317229.92,3643665564.24,2638444745.86,1009234787.38,4787731849.62,3623439529.77,6906951080.50,6969835554.52,6466519156.07,5605156798.67,5350107325.36,0,
购买商品、接受劳务支付的现金,2673122426.29,1700847646.03,939481959.62,4409129540.55,2843554300.52,1538067797.22,787617048.27,1919117804.61,1529392525.09,2795747952.02,1985412062.73,3825118633.61,2682829394.31,4187993740.49,0,
支付给职工以及为职工支付的现金,285993495.74,211347823.41,79120754.96,350927233.89,272246696.32,204816609.87,71607344.03,339207535.90,260603339.69,314765654.21,314672523.36,263187729.13,227387624.67,162864623.67,0,
支付的各项税费,494912187.25,408279632.13,160422749.77,920143932.60,864604873.35,484463741.60,175554962.60,838848681.66,698912628.53,741557550.76,910516709.46,689515961.88,769971374.14,616564192.21,0,
支付的其他与经营活动有关的现金,355201614.24,249586887.27,91972209.75,512843083.92,408127169.11,322155163.74,146236400.25,436862934.49,307372783.83,671074264.50,866837312.32,909336993.62,838783074.07,1076176220.35,0,
经营活动现金流出小计,3809229723.52,2570061988.84,1270997674.10,6193043790.96,4388533039.30,2549503312.43,1181015755.15,3534036956.66,2796281277.14,4523145421.49,4077438607.87,5687159318.24,4518971467.19,6043598776.72,0,
经营活动产生的现金流量净额,-568216578.20,-271009790.30,-512172837.28,-1683726561.04,-744867475.06,88941433.43,-171780967.77,1253694892.96,827158252.63,2383805659.01,2892396946.65,779359837.83,1086185331.48,-693491451.36,0,
收回投资所收到的现金,309000000.00,256220000.00,89448000.73,2705232979.02,1271425604.02,1271425604.02,115954000.00,1106350526.14,612175682.81,934824533.42,807191907.02,120000000.00,61261599.79,110559160.55,0,
取得投资收益所收到的现金,115480040.30,27678617.37,18659750.00,187786109.64,160217224.33,27796002.01,195750.00,438535977.35,401494053.36,185695721.28,190815102.42,163017202.14,155087298.11,162173742.88,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额,28062.75,55849.45,-2532.25,91897722.98,90748449.29,12468023.60,12281551.83,5785280.85,3534056.12,2470072.21,412318.70,1073247.55,2623064.04,425477.57,0,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,976471282.89,976465870.85,0,0,0,2868392.60,59795299.41,0,0,0,0,
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流入小计,424508103.05,283954466.82,108105218.48,2984916811.64,2498862560.53,2288155500.48,128431301.83,1550671784.34,1017203792.29,1125858719.51,1058214627.55,284090449.69,218971961.94,292587805.88,0,
购建固定资产、无形资产和其他长期资产所支付的现金,494023702.73,326861505.97,148165285.92,803722875.90,576112049.35,400229882.67,252875754.76,414954905.88,279720933.47,412507089.51,267530771.37,304006349.08,304702941.00,193796726.41,0,
投资所支付的现金,672689600.00,275925314.96,413400000.00,568864611.38,451029257.87,358939144.34,289200628.21,885870702.20,668704102.20,1132755851.36,656556028.00,393489109.53,269074777.07,25660119.21,0,
取得子公司及其他营业单位支付的现金净额,0,105745849.45,0,233718.99,0,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0,0,0,15841504.15,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流出小计,1166713302.73,708532670.38,561565285.92,1388662710.42,1027141307.22,759169027.01,542076382.97,1300825608.08,948425035.67,1545262940.87,924086799.37,697495458.61,573777718.07,219456845.62,0,
投资活动产生的现金流量净额,-742205199.68,-424578203.56,-453460067.44,1596254101.22,1471721253.31,1528986473.47,-413645081.14,249846176.26,68778756.62,-419404221.36,134127828.18,-413405008.92,-354805756.13,73130960.26,0,
吸收投资收到的现金,188498335.00,139498335.00,78498335.00,1694915419.29,200060000.00,62560000.00,9800000.00,102682400.00,102682400.00,7440000.00,16580000.00,254225993.00,268293380.00,41615952.00,0,
其中：子公司吸收少数股东投资收到的现金,188498335.00,139498335.00,78498335.00,316958237.00,200060000.00,62560000.00,9800000.00,102682400.00,102682400.00,7440000.00,16580000.00,254225993.00,268293380.00,41615952.00,0,
取得借款收到的现金,2322607724.10,1661340730.10,740705039.40,3029900098.50,2059613080.10,1253711036.00,515791000.00,1899640225.00,1365523725.00,2925566279.65,3489255848.99,6243248750.05,5345040607.63,5113600000.00,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0.00,0,0,0,0,0,0,0,0,0,0,0,0,10000000.00,0,
筹资活动现金流入小计,2511106059.10,1800839065.10,819203374.40,4724815517.79,2259673080.10,1316271036.00,525591000.00,2002322625.00,1468206125.00,2933006279.65,3505835848.99,6497474743.05,5613333987.63,5165215952.00,0,
偿还债务支付的现金,1460773017.86,1460878017.86,1017300416.67,1801164478.60,1099925962.74,1004770962.74,417816000.00,2959880067.10,2085803333.33,3085521057.69,5893916666.66,6162988750.05,5019688162.63,4218102593.78,0,
分配股利、利润或偿付利息所支付的现金,718320421.32,560356937.43,52623929.28,514402861.92,441931002.23,186242791.38,30519751.69,487464813.96,451130247.12,368841047.99,462212462.38,624953239.53,694251395.86,495004162.96,0,
其中：子公司支付给少数股东的股利、利润,0,129816000.00,0,364257228.40,342930393.39,122161291.71,0,351310669.81,351310669.81,202779368.57,152362522.05,28876564.38,64010969.76,8497674.55,0,
支付其他与筹资活动有关的现金,25957050.92,10672307.12,3871234.68,17971304.65,14981811.87,2831056.52,2799491.78,165409327.30,143181113.12,200129.80,236447.75,28268853.67,787234.54,2596895.04,0,
筹资活动现金流出小计,2205050490.10,2031907262.41,1073795580.63,2333538645.17,1556838776.84,1193844810.64,451135243.47,3612754208.36,2680114693.57,3454562235.48,6356365576.79,6816210843.25,5714726793.03,4715703651.78,0,
筹资活动产生的现金流量净额,306055569.00,-231068197.31,-254592206.23,2391276872.62,702834303.26,122426225.36,74455756.53,-1610431583.36,-1211908568.57,-521555955.83,-2850529727.80,-318736100.20,-101392805.40,449512300.22,0,
四、汇率变动对现金及现金等价物的影响,99.84,-3163.31,-17.02,16515.52,16987.49,3906.89,-14818.70,15228.52,2489.48,3580.75,28344.56,-624771.44,-374863.63,-8272.11,0,
五、现金及现金等价物净增加额,-1004366109.04,-926659354.48,-1220225127.97,2303820928.32,1429705069.00,1740358039.15,-510985111.08,-106875285.62,-315969069.84,1442849062.57,176023391.59,46593957.27,629611906.32,-170856462.99,0,
加:期初现金及现金等价物余额,5503232186.41,5503232186.41,5503232186.41,3199411258.09,3199411258.09,3199411258.09,3199411258.09,3306286543.71,3306286543.71,1863437481.14,1687414089.55,2691723397.92,2062111491.60,2232967954.59,0,
六、期末现金及现金等价物余额,4498866077.37,4576572831.93,4283007058.44,5503232186.41,4629116327.09,4939769297.24,2688426147.01,3199411258.09,2990317473.87,3306286543.71,1863437481.14,2738317355.19,2691723397.92,2062111491.60,0,
净利润,0,938309826.77,0,1544419950.06,1500715646.60,1363922926.43,0,1434621560.82,1123332826.32,1276470232.17,905142687.06,654656318.02,773397947.11,666742822.77,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,0,0,84186594.37,0,0,0,0,0,0,3254821.56,0,0,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,65579695.75,0,112205433.66,85192244.10,56513470.33,0,120652755.48,92594906.97,126012459.29,129805032.01,108252082.45,82466830.56,44269655.09,0,
无形资产摊销,0,3124546.88,0,6217690.21,4689804.83,3239189.83,0,7981478.44,6206582.68,9371771.15,6595838.22,4705855.54,6596444.57,5062184.81,0,
长期待摊费用摊销,0,419632.18,0,692964.67,515117.93,359956.23,0,587938.95,427817.99,772408.16,1847162.58,3817450.14,1717920.68,1220605.64,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
