,20141231,20141231,20151231,20151231,20161231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,285588826.15,285588826.15,273482275.26,273482275.26,311236814.63,311236814.63,309249884.42,295406926.36,420113400.54
收到的税费返还,0,0,0,0,0,0,0,0,0
收到的其他与经营活动有关的现金,17128461.63,17128461.63,27819548.72,27819548.72,30745247.48,30745247.48,38636872.44,59647551.79,56836715.99
经营活动现金流入小计,302717287.78,302717287.78,301301823.98,301301823.98,341982062.11,341982062.11,347886756.86,355054478.15,476950116.53
购买商品、接受劳务支付的现金,184705178.08,184705178.08,178656152.32,178656152.32,195452358.93,195452358.93,230747015.49,237150993.73,284478694.21
支付给职工以及为职工支付的现金,16219568.25,16219568.25,20521602.13,20521602.13,24176820.88,24176820.88,29387311.76,34017352.01,39557351.53
支付的各项税费,28548060.96,28548060.96,22702791.18,22702791.18,32500703.26,32500703.26,25918193.96,22861993.94,15046466.04
支付的其他与经营活动有关的现金,35260223.61,35260223.61,44436153.62,44436153.62,51108978.56,51108978.56,53805800.83,82751611.70,79230007.41
经营活动现金流出小计,264733030.90,264733030.90,266316699.25,266316699.25,303238861.63,303238861.63,339858322.04,376781951.38,418312519.19
经营活动产生的现金流量净额,37984256.88,37984256.88,34985124.73,34985124.73,38743200.48,38743200.48,8028434.82,-21727473.23,58637597.34
收回投资所收到的现金,0,0,0,0,2196250.00,2196250.00,0,0,0
取得投资收益所收到的现金,885546.94,885546.94,1473697.05,1473697.05,1378830.82,1378830.82,2690931.03,0,817315.94
处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,1100.00,1100.00,364.00,859595.72,93672.60
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0
收到的其他与投资活动有关的现金,425800000.00,425800000.00,568170000.00,568170000.00,516110000.00,516110000.00,771819500.00,1515610000.00,1292500000.00
投资活动现金流入小计,426685546.94,426685546.94,569643697.05,569643697.05,519686180.82,519686180.82,774510795.03,1516469595.72,1293410988.54
购建固定资产、无形资产和其他长期资产所支付的现金,27913579.01,27913579.01,37499858.44,37499858.44,12441434.10,12441434.10,15346004.35,43771970.56,51778518.55
投资所支付的现金,0,0,0,0,2051294.19,2051294.19,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,4170000.00,4170000.00,0,0,0,0,21298838.57
支付的其他与投资活动有关的现金,444800000.00,444800000.00,596870000.00,596870000.00,526410000.00,526410000.00,1038819500.00,1423610000.00,1203500000.00
投资活动现金流出小计,472713579.01,472713579.01,638539858.44,638539858.44,540902728.29,540902728.29,1054165504.35,1467381970.56,1276577357.12
投资活动产生的现金流量净额,-46028032.07,-46028032.07,-68896161.39,-68896161.39,-21216547.47,-21216547.47,-279654709.32,49087625.16,16833631.42
吸收投资收到的现金,0,0,32000000.00,32000000.00,0,0,295110000.00,0,1500000.00
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,1500000.00
取得借款收到的现金,7000000.00,7000000.00,0,0,0,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,8000000.00,8000000.00,0,0,0,0,0
筹资活动现金流入小计,7000000.00,7000000.00,40000000.00,40000000.00,0.00,0.00,295110000.00,0.00,1500000.00
偿还债务支付的现金,0,0,7000000.00,7000000.00,0,0,0,0,0
分配股利、利润或偿付利息所支付的现金,0,0,23520.00,23520.00,0,0,0,21600000.00,0
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0
支付其他与筹资活动有关的现金,8000000.00,8000000.00,0,0,0,0,23810408.85,0,5222915.55
筹资活动现金流出小计,8000000.00,8000000.00,7023520.00,7023520.00,0.00,0.00,23810408.85,21600000.00,5222915.55
筹资活动产生的现金流量净额,-1000000.00,-1000000.00,32976480.00,32976480.00,0.00,0.00,271299591.15,-21600000.00,-3722915.55
四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0
五、现金及现金等价物净增加额,-9043775.19,-9043775.19,-934556.66,-934556.66,17526653.01,17526653.01,-326683.35,5760151.93,71748313.21
加:期初现金及现金等价物余额,12467638.90,12467638.90,3423863.71,3423863.71,2489307.05,2489307.05,20015960.06,19689276.71,25449428.64
六、期末现金及现金等价物余额,3423863.71,3423863.71,2489307.05,2489307.05,20015960.06,20015960.06,19689276.71,25449428.64,97197741.85
净利润,37985537.71,0,50146155.84,0,54394439.07,0,54915005.69,35796153.66,33652988.74
少数股东权益,0,0,0,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0,0,0,0
资产减值准备,6608077.16,0,546653.01,0,1624489.35,0,2447966.13,6003457.65,992964.76
固定资产折旧、油气资产折耗、生产性物资折旧,575809.09,0,2334659.42,0,3981878.91,0,4259659.55,4885206.93,5360926.27
无形资产摊销,1012622.27,0,1315040.75,0,1575965.47,0,1519302.33,1042410.67,1034629.23
长期待摊费用摊销,258881.52,0,559618.53,0,314395.38,0,306726.36,628615.21,751043.28
待摊费用的减少,0,0,0,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,287.26,0,155.09,0,-79111.60
固定资产报废损失,0,0,0,0,0,0,0,0,6094.49
公允价值变动损失,0,0,0,0,0,0,0,0,-406761.01
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0
预计负债,0,0,0,0,0,0,0,0,0
财务费用,9146.67,0,14373.33,0,0,0,0,0,0
投资损失,-885546.94,0,-1473697.05,0,-1523786.63,0,-2690931.03,-859595.72,-789535.12
递延所得税资产减少,107499.78,0,-81997.95,0,-243673.40,0,-367194.92,-900518.64,-399153.94
递延所得税负债增加,-503779.10,0,-113213.92,0,-113687.02,0,-108561.78,368701.62,435559.06
