,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,2164950167.75,2221180664.33,2226129987.49,2845717566.80,2857401490.79,2428306371.51
收到的税费返还,5671831.67,10078794.63,8585916.26,13088137.57,8440734.83,8718512.13
收到的其他与经营活动有关的现金,58278977.43,65633927.88,168277858.59,31983393.99,107202744.74,143753114.73
经营活动现金流入小计,2228900976.85,2296893386.84,2402993762.34,2890789098.36,2973044970.36,2580777998.37
购买商品、接受劳务支付的现金,1498477850.65,1649464723.24,1627504489.75,2265434772.84,2254203810.64,1996416931.93
支付给职工以及为职工支付的现金,255911212.01,234122463.43,195841991.13,230366623.55,274489137.29,287945173.76
支付的各项税费,107956778.87,108871617.86,94207246.02,88000085.41,100959102.56,75978779.60
支付的其他与经营活动有关的现金,235141275.86,195997650.24,186421505.96,168126569.05,175993831.38,153276311.62
经营活动现金流出小计,2097487117.39,2188456454.77,2103975232.86,2751928050.85,2805645881.87,2513617196.91
经营活动产生的现金流量净额,131413859.46,108436932.07,299018529.48,138861047.51,167399088.49,67160801.46
收回投资所收到的现金,4687219.56,14952913.23,0,0,0,0
取得投资收益所收到的现金,0,0,0,12737503.31,28880607.52,941288.98
处置固定资产、无形资产和其他长期资产所收回的现金净额,2365143.81,4150272.83,2186293.39,412860.35,774001.16,26746635.94
处置子公司及其他营业单位收到的现金净额,0,3993617.86,35579681.63,0,0,0
收到的其他与投资活动有关的现金,0,0,0,1375000000.00,3458500000.00,740448376.85
投资活动现金流入小计,7052363.37,23096803.92,37765975.02,1388150363.66,3488154608.68,768136301.77
购建固定资产、无形资产和其他长期资产所支付的现金,29806537.01,27797045.59,15536719.12,30052264.24,204557357.29,154598781.39
投资所支付的现金,3261890.01,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,19188831.20,0
支付的其他与投资活动有关的现金,0,0,0,2048000000.00,3405500000.00,117000000.00
投资活动现金流出小计,33068427.02,27797045.59,15536719.12,2078052264.24,3629246188.49,271598781.39
投资活动产生的现金流量净额,-26016063.65,-4700241.67,22229255.90,-689901900.58,-141091579.81,496537520.38
吸收投资收到的现金,0,0,0,284690000.00,0,1000000.00
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,1000000.00
取得借款收到的现金,140000000.00,70000000.00,32000000.00,0,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,140000000.00,70000000.00,32000000.00,284690000.00,0.00,1000000.00
偿还债务支付的现金,195000000.00,90000000.00,20000000.00,0,0,0
分配股利、利润或偿付利息所支付的现金,20049746.99,32368288.87,38723657.98,0,24480000.00,51000000.00
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,0,12000000.00,0,0
筹资活动现金流出小计,215049746.99,122368288.87,58723657.98,12000000.00,24480000.00,51000000.00
筹资活动产生的现金流量净额,-75049746.99,-52368288.87,-26723657.98,272690000.00,-24480000.00,-50000000.00
四、汇率变动对现金及现金等价物的影响,234716.53,946671.41,595892.21,-881486.88,167010.25,381224.07
五、现金及现金等价物净增加额,30582765.35,52315072.94,295120019.61,-279232339.95,1994518.93,514079545.91
加:期初现金及现金等价物余额,96277818.82,126860584.17,179175657.11,474295676.72,195063336.77,197057855.70
六、期末现金及现金等价物余额,126860584.17,179175657.11,474295676.72,195063336.77,197057855.70,711137401.61
净利润,42016706.67,52742642.21,75031593.95,73251493.66,88654407.39,70676095.17
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,1569083.50,1200372.26,3215807.55,6732841.75,1610304.87,1729526.60
固定资产折旧、油气资产折耗、生产性物资折旧,31162277.14,38048392.61,30505586.17,27788458.39,47300549.54,62462703.93
无形资产摊销,6734341.84,7447313.22,7493390.36,4939919.41,5810999.02,12031019.29
长期待摊费用摊销,956237.84,1019535.25,609630.05,217380.86,308406.69,909661.79
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,363415.50,1185218.00,464703.04,31399.58,-244592.19,7592203.63
固定资产报废损失,0,0,0,656193.42,553233.26,2455738.28
公允价值变动损失,-2990070.55,8973703.13,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,4649010.88,1693733.32,473657.98,881486.88,-167010.25,-381224.07
投资损失,1545034.45,-9893085.69,-6149366.48,-14118294.73,-29905828.10,-6087925.47
递延所得税资产减少,-5245865.69,7297318.23,-1266399.67,-3239935.93,5353278.43,-3075672.14
递延所得税负债增加,-606253.97,-1346055.47,0,0,0,357414.90
存货的减少,13706667.53,15093860.65,-4000349.02,-29828523.76,-23490763.36,34641400.58
经营性应收项目的减少,-16228868.54,3392191.85,-13304153.84,-5830128.26,-202805514.55,79993680.84
经营性应付项目的增加,53782142.86,-18418207.50,205944429.39,77378756.24,274421617.74,-201195424.99
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,0,0,0,0,0,0
经营活动产生现金流量净额,131413859.46,108436932.07,299018529.48,138861047.51,167399088.49,67160801.46
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,126860584.17,179175657.11,474295676.72,195063336.77,197057855.70,711137401.61
现金的期初余额,96277818.82,126860584.17,179175657.11,474295676.72,195063336.77,197057855.70
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,30582765.35,52315072.94,295120019.61,-279232339.95,1994518.93,514079545.91
