,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,1106212000.56,1228068460.24,1370498113.37,1473126948.66,999118691.07,718550429.97
收到的税费返还,0,0,0,0,0,0
收到的其他与经营活动有关的现金,16557747.52,35748765.90,12987543.69,14213077.04,43676959.11,32782218.82
经营活动现金流入小计,1122769748.08,1263817226.14,1383485657.06,1487340025.70,1042795650.18,751332648.79
购买商品、接受劳务支付的现金,33053562.31,31230105.91,40887160.67,45933178.99,49860584.46,57659614.31
支付给职工以及为职工支付的现金,78328950.57,97296618.31,104784045.84,116537039.77,139939927.96,183251242.48
支付的各项税费,107552807.06,110008007.92,123659139.95,112753077.53,75415674.80,18724698.14
支付的其他与经营活动有关的现金,696981833.66,794275611.15,901604437.90,938478709.07,612497490.24,447355185.61
经营活动现金流出小计,915917153.60,1032810343.29,1170934784.36,1213702005.36,877713677.46,706990740.54
经营活动产生的现金流量净额,206852594.48,231006882.85,212550872.70,273638020.34,165081972.72,44341908.25
收回投资所收到的现金,300000000.00,434000000.00,430000000.00,1302726080.00,2531000000.00,2236019545.21
取得投资收益所收到的现金,10956369.57,16404401.19,14805335.03,44161230.55,59362173.41,37407814.78
处置固定资产、无形资产和其他长期资产所收回的现金净额,13807.69,2523502.08,3823.10,5197.09,5740.00,1048670.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,3877700.00,1260812.23,0,0,0,65751040.00
投资活动现金流入小计,314847877.26,454188715.50,444809158.13,1346892507.64,2590367913.41,2340227069.99
购建固定资产、无形资产和其他长期资产所支付的现金,14468134.45,23952391.46,26448026.96,46552350.83,95461718.43,59907721.54
投资所支付的现金,400000000.00,521000000.00,1294418462.83,1380159076.00,2536140260.00,1880530974.87
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,1570474.16
支付的其他与投资活动有关的现金,0,0,0,0,0,65751040.00
投资活动现金流出小计,414468134.45,544952391.46,1320866489.79,1426711426.83,2631601978.43,2007760210.57
投资活动产生的现金流量净额,-99620257.19,-90763675.96,-876057331.66,-79818919.19,-41234065.02,332466859.42
吸收投资收到的现金,0,56729000.00,31190300.00,0,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,0,0,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,6937000.00,0,0,0
筹资活动现金流入小计,0.00,56729000.00,38127300.00,0.00,0.00,0.00
偿还债务支付的现金,0,0,0,0,0,0
分配股利、利润或偿付利息所支付的现金,24012000.00,72686078.62,67457338.92,85715222.17,119289325.85,314226985.91
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,4090880.00,52731943.71,43863769.88,75425078.42
筹资活动现金流出小计,24012000.00,72686078.62,71548218.92,138447165.88,163153095.73,389652064.33
筹资活动产生的现金流量净额,-24012000.00,-15957078.62,-33420918.92,-138447165.88,-163153095.73,-389652064.33
四、汇率变动对现金及现金等价物的影响,92728.38,8281958.39,14482857.12,-3881384.10,3314364.38,255821.23
五、现金及现金等价物净增加额,83313065.67,132568086.66,-682444520.76,51490551.17,-35990823.65,-12587475.43
加:期初现金及现金等价物余额,816265008.44,899578074.11,1032146160.77,349701640.01,401192191.18,365201367.53
六、期末现金及现金等价物余额,899578074.11,1032146160.77,349701640.01,401192191.18,365201367.53,352613892.10
净利润,195279230.87,209416389.35,254871171.08,260344337.10,134058351.18,27299424.22
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,-5629395.80,27242539.52,5272165.81,-1343734.68,-3194175.26,769220.62
固定资产折旧、油气资产折耗、生产性物资折旧,18167329.44,18780022.38,21664755.62,24280096.04,26291370.17,29802192.97
无形资产摊销,440627.88,452095.14,459342.33,458652.96,464455.37,557818.88
长期待摊费用摊销,0,0,128851.79,174386.30,136834.35,232880.80
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,724.06,-56792.32,105862.33,0,0,0
固定资产报废损失,6866.73,126476.15,0,55489.49,66586.62,251431.79
公允价值变动损失,0,0,-2659.24,0,0,-3001957.70
递延收益增加（减：减少）,0,0,0,0,0,0
预计负债,0,0,0,0,0,0
财务费用,0,0,0,284055.53,609611.31,473727.27
投资损失,-13436122.00,-17995508.61,-31713594.58,-42477279.63,-45459577.32,-25977252.42
递延所得税资产减少,-6931729.44,-10770045.28,-6743644.78,2519346.58,15222147.94,-13147871.22
递延所得税负债增加,0,-6130605.55,0,977433.71,1542912.07,5507067.42
存货的减少,5258676.65,4459893.63,-8065856.89,-4564904.89,-6034026.97,-7758604.98
经营性应收项目的减少,-54979105.11,-26174669.48,-69890748.30,47703674.37,130752336.09,60379870.33
经营性应付项目的增加,94327897.75,31657087.92,36949726.71,-20202561.73,-90019504.09,-31046039.73
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0
其他,-25652406.55,0,9515500.82,5429029.19,644651.26,0
经营活动产生现金流量净额,206852594.48,231006882.85,212550872.70,273638020.34,165081972.72,44341908.25
债务转为资本,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0
现金的期末余额,899578074.11,1032146160.77,349701640.01,401192191.18,365201367.53,352613892.10
现金的期初余额,816265008.44,899578074.11,1032146160.77,349701640.01,401192191.18,365201367.53
现金等价物的期末余额,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0
现金及现金等价物的净增加额,83313065.67,132568086.66,-682444520.76,51490551.17,-35990823.65,-12587475.43
